Year,Month,Day, Inflow volume [m3 d-1], Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as PO4 [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as phosphorus [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3], Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3], Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3], Inflow concentration of Ca2+ [mg m-3], Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3], Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]"," *Iron, water, unfiltered, recoverable [mg m-3]"," *Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1982,10,25,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,26,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,27,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,28,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,29,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,30,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1982,10,31,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,1,1113191.873,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,2,2128520.725,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,3,614090.462,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,4,5455863.468,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,5,3082685.188,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,6,1042241.183,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,7,1066706.938,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,8,1717496.033,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,9,910126.1031,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,10,481975.3826,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,11,486868.5337,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,12,1842271.386,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,13,2593370.079,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,14,704613.7572,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,15,496654.8358,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,16,386558.9363,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,17,369432.9074,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,18,344967.152,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,19,300928.7922,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,20,256890.4323,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,21,308268.5188,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,22,733972.6638,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,23,614090.462,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,24,2270422.107,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,25,976183.6429,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,26,550479.4979,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,27,459956.2026,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,28,366986.3319,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,29,2691233.101,,,,,,,,,,,,,,,,,,,,,,,,
1982,11,30,2060016.61,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,1,900339.8009,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,2,596964.4332,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,3,496654.8358,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,4,621430.1887,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,5,562712.3756,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,6,587178.131,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,7,489315.1092,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,8,342520.5764,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,9,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,10,171260.2882,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,11,171260.2882,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,12,176153.4393,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,13,225084.9502,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,14,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,15,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,16,1908328.926,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,17,905232.952,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,18,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,19,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,20,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,21,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,22,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,23,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,24,3180548.21,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,25,3792192.096,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,26,3620931.808,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,27,1047134.334,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,28,1905882.35,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,29,910126.1031,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,30,562712.3756,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,31,464849.3537,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,1,415917.8428,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,2,366986.3319,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,3,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,4,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,5,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,6,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,7,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,8,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,9,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,10,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,11,489315.1092,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,12,391452.0874,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,13,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,14,195726.0437,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,15,122328.7773,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,16,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,17,97863.02184,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,18,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,19,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,20,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,21,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,22,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,23,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,24,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,25,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,26,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,27,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,28,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,29,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,30,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1983,1,31,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,1,97863.02184,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,2,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,3,489315.1092,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,4,195726.0437,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,5,151687.6839,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,6,122328.7773,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,7,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,8,97863.02184,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,9,95416.44629,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,10,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,11,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,12,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,13,137008.2306,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,14,195726.0437,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,15,269123.3101,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,16,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,17,440383.5983,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,18,464849.3537,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,19,440383.5983,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,20,415917.8428,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,21,415917.8428,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,22,415917.8428,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,23,391452.0874,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,24,469742.5048,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,25,362093.1808,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,26,244657.5546,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,27,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
1983,2,28,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,1,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,2,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,3,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,4,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,5,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,6,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,7,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,8,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,9,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,10,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,11,685041.1529,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,12,567605.5267,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,13,393898.6629,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,14,445276.7494,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,15,428150.7206,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,16,308268.5188,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,17,315608.2454,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,18,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,19,954164.4629,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,20,1441032.997,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,21,782904.1747,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,22,941931.5852,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,23,440383.5983,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,24,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,25,318054.821,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,26,366986.3319,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,27,985969.945,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,28,2764630.367,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,29,2045337.156,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,30,778011.0236,,,,,,,,,,,,,,,,,,,,,,,,
1983,3,31,616537.0376,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,1,528460.3179,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,2,521120.5913,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,3,743758.966,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,4,704613.7572,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,5,518674.0158,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,6,364539.7564,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,7,474635.6559,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,8,614090.462,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,9,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,10,518674.0158,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,11,682594.5773,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,12,800030.2035,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,13,486868.5337,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,14,342520.5764,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,15,614090.462,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,16,638556.2175,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,17,391452.0874,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,18,344967.152,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,19,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,20,430597.2961,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,21,518674.0158,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,22,768224.7214,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,23,472189.0804,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,24,332734.2743,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,25,384112.3607,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,26,560265.8,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,27,396345.2385,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,28,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,29,278909.6122,,,,,,,,,,,,,,,,,,,,,,,,
1983,4,30,680148.0018,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,1,1463052.177,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,2,2568904.323,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,3,2471041.301,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,4,1732175.487,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,5,792690.4769,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,6,550479.4979,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,7,393898.6629,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,8,411024.6917,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,9,648342.5197,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,10,369432.9074,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,11,276463.0367,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,12,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,13,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,14,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,15,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,16,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,17,296035.6411,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,18,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,19,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,20,281356.1878,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,21,232424.6769,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,22,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,23,435490.4472,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,24,296035.6411,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,25,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,26,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,27,251997.2812,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,28,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,29,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,30,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
1983,5,31,215298.648,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,1,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,2,161473.986,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,3,139454.8061,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,4,139454.8061,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,5,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,6,411024.6917,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,7,641002.7931,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,8,251997.2812,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,9,156580.8349,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,10,129668.5039,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,11,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,12,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,13,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,14,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,15,83183.56856,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,16,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,17,122328.7773,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,18,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,19,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,20,68504.11529,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,21,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,22,61164.38865,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,23,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,24,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,25,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,26,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,27,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,28,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,29,300928.7922,,,,,,,,,,,,,,,,,,,,,,,,
1983,6,30,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,1,75843.84193,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,2,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,3,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,4,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,5,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,6,41591.78428,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,7,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,8,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,9,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,10,34252.05764,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,11,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,12,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,13,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,14,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,15,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,16,24465.75546,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,17,24465.75546,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,18,24465.75546,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,19,23242.46769,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,20,22019.17991,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,21,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,22,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,23,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,24,41591.78428,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,25,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,26,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,27,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,28,23242.46769,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,29,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,30,139454.8061,,,,,,,,,,,,,,,,,,,,,,,,
1983,7,31,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,1,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,2,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,3,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,4,70950.69083,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,5,66057.53974,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,6,232424.6769,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,7,102756.1729,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,8,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,9,56271.23756,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,10,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,11,92969.87075,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,12,941931.5852,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,13,386558.9363,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,14,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,15,88076.71966,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,16,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,17,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,18,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,19,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,20,41591.78428,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,21,34252.05764,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,22,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,23,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,24,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,25,34252.05764,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,26,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,27,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,28,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,29,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,30,34252.05764,,,,,,,,,,,,,,,,,,,,,,,,
1983,8,31,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,1,63610.9642,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,2,46484.93537,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,3,36698.63319,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,4,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,5,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,6,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,7,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,8,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,9,39145.20874,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,10,31805.4821,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,11,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,12,24465.75546,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,13,24465.75546,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,14,23242.46769,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,15,23242.46769,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,16,26912.33101,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,17,29358.90655,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,18,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,19,58717.8131,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,20,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,21,90523.2952,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,22,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,23,322947.9721,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,24,369432.9074,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,25,171260.2882,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,26,100309.5974,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,27,73397.26638,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,28,61164.38865,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,29,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
1983,9,30,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,1,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,2,44038.35983,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,3,39145.20874,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,4,39145.20874,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,5,78290.41747,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,6,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,7,215543.3056,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,8,120126.8593,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,9,89789.32254,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,10,76088.49948,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,11,65568.22463,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,12,75354.52682,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,13,115233.7082,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,14,716846.635,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,15,300928.7922,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,16,143124.6694,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,17,105447.406,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,18,86364.11677,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,19,76088.49948,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,20,69238.08795,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,21,64834.25197,,,,,,,,,,,,,,,,,,,,,,,,
1983,10,22,61164.38865,,,,,,,,,,,,,,,,,,,,,,,,
