Station_Name,GODERICH, ONTARIO
2002-11-29,176.073,
2002-11-30,176.168,
2002-12-01,176.074,
2002-12-02,176.041,
2002-12-03,175.985,
2002-12-04,176.004,
2002-12-05,175.991,
2002-12-06,175.982,
2002-12-07,176.029,
2002-12-08,176.075,
2002-12-09,175.957,
2002-12-10,176.007,
2002-12-11,175.921,
2002-12-12,175.907,
2002-12-13,175.917,
2002-12-14,175.926,
2002-12-15,175.977,
2002-12-16,175.917,
2002-12-17,175.822,
2002-12-18,175.674,
2002-12-19,175.775,
2002-12-20,175.919,
2002-12-21,176.009,
2002-12-22,176.085,
2002-12-23,176.087,
2002-12-24,175.994,
2002-12-25,175.932,
2002-12-26,175.945,
2002-12-27,175.905,
2002-12-28,175.944,
2002-12-29,175.91,
2002-12-30,175.74,
2002-12-31,175.869,
2003-01-01,175.945,
2003-01-02,175.818,
2003-01-03,175.83,
2003-01-04,175.891,
2003-01-05,175.852,
2003-01-06,175.933,
2003-01-07,175.903,
2003-01-08,175.943,
2003-01-09,175.952,
2003-01-10,175.977,
2003-01-11,176.05,
2003-01-12,175.97,
2003-01-13,176.05,
2003-01-14,175.95,
2003-01-15,175.959,
2003-01-16,175.923,
2003-01-17,175.876,
2003-01-18,175.822,
2003-01-19,175.901,
2003-01-20,175.976,
2003-01-21,175.895,
2003-01-22,175.901,
2003-01-23,175.95,
2003-01-24,175.849,
2003-01-25,175.812,
2003-01-26,175.906,
2003-01-27,175.813,
2003-01-28,175.78,
2003-01-29,175.835,
2003-01-30,175.75,
2003-01-31,175.735,
2003-02-01,175.764,
2003-02-02,175.791,
2003-02-03,175.741,
2003-02-04,175.857,
2003-02-05,175.891,
2003-02-06,175.83,
2003-02-07,175.813,
2003-02-08,175.787,
2003-02-09,175.831,
2003-02-10,175.861,
2003-02-11,175.776,
2003-02-12,175.891,
2003-02-13,175.848,
2003-02-14,175.794,
2003-02-15,175.77,
2003-02-16,175.741,
2003-02-17,175.753,
2003-02-18,175.725,
2003-02-19,175.765,
2003-02-20,175.73,
2003-02-21,175.739,
2003-02-22,175.804,
2003-02-23,175.863,
2003-02-24,175.787,
2003-02-25,175.762,
2003-02-26,175.727,
2003-02-27,175.726,
2003-02-28,175.735,
2003-03-01,175.713,
2003-03-02,175.818,
2003-03-03,175.753,
2003-03-04,175.717,
2003-03-05,175.788,
2003-03-06,175.77,
2003-03-07,175.702,
2003-03-08,175.767,
2003-03-09,175.79,
2003-03-10,175.785,
2003-03-11,175.719,
2003-03-12,175.763,
2003-03-13,175.748,
2003-03-14,175.694,
2003-03-15,175.706,
2003-03-16,175.685,
2003-03-17,175.727,
2003-03-18,175.749,
2003-03-19,175.703,
2003-03-20,175.687,
2003-03-21,175.719,
2003-03-22,175.739,
2003-03-23,175.747,
2003-03-24,175.689,
2003-03-25,175.754,
2003-03-26,175.759,
2003-03-27,175.745,
2003-03-28,175.666,
2003-03-29,175.784,
2003-03-30,175.818,
2003-03-31,175.782,
2003-04-01,175.737,
2003-04-02,175.816,
2003-04-03,175.746,
2003-04-04,175.695,
2003-04-05,175.751,
2003-04-06,175.803,
2003-04-07,175.741,
2003-04-08,175.752,
2003-04-09,175.814,
2003-04-10,175.813,
2003-04-11,175.82,
2003-04-12,175.864,
2003-04-13,175.799,
2003-04-14,175.757,
2003-04-15,175.836,
2003-04-16,175.782,
2003-04-17,175.684,
2003-04-18,175.76,
2003-04-19,175.794,
2003-04-20,175.759,
2003-04-21,175.852,
2003-04-22,175.921,
2003-04-23,175.902,
2003-04-24,175.87,
2003-04-25,175.868,
2003-04-26,175.871,
2003-04-27,175.852,
2003-04-28,175.877,
2003-04-29,175.874,
2003-04-30,175.843,
2003-05-01,175.851,
2003-05-02,175.906,
2003-05-03,175.89,
2003-05-04,175.865,
2003-05-05,175.814,
2003-05-06,175.834,
2003-05-07,175.893,
2003-05-08,175.902,
2003-05-09,175.872,
2003-05-10,175.86,
2003-05-11,175.874,
2003-05-12,175.993,
2003-05-13,176.013,
2003-05-14,175.95,
2003-05-15,175.931,
2003-05-16,175.942,
2003-05-17,175.916,
2003-05-18,175.915,
2003-05-19,175.899,
2003-05-20,175.935,
2003-05-21,175.983,
2003-05-22,175.936,
2003-05-23,175.972,
2003-05-24,175.996,
2003-05-25,175.969,
2003-05-26,175.971,
2003-05-27,175.965,
2003-05-28,175.944,
2003-05-29,175.971,
2003-05-30,175.962,
2003-05-31,175.965,
2003-06-01,175.977,
2003-06-02,175.989,
2003-06-03,175.967,
2003-06-04,175.982,
2003-06-05,176,
2003-06-06,175.972,
2003-06-07,175.963,
2003-06-08,175.979,
2003-06-09,175.997,
2003-06-10,175.981,
2003-06-11,175.987,
2003-06-12,175.995,
2003-06-13,176.004,
2003-06-14,176.016,
2003-06-15,176.028,
2003-06-16,176.002,
2003-06-17,175.997,
2003-06-18,176.002,
2003-06-19,176.028,
2003-06-20,176.013,
2003-06-21,176.021,
2003-06-22,176.011,
2003-06-23,176.006,
2003-06-24,175.978,
2003-06-25,175.998,
2003-06-26,176.014,
2003-06-27,176.061,
2003-06-28,176.03,
2003-06-29,176.039,
2003-06-30,176.034,
2003-07-01,176.019,
2003-07-02,176.01,
2003-07-03,176.018,
2003-07-04,176.027,
2003-07-05,176.041,
2003-07-06,176.03,
2003-07-07,176.027,
2003-07-08,176.053,
2003-07-09,176.035,
2003-07-10,175.972,
2003-07-11,176.021,
2003-07-12,176.143,
2003-07-13,176.056,
2003-07-14,176.031,
2003-07-15,176.035,
2003-07-16,176.086,
2003-07-17,176.061,
2003-07-18,176.057,
2003-07-19,176.054,
2003-07-20,176.065,
2003-07-21,176.069,
2003-07-22,176.069,
2003-07-23,176.061,
2003-07-24,176.058,
2003-07-25,176.053,
2003-07-26,176.06,
2003-07-27,176.094,
2003-07-28,176.062,
2003-07-29,176.064,
2003-07-30,176.058,
2003-07-31,176.036,
2003-08-01,176.036,
2003-08-02,176.037,
2003-08-03,176.032,
2003-08-04,176.052,
2003-08-05,176.064,
2003-08-06,176.057,
2003-08-07,176.068,
2003-08-08,176.044,
2003-08-09,176.043,
2003-08-10,176.049,
2003-08-11,176.049,
2003-08-12,176.035,
2003-08-13,176.044,
2003-08-14,176.037,
2003-08-15,176.051,
2003-08-16,176.069,
2003-08-17,176.013,
2003-08-18,176.014,
2003-08-19,176.026,
2003-08-20,176.022,
2003-08-21,175.992,
2003-08-22,176.068,
2003-08-23,176.042,
2003-08-24,175.999,
2003-08-25,176.041,
2003-08-26,176.021,
2003-08-27,176.053,
2003-08-28,175.993,
2003-08-29,176.028,
2003-08-30,176.038,
2003-08-31,176.003,
2003-09-01,176.015,
2003-09-02,175.989,
2003-09-03,176.001,
2003-09-04,176.045,
2003-09-05,175.988,
2003-09-06,175.992,
2003-09-07,176.007,
2003-09-08,175.961,
2003-09-09,175.935,
2003-09-10,175.941,
2003-09-11,175.933,
2003-09-12,175.906,
2003-09-13,175.9,
2003-09-14,175.906,
2003-09-15,175.954,
2003-09-16,175.976,
2003-09-17,175.942,
2003-09-18,175.906,
2003-09-19,175.948,
2003-09-20,176.018,
2003-09-21,175.926,
2003-09-22,175.896,
2003-09-23,176.017,
2003-09-24,175.964,
2003-09-25,176.033,
2003-09-26,175.943,
2003-09-27,175.924,
2003-09-28,175.995,
2003-09-29,175.994,
2003-09-30,175.999,
2003-10-01,175.988,
2003-10-02,175.992,
2003-10-03,175.96,
2003-10-04,176.033,
2003-10-05,175.99,
2003-10-06,175.918,
2003-10-07,175.886,
2003-10-08,175.89,
2003-10-09,175.895,
2003-10-10,175.872,
2003-10-11,175.862,
2003-10-12,175.897,
2003-10-13,175.904,
2003-10-14,175.923,
2003-10-15,176.024,
2003-10-16,175.991,
2003-10-17,175.932,
2003-10-18,175.899,
2003-10-19,175.901,
2003-10-20,175.841,
2003-10-21,175.951,
2003-10-22,175.907,
2003-10-23,175.882,
2003-10-24,175.859,
2003-10-25,175.855,
2003-10-26,175.873,
2003-10-27,175.872,
2003-10-28,175.801,
2003-10-29,175.866,
2003-10-30,175.857,
2003-10-31,175.807,
2003-11-01,175.882,
2003-11-02,175.853,
2003-11-03,175.862,
2003-11-04,175.811,
2003-11-05,175.831,
2003-11-06,175.933,
2003-11-07,176.033,
2003-11-08,176.004,
2003-11-09,175.909,
2003-11-10,175.906,
2003-11-11,175.862,
2003-11-12,175.887,
2003-11-13,176.237,
2003-11-14,176.027,
2003-11-15,175.913,
2003-11-16,175.876,
2003-11-17,175.863,
2003-11-18,175.739,
2003-11-19,175.901,
2003-11-20,175.884,
2003-11-21,175.938,
2003-11-22,175.893,
2003-11-23,175.782,
2003-11-24,175.957,
2003-11-25,176.025,
2003-11-26,175.964,
2003-11-27,175.909,
2003-11-28,175.962,
2003-11-29,176.03,
2003-11-30,176.044,
2003-12-01,176.156,
2003-12-02,176.111,
2003-12-03,175.939,
2003-12-04,175.923,
2003-12-05,175.868,
2003-12-06,175.936,
2003-12-07,175.901,
2003-12-08,175.876,
2003-12-09,175.852,
2003-12-10,175.785,
2003-12-11,175.953,
2003-12-12,176.008,
2003-12-13,175.962,
2003-12-14,175.884,
2003-12-15,175.892,
2003-12-16,175.805,
2003-12-17,175.978,
2003-12-18,176.006,
2003-12-19,175.998,
2003-12-20,175.967,
2003-12-21,175.942,
2003-12-22,175.93,
2003-12-23,175.895,
2003-12-24,175.947,
2003-12-25,175.964,
2003-12-26,175.962,
2003-12-27,175.897,
2003-12-28,175.787,
2003-12-29,175.899,
2003-12-30,175.944,
2003-12-31,175.943,
2004-01-01,175.952,
2004-01-02,175.871,
2004-01-03,175.888,
2004-01-04,175.981,
2004-01-05,175.909,
2004-01-06,176.024,
2004-01-07,176.138,
2004-01-08,176.007,
2004-01-09,175.86,
2004-01-10,175.866,
2004-01-11,175.922,
2004-01-12,175.905,
2004-01-13,176.013,
2004-01-14,175.854,
2004-01-15,175.895,
2004-01-16,175.903,
2004-01-17,175.849,
2004-01-18,176.002,
2004-01-19,176.012,
2004-01-20,175.943,
2004-01-21,175.846,
2004-01-22,176.026,
2004-01-23,176,
2004-01-24,175.95,
2004-01-25,175.896,
2004-01-26,175.795,
2004-01-27,175.786,
2004-01-28,175.951,
2004-01-29,175.985,
2004-01-30,176.001,
2004-01-31,175.971,
2004-02-01,175.861,
2004-02-02,175.815,
2004-02-03,175.827,
2004-02-04,175.911,
2004-02-05,175.882,
2004-02-06,175.844,
2004-02-07,175.909,
2004-02-08,175.858,
2004-02-09,175.857,
2004-02-10,175.882,
2004-02-11,175.881,
2004-02-12,175.838,
2004-02-13,175.831,
2004-02-14,175.939,
2004-02-15,175.872,
2004-02-16,175.845,
2004-02-17,175.807,
2004-02-18,175.807,
2004-02-19,175.852,
2004-02-20,175.769,
2004-02-21,175.902,
2004-02-22,175.894,
2004-02-23,175.81,
2004-02-24,175.831,
2004-02-25,175.874,
2004-02-26,175.845,
2004-02-27,175.834,
2004-02-28,175.815,
2004-02-29,175.824,
2004-03-01,175.795,
2004-03-02,175.81,
2004-03-03,175.866,
2004-03-04,175.855,
2004-03-05,175.839,
2004-03-06,175.906,
2004-03-07,175.886,
2004-03-08,175.941,
2004-03-09,175.937,
2004-03-10,175.9,
2004-03-11,175.897,
2004-03-12,176.044,
2004-03-13,175.974,
2004-03-14,175.867,
2004-03-15,176.01,
2004-03-16,175.916,
2004-03-17,175.882,
2004-03-18,175.908,
2004-03-19,175.894,
2004-03-20,175.907,
2004-03-21,176.07,
2004-03-22,175.948,
2004-03-23,175.982,
2004-03-24,175.896,
2004-03-25,175.891,
2004-03-26,175.915,
2004-03-27,175.948,
2004-03-28,175.869,
2004-03-29,175.892,
2004-03-30,175.958,
2004-03-31,175.971,
2004-04-01,176.004,
2004-04-02,176.015,
2004-04-03,176.029,
2004-04-04,176.075,
2004-04-05,176.018,
2004-04-06,175.962,
2004-04-07,175.983,
2004-04-08,175.973,
2004-04-09,175.995,
2004-04-10,176.002,
2004-04-11,175.971,
2004-04-12,175.983,
2004-04-13,175.992,
2004-04-14,176.007,
2004-04-15,175.958,
2004-04-16,175.898,
2004-04-17,175.986,
2004-04-18,175.938,
2004-04-19,175.983,
2004-04-20,176.011,
2004-04-21,175.935,
2004-04-22,176.031,
2004-04-23,176.011,
2004-04-24,176.019,
2004-04-25,175.956,
2004-04-26,176.014,
2004-04-27,176.087,
2004-04-28,175.985,
2004-04-29,175.986,
2004-04-30,176.053,
2004-05-01,176.061,
2004-05-02,176.09,
2004-05-03,176.059,
2004-05-04,176.038,
2004-05-05,176.055,
2004-05-06,176.027,
2004-05-07,176.054,
2004-05-08,176.011,
2004-05-09,176.031,
2004-05-10,176.023,
2004-05-11,176.063,
2004-05-12,176.008,
2004-05-13,176.059,
2004-05-14,176.073,
2004-05-15,176.131,
2004-05-16,176.076,
2004-05-17,176.052,
2004-05-18,176.136,
2004-05-19,176.11,
2004-05-20,176.086,
2004-05-21,176.153,
2004-05-22,176.126,
2004-05-23,176.122,
2004-05-24,176.17,
2004-05-25,176.21,
2004-05-26,176.214,
2004-05-27,176.218,
2004-05-28,176.233,
2004-05-29,176.221,
2004-05-30,176.195,
2004-05-31,176.133,
2004-06-01,176.218,
2004-06-02,176.274,
2004-06-03,176.27,
2004-06-04,176.259,
2004-06-05,176.247,
2004-06-06,176.251,
2004-06-07,176.256,
2004-06-08,176.251,
2004-06-09,176.293,
2004-06-10,176.276,
2004-06-11,176.265,
2004-06-12,176.247,
2004-06-13,176.268,
2004-06-14,176.321,
2004-06-15,176.305,
2004-06-16,176.288,
2004-06-17,176.305,
2004-06-18,176.342,
2004-06-19,176.369,
2004-06-20,176.342,
2004-06-21,176.346,
2004-06-22,176.339,
2004-06-23,176.35,
2004-06-24,176.353,
2004-06-25,176.37,
2004-06-26,176.364,
2004-06-27,176.377,
2004-06-28,176.365,
2004-06-29,176.376,
2004-06-30,176.338,
2004-07-01,176.363,
2004-07-02,176.342,
2004-07-03,176.315,
2004-07-04,176.302,
2004-07-05,176.388,
2004-07-06,176.332,
2004-07-07,176.336,
2004-07-08,176.392,
2004-07-09,176.383,
2004-07-10,176.37,
2004-07-11,176.341,
2004-07-12,176.352,
2004-07-13,176.362,
2004-07-14,176.424,
2004-07-15,176.433,
2004-07-16,176.416,
2004-07-17,176.412,
2004-07-18,176.406,
2004-07-19,176.399,
2004-07-20,176.396,
2004-07-21,176.376,
2004-07-22,176.41,
2004-07-23,176.42,
2004-07-24,176.389,
2004-07-25,176.39,
2004-07-26,176.381,
2004-07-27,176.383,
2004-07-28,176.382,
2004-07-29,176.37,
2004-07-30,176.366,
2004-07-31,176.375,
2004-08-01,176.373,
2004-08-02,176.361,
2004-08-03,176.376,
2004-08-04,176.386,
2004-08-05,176.372,
2004-08-06,176.385,
2004-08-07,176.377,
2004-08-08,176.385,
2004-08-09,176.351,
2004-08-10,176.384,
2004-08-11,176.415,
2004-08-12,176.371,
2004-08-13,176.36,
2004-08-14,176.369,
2004-08-15,176.356,
2004-08-16,176.335,
2004-08-17,176.328,
2004-08-18,176.337,
2004-08-19,176.391,
2004-08-20,176.38,
2004-08-21,176.346,
2004-08-22,176.325,
2004-08-23,176.367,
2004-08-24,176.255,
2004-08-25,176.232,
2004-08-26,176.294,
2004-08-27,176.314,
2004-08-28,176.335,
2004-08-29,176.336,
2004-08-30,176.33,
2004-08-31,176.335,
2004-09-01,176.33,
2004-09-02,176.273,
2004-09-03,176.294,
2004-09-04,176.305,
2004-09-05,176.279,
2004-09-06,176.25,
2004-09-07,176.344,
2004-09-08,176.318,
2004-09-09,176.306,
2004-09-10,176.314,
2004-09-11,176.264,
2004-09-12,176.297,
2004-09-13,176.251,
2004-09-14,176.228,
2004-09-15,176.23,
2004-09-16,176.306,
2004-09-17,176.33,
2004-09-18,176.26,
2004-09-19,176.255,
2004-09-20,176.227,
2004-09-21,176.245,
2004-09-22,176.261,
2004-09-23,176.234,
2004-09-24,176.222,
2004-09-25,176.301,
2004-09-26,176.267,
2004-09-27,176.266,
2004-09-28,176.281,
2004-09-29,176.223,
2004-09-30,176.238,
2004-10-01,176.208,
2004-10-02,176.284,
2004-10-03,176.264,
2004-10-04,176.306,
2004-10-05,176.22,
2004-10-06,176.269,
2004-10-07,176.2,
2004-10-08,176.136,
2004-10-09,176.29,
2004-10-10,176.254,
2004-10-11,176.184,
2004-10-12,176.171,
2004-10-13,176.173,
2004-10-14,176.165,
2004-10-15,176.168,
2004-10-16,176.267,
2004-10-17,176.4,
2004-10-18,176.245,
2004-10-19,176.1,
2004-10-20,176.098,
2004-10-21,176.141,
2004-10-22,176.096,
2004-10-23,175.976,
2004-10-24,176.082,
2004-10-25,176.139,
2004-10-26,176.134,
2004-10-27,176.114,
2004-10-28,176.1,
2004-10-29,176.056,
2004-10-30,176.117,
2004-10-31,176.255,
2004-11-01,176.155,
2004-11-02,176.138,
2004-11-03,176.165,
2004-11-04,176.167,
2004-11-05,176.291,
2004-11-06,176.236,
2004-11-07,176.214,
2004-11-08,176.229,
2004-11-09,176.123,
2004-11-10,176.087,
2004-11-11,176.185,
2004-11-12,176.107,
2004-11-13,176.088,
2004-11-14,176.129,
2004-11-15,176.107,
2004-11-16,176.083,
2004-11-17,176.08,
2004-11-18,176.091,
2004-11-19,176.09,
2004-11-20,175.998,
2004-11-21,176.127,
2004-11-22,176.132,
2004-11-23,176.102,
2004-11-24,176.123,
2004-11-25,176.127,
2004-11-26,176.099,
2004-11-27,175.972,
2004-11-28,176.099,
2004-11-29,176.135,
2004-11-30,176.102,
2004-12-01,176.159,
2004-12-02,176.163,
2004-12-03,176.16,
2004-12-04,176.137,
2004-12-05,176.166,
2004-12-06,175.993,
2004-12-07,175.996,
2004-12-08,176.117,
2004-12-09,176.085,
2004-12-10,176.065,
2004-12-11,176.126,
2004-12-12,176.127,
2004-12-13,176.221,
2004-12-14,176.179,
2004-12-15,176.139,
2004-12-16,176.224,
2004-12-17,176.204,
2004-12-18,176.105,
2004-12-19,176.222,
2004-12-20,176.058,
2004-12-21,176.083,
2004-12-22,176.134,
2004-12-23,176.175,
2004-12-24,176.131,
2004-12-25,176.109,
2004-12-26,176.056,
2004-12-27,176.041,
2004-12-28,176.063,
2004-12-29,176.107,
2004-12-30,176.001,
2004-12-31,176.003,
2005-01-01,176.141,
2005-01-02,175.991,
2005-01-03,176.096,
2005-01-04,176.096,
2005-01-05,176.094,
2005-01-06,176.066,
2005-01-07,176.117,
2005-01-08,176.121,
2005-01-09,176.06,
2005-01-10,176.145,
2005-01-11,176.092,
2005-01-12,175.966,
2005-01-13,176.091,
2005-01-14,176.23,
2005-01-15,176.225,
2005-01-16,176.214,
2005-01-17,176.226,
2005-01-18,176.076,
2005-01-19,176.162,
2005-01-20,176.131,
2005-01-21,176.07,
2005-01-22,176.102,
2005-01-23,176.077,
2005-01-24,176.135,
2005-01-25,176.117,
2005-01-26,176.107,
2005-01-27,176.077,
2005-01-28,176.071,
2005-01-29,176.073,
2005-01-30,176.111,
2005-01-31,176.091,
2005-02-01,176.084,
2005-02-02,176.08,
2005-02-03,176.079,
2005-02-04,176.077,
2005-02-05,176.047,
2005-02-06,176.027,
2005-02-07,176.048,
2005-02-08,176.129,
2005-02-09,176.118,
2005-02-10,176.154,
2005-02-11,176.144,
2005-02-12,176.172,
2005-02-13,176.096,
2005-02-14,175.963,
2005-02-15,176.085,
2005-02-16,176.15,
2005-02-17,176.19,
2005-02-18,176.21,
2005-02-19,176.16,
2005-02-20,176.082,
2005-02-21,176.071,
2005-02-22,176.14,
2005-02-23,176.139,
2005-02-24,176.076,
2005-02-25,176.089,
2005-02-26,176.183,
2005-02-27,176.077,
2005-02-28,176.083,
2005-03-01,176.163,
2005-03-02,176.197,
2005-03-03,176.171,
2005-03-04,176.141,
2005-03-05,176.112,
2005-03-06,176.141,
2005-03-07,176.155,
2005-03-08,176.168,
2005-03-09,176.205,
2005-03-10,176.141,
2005-03-11,176.118,
2005-03-12,176.14,
2005-03-13,176.162,
2005-03-14,176.107,
2005-03-15,176.102,
2005-03-16,176.111,
2005-03-17,176.096,
2005-03-18,176.112,
2005-03-19,176.058,
2005-03-20,176.073,
2005-03-21,176.126,
2005-03-22,176.132,
2005-03-23,176.103,
2005-03-24,176.094,
2005-03-25,176.141,
2005-03-26,176.097,
2005-03-27,176.11,
2005-03-28,176.1,
2005-03-29,176.092,
2005-03-30,176.036,
2005-03-31,176.035,
2005-04-01,176.143,
2005-04-02,176.171,
2005-04-03,176.254,
2005-04-04,176.175,
2005-04-05,176.104,
2005-04-06,176.12,
2005-04-07,176.133,
2005-04-08,176.158,
2005-04-09,176.127,
2005-04-10,176.138,
2005-04-11,176.104,
2005-04-12,176.087,
2005-04-13,176.141,
2005-04-14,176.17,
2005-04-15,176.137,
2005-04-16,176.12,
2005-04-17,176.153,
2005-04-18,176.138,
2005-04-19,176.125,
2005-04-20,176.182,
2005-04-21,176.154,
2005-04-22,176.164,
2005-04-23,176.247,
2005-04-24,176.309,
2005-04-25,176.258,
2005-04-26,176.171,
2005-04-27,176.197,
2005-04-28,176.217,
2005-04-29,176.197,
2005-04-30,176.194,
2005-05-01,176.205,
2005-05-02,176.22,
2005-05-03,176.221,
2005-05-04,176.199,
2005-05-05,176.162,
2005-05-06,176.164,
2005-05-07,176.192,
2005-05-08,176.164,
2005-05-09,176.139,
2005-05-10,176.171,
2005-05-11,176.234,
2005-05-12,176.177,
2005-05-13,176.124,
2005-05-14,176.185,
2005-05-15,176.24,
2005-05-16,176.241,
2005-05-17,176.201,
2005-05-18,176.175,
2005-05-19,176.175,
2005-05-20,176.207,
2005-05-21,176.219,
2005-05-22,176.197,
2005-05-23,176.192,
2005-05-24,176.236,
2005-05-25,176.22,
2005-05-26,176.213,
2005-05-27,176.219,
2005-05-28,176.215,
2005-05-29,176.22,
2005-05-30,176.22,
2005-05-31,176.226,
2005-06-01,176.205,
2005-06-02,176.194,
2005-06-03,176.19,
2005-06-04,176.186,
2005-06-05,176.17,
2005-06-06,176.205,
2005-06-07,176.229,
2005-06-08,176.211,
2005-06-09,176.187,
2005-06-10,176.216,
2005-06-11,176.204,
2005-06-12,176.211,
2005-06-13,176.236,
2005-06-14,176.206,
2005-06-15,176.269,
2005-06-16,176.275,
2005-06-17,176.26,
2005-06-18,176.251,
2005-06-19,176.224,
2005-06-20,176.211,
2005-06-21,176.223,
2005-06-22,176.254,
2005-06-23,176.191,
2005-06-24,176.226,
2005-06-25,176.242,
2005-06-26,176.22,
2005-06-27,176.208,
2005-06-28,176.219,
2005-06-29,176.24,
2005-06-30,176.193,
2005-07-01,176.286,
2005-07-02,176.25,
2005-07-03,176.207,
2005-07-04,176.205,
2005-07-05,176.241,
2005-07-06,176.224,
2005-07-07,176.231,
2005-07-08,176.229,
2005-07-09,176.222,
2005-07-10,176.224,
2005-07-11,176.222,
2005-07-12,176.213,
2005-07-13,176.221,
2005-07-14,176.229,
2005-07-15,176.211,
2005-07-16,176.207,
2005-07-17,176.206,
2005-07-18,176.19,
2005-07-19,176.252,
2005-07-20,176.207,
2005-07-21,176.224,
2005-07-22,176.225,
2005-07-23,176.196,
2005-07-24,176.21,
2005-07-25,176.22,
2005-07-26,176.227,
2005-07-27,176.231,
2005-07-28,176.207,
2005-07-29,176.241,
2005-07-30,176.207,
2005-07-31,176.182,
2005-08-01,176.215,
2005-08-02,176.222,
2005-08-03,176.208,
2005-08-04,176.228,
2005-08-05,176.25,
2005-08-06,176.22,
2005-08-07,176.213,
2005-08-08,176.201,
2005-08-09,176.205,
2005-08-10,176.232,
2005-08-11,176.221,
2005-08-12,176.175,
2005-08-13,176.217,
2005-08-14,176.201,
2005-08-15,176.19,
2005-08-16,176.186,
2005-08-17,176.201,
2005-08-18,176.126,
2005-08-19,176.132,
2005-08-20,176.173,
2005-08-21,176.231,
2005-08-22,176.242,
2005-08-23,176.193,
2005-08-24,176.183,
2005-08-25,176.169,
2005-08-26,176.155,
2005-08-27,176.138,
2005-08-28,176.183,
2005-08-29,176.178,
2005-08-30,176.176,
2005-08-31,176.18,
2005-09-01,176.173,
2005-09-02,176.232,
2005-09-03,176.21,
2005-09-04,176.157,
2005-09-05,176.128,
2005-09-06,176.124,
2005-09-07,176.133,
2005-09-08,176.135,
2005-09-09,176.126,
2005-09-10,176.088,
2005-09-11,176.085,
2005-09-12,176.115,
2005-09-13,176.092,
2005-09-14,176.144,
2005-09-15,176.134,
2005-09-16,176.11,
2005-09-17,176.122,
2005-09-18,176.1,
2005-09-19,176.083,
2005-09-20,176.165,
2005-09-21,176.122,
2005-09-22,176.106,
2005-09-23,176.107,
2005-09-24,176.026,
2005-09-25,176.065,
2005-09-26,176.139,
2005-09-27,176.111,
2005-09-28,176.079,
2005-09-29,176.245,
2005-09-30,176.147,
2005-10-01,176.136,
2005-10-02,176.076,
2005-10-03,176.049,
2005-10-04,176.072,
2005-10-05,176.053,
2005-10-06,176.106,
2005-10-07,176.141,
2005-10-08,176.062,
2005-10-09,176.052,
2005-10-10,176.039,
2005-10-11,176.042,
2005-10-12,176.012,
2005-10-13,176.011,
2005-10-14,176.027,
2005-10-15,176.131,
2005-10-16,176.167,
2005-10-17,176.049,
2005-10-18,176.106,
2005-10-19,176.073,
2005-10-20,176.035,
2005-10-21,176.003,
2005-10-22,175.994,
2005-10-23,175.986,
2005-10-24,175.977,
2005-10-25,176.003,
2005-10-26,176.006,
2005-10-27,176.007,
2005-10-28,175.993,
2005-10-29,175.998,
2005-10-30,175.998,
2005-10-31,175.989,
2005-11-01,176.011,
2005-11-02,175.966,
2005-11-03,175.971,
2005-11-04,175.925,
2005-11-05,175.957,
2005-11-06,175.942,
2005-11-07,176.032,
2005-11-08,175.979,
2005-11-09,175.906,
2005-11-10,176.136,
2005-11-11,175.992,
2005-11-12,175.923,
2005-11-13,175.952,
2005-11-14,176.102,
2005-11-15,175.936,
2005-11-16,175.882,
2005-11-17,176.103,
2005-11-18,176,
2005-11-19,175.945,
2005-11-20,175.974,
2005-11-21,176.033,
2005-11-22,176.024,
2005-11-23,175.902,
2005-11-24,176.166,
2005-11-25,176.041,
2005-11-26,175.917,
2005-11-27,175.821,
2005-11-28,175.782,
2005-11-29,175.869,
2005-11-30,175.972,
2005-12-01,175.95,
2005-12-02,176.04,
2005-12-03,176.028,
2005-12-04,175.998,
2005-12-05,176.031,
2005-12-06,175.992,
2005-12-07,175.989,
2005-12-08,175.906,
2005-12-09,175.931,
2005-12-10,175.983,
2005-12-11,176.006,
2005-12-12,175.898,
2005-12-13,175.875,
2005-12-14,175.772,
2005-12-15,175.705,
2005-12-16,175.845,
2005-12-17,175.945,
2005-12-18,175.971,
2005-12-19,175.991,
2005-12-20,176.071,
2005-12-21,175.943,
2005-12-22,175.899,
2005-12-23,175.926,
2005-12-24,175.861,
2005-12-25,175.892,
2005-12-26,175.93,
2005-12-27,175.88,
2005-12-28,175.868,
2005-12-29,175.901,
2005-12-30,175.854,
2005-12-31,175.773,
2006-01-01,175.844,
2006-01-02,175.838,
2006-01-03,175.798,
2006-01-04,175.859,
2006-01-05,175.974,
2006-01-06,175.933,
2006-01-07,175.91,
2006-01-08,175.886,
2006-01-09,175.892,
2006-01-10,175.909,
2006-01-11,175.889,
2006-01-12,175.873,
2006-01-13,175.878,
2006-01-14,176.013,
2006-01-15,175.922,
2006-01-16,175.783,
2006-01-17,175.72,
2006-01-18,175.921,
2006-01-19,175.967,
2006-01-20,175.883,
2006-01-21,175.945,
2006-01-22,175.872,
2006-01-23,175.918,
2006-01-24,175.959,
2006-01-25,176.121,
2006-01-26,175.943,
2006-01-27,175.845,
2006-01-28,175.932,
2006-01-29,175.834,
2006-01-30,175.893,
2006-01-31,175.981,
2006-02-01,175.893,
2006-02-02,175.942,
2006-02-03,175.929,
2006-02-04,175.973,
2006-02-05,176.148,
