ActivityStartDate,MonitoringLocationIdentifier,ResultMeasureValue
2012-08-23,Heidelberg,2.2498
2012-08-27,Heidelberg,2.9583500000000003
2012-08-28,Heidelberg,3.1228000000000002
2012-08-29,Heidelberg,4.585100000000001
2012-08-30,Heidelberg,2.158
2012-08-31,Heidelberg,1.8492
2012-09-01,Heidelberg,2.1173
2012-09-02,Heidelberg,2.2779
2012-09-03,Heidelberg,3.173133333333333
2012-09-04,Heidelberg,2.6288
2012-09-05,Heidelberg,3.8302
2012-09-06,Heidelberg,2.6289
2012-09-08,Heidelberg,2.0926
2012-09-09,Heidelberg,2.8272
2012-09-10,Heidelberg,3.14475
2012-09-11,Heidelberg,2.1296999999999997
2012-09-12,Heidelberg,2.1282
2012-09-13,Heidelberg,2.2893
2012-09-14,Heidelberg,1.5707
2012-09-15,Heidelberg,2.0533
2012-09-16,Heidelberg,2.7003
2012-09-17,Heidelberg,3.0053666666666667
2012-09-18,Heidelberg,2.5654333333333335
2012-09-19,Heidelberg,2.4688999999999997
2012-09-20,Heidelberg,4.2258
2012-09-21,Heidelberg,2.0154
2012-09-22,Heidelberg,1.6227999999999998
2012-09-23,Heidelberg,2.3986
2012-09-24,Heidelberg,3.8286
2012-09-25,Heidelberg,2.2204
2012-09-26,Heidelberg,1.9566000000000001
2012-09-27,Heidelberg,1.8325
2012-09-28,Heidelberg,1.5525
2012-09-29,Heidelberg,1.8524999999999998
2012-09-30,Heidelberg,1.8589
2012-10-01,Heidelberg,2.447266666666667
2012-10-02,Heidelberg,2.1765
2012-10-03,Heidelberg,2.4631999999999996
2012-10-04,Heidelberg,2.9658
2012-10-05,Heidelberg,1.9047999999999998
2012-10-06,Heidelberg,2.8091000000000004
2012-10-07,Heidelberg,5.051133333333333
2012-10-08,Heidelberg,6.170933333333333
2012-10-09,Heidelberg,4.8401000000000005
2012-10-10,Heidelberg,2.1887
2012-10-11,Heidelberg,4.52
2012-10-12,Heidelberg,3.9440999999999997
2012-10-13,Heidelberg,3.5146
2012-10-14,Heidelberg,2.6978
2012-10-15,Heidelberg,2.6406
2012-10-16,Heidelberg,3.8197
2012-10-17,Heidelberg,3.9552
2012-10-18,Heidelberg,2.3855
2012-10-19,Heidelberg,2.1044
2012-10-20,Heidelberg,2.1405000000000003
2012-10-21,Heidelberg,3.3979
2012-10-22,Heidelberg,3.5137
2012-10-23,Heidelberg,2.2114000000000003
2012-10-24,Heidelberg,2.2205
2012-10-25,Heidelberg,1.8913
2012-10-26,Heidelberg,2.2565
2012-10-27,Heidelberg,2.1355
2012-10-28,Heidelberg,2.2799
2012-10-29,Heidelberg,2.6992666666666665
2012-10-30,Heidelberg,2.4176
2012-10-31,Heidelberg,3.2765
2012-11-01,Heidelberg,5.690633333333333
2012-11-02,Heidelberg,6.4948
2012-11-03,Heidelberg,4.7198
2012-11-04,Heidelberg,4.25115
2012-11-05,Heidelberg,5.08465
2012-11-06,Heidelberg,4.4735
2012-11-12,Heidelberg,3.641
2012-11-16,Heidelberg,5.323
2012-11-17,Heidelberg,4.7419
2012-11-18,Heidelberg,4.5194
2012-11-19,Heidelberg,4.548566666666667
2012-11-20,Heidelberg,4.1197
2012-11-21,Heidelberg,4.322
2012-11-22,Heidelberg,4.0015
2012-11-23,Heidelberg,3.7889999999999997
2012-11-24,Heidelberg,3.815
2012-11-25,Heidelberg,3.7555
2012-11-26,Heidelberg,4.3268
2012-11-27,Heidelberg,3.5998
2012-11-28,Heidelberg,4.0652
2012-11-29,Heidelberg,3.9008000000000003
2012-11-30,Heidelberg,4.3015
2012-12-01,Heidelberg,3.4908
2012-12-02,Heidelberg,3.6959
2012-12-03,Heidelberg,4.3035
2012-12-04,Heidelberg,3.9879
2012-12-05,Heidelberg,3.6501
2012-12-06,Heidelberg,3.6584000000000003
2012-12-07,Heidelberg,3.4248000000000003
2012-12-08,Heidelberg,3.9237
2012-12-09,Heidelberg,4.17265
2012-12-10,Heidelberg,7.578825
2012-12-11,Heidelberg,12.537733333333334
2012-12-12,Heidelberg,11.778766666666668
2012-12-13,Heidelberg,10.39555
2012-12-15,Heidelberg,7.190799999999999
2012-12-16,Heidelberg,5.8948
2012-12-17,Heidelberg,5.536766666666666
2012-12-18,Heidelberg,4.9635
2012-12-19,Heidelberg,4.758
2012-12-20,Heidelberg,3.5148
2012-12-21,Heidelberg,10.6325
2012-12-22,Heidelberg,12.0493
2012-12-23,Heidelberg,11.3522
2012-12-24,Heidelberg,10.2863
2012-12-25,Heidelberg,8.7076
2012-12-26,Heidelberg,7.885300000000001
2012-12-27,Heidelberg,6.5760000000000005
2012-12-28,Heidelberg,7.227
2012-12-29,Heidelberg,6.9801
2012-12-30,Heidelberg,5.3396
2012-12-31,Heidelberg,5.3173
2013-01-01,Heidelberg,5.6981
2013-01-02,Heidelberg,4.1823
2013-01-03,Heidelberg,4.8574
2013-01-04,Heidelberg,4.55
2013-01-05,Heidelberg,4.1919
2013-01-06,Heidelberg,3.8262
2013-01-07,Heidelberg,3.62835
2013-01-08,Heidelberg,3.8167
2013-01-09,Heidelberg,4.83545
2013-01-10,Heidelberg,7.5651
2013-01-11,Heidelberg,9.087533333333333
2013-01-12,Heidelberg,10.684
2013-01-16,Heidelberg,8.362
2013-01-17,Heidelberg,8.26295
2013-01-18,Heidelberg,7.7598
2013-01-19,Heidelberg,7.143800000000001
2013-01-20,Heidelberg,6.984500000000001
2013-01-21,Heidelberg,6.529825
2013-01-22,Heidelberg,6.240200000000001
2013-01-28,Heidelberg,3.4962
2013-01-29,Heidelberg,4.6744
2013-01-30,Heidelberg,7.0184
2013-01-31,Heidelberg,10.4478
2013-02-01,Heidelberg,10.7709
2013-02-02,Heidelberg,10.2458
2013-02-04,Heidelberg,8.10785
2013-02-05,Heidelberg,7.0925
2013-02-06,Heidelberg,5.9106000000000005
2013-02-07,Heidelberg,5.2199
2013-02-08,Heidelberg,5.0393
2013-02-09,Heidelberg,4.758699999999999
2013-02-10,Heidelberg,4.4043
2013-02-11,Heidelberg,4.8854999999999995
2013-02-12,Heidelberg,6.0973999999999995
2013-02-13,Heidelberg,6.597899999999999
2013-02-14,Heidelberg,6.704
2013-02-15,Heidelberg,6.3241
2013-02-16,Heidelberg,5.8578
2013-02-17,Heidelberg,4.9824
2013-02-18,Heidelberg,5.4401
2013-02-19,Heidelberg,4.9991
2013-02-20,Heidelberg,5.8793999999999995
2013-02-21,Heidelberg,5.3359
2013-02-22,Heidelberg,5.5264999999999995
2013-02-23,Heidelberg,4.0294
2013-02-24,Heidelberg,3.9318999999999997
2013-02-25,Heidelberg,4.1548
2013-03-04,Heidelberg,7.5200499999999995
2013-03-05,Heidelberg,6.8071
2013-03-06,Heidelberg,6.5494
2013-03-07,Heidelberg,6.2238
2013-03-08,Heidelberg,6.2179
2013-03-09,Heidelberg,6.5963
2013-03-10,Heidelberg,6.9928
2013-03-11,Heidelberg,7.185700000000001
2013-03-12,Heidelberg,8.62705
2013-03-13,Heidelberg,8.371266666666665
2013-03-14,Heidelberg,8.55765
2013-03-15,Heidelberg,7.1231
2013-03-16,Heidelberg,6.4352
2013-03-17,Heidelberg,6.4316
2013-03-18,Heidelberg,5.973233333333333
2013-03-19,Heidelberg,5.7968
2013-03-20,Heidelberg,6.1864
2013-03-21,Heidelberg,5.8993
2013-03-22,Heidelberg,5.7826
2013-03-23,Heidelberg,4.819500000000001
2013-03-24,Heidelberg,5.008900000000001
2013-03-25,Heidelberg,4.717666666666667
2013-03-26,Heidelberg,4.750900000000001
2013-03-27,Heidelberg,6.6481
2013-03-28,Heidelberg,7.815
2013-03-29,Heidelberg,7.8649000000000004
2013-03-30,Heidelberg,7.1905
2013-03-31,Heidelberg,6.443300000000001
2013-04-01,Heidelberg,6.440866666666667
2013-04-02,Heidelberg,6.1376
2013-04-03,Heidelberg,5.628699999999999
2013-04-04,Heidelberg,6.177199999999999
2013-04-05,Heidelberg,4.6672
2013-04-06,Heidelberg,4.58
2013-04-07,Heidelberg,4.3936
2013-04-08,Heidelberg,4.981233333333333
2013-04-09,Heidelberg,5.0322000000000005
2013-04-10,Heidelberg,4.78135
2013-04-11,Heidelberg,9.4118
2013-04-12,Heidelberg,11.599833333333335
2013-04-13,Heidelberg,9.793366666666667
2013-04-14,Heidelberg,9.46875
2013-04-15,Heidelberg,9.22655
2013-04-22,Heidelberg,6.5322
2013-04-23,Heidelberg,6.278600000000001
2013-04-24,Heidelberg,6.6453500000000005
2013-04-25,Heidelberg,9.0068
2013-04-26,Heidelberg,9.0576
2013-04-27,Heidelberg,8.4052
2013-04-28,Heidelberg,7.3833
2013-04-29,Heidelberg,8.4003
2013-04-30,Heidelberg,8.062933333333334
2013-05-01,Heidelberg,8.232700000000001
2013-05-02,Heidelberg,7.1882
2013-05-03,Heidelberg,6.4001
2013-05-04,Heidelberg,5.8729000000000005
2013-05-05,Heidelberg,5.660699999999999
2013-05-06,Heidelberg,5.546499999999999
2013-05-07,Heidelberg,5.271599999999999
2013-05-08,Heidelberg,4.9456999999999995
2013-05-09,Heidelberg,4.741
2013-05-10,Heidelberg,4.2797
2013-05-11,Heidelberg,4.4258
2013-05-12,Heidelberg,4.199
2013-05-13,Heidelberg,4.349900000000001
2013-05-14,Heidelberg,4.7981
2013-05-15,Heidelberg,4.7021
2013-05-16,Heidelberg,4.6403
2013-05-17,Heidelberg,4.9692
2013-05-18,Heidelberg,4.4587
2013-05-19,Heidelberg,4.107200000000001
2013-05-20,Heidelberg,4.1075
2013-05-21,Heidelberg,4.1817
2013-05-22,Heidelberg,3.8941
2013-05-25,Heidelberg,3.0992
2013-05-26,Heidelberg,3.2029
2013-05-27,Heidelberg,3.0536
2013-05-28,Heidelberg,5.902200000000001
2013-05-29,Heidelberg,9.074
2013-05-30,Heidelberg,6.2866
2013-05-31,Heidelberg,5.6338
2013-06-01,Heidelberg,4.8986
2013-06-02,Heidelberg,7.5906
2013-06-03,Heidelberg,15.812225000000002
2013-06-04,Heidelberg,16.59423333333333
2013-06-05,Heidelberg,12.2293
2013-06-06,Heidelberg,10.548
2013-06-10,Heidelberg,6.5302
2013-06-17,Heidelberg,12.2144
2013-06-18,Heidelberg,10.0763
2013-06-19,Heidelberg,8.2798
2013-06-20,Heidelberg,7.1857
2013-06-21,Heidelberg,6.3426
2013-06-22,Heidelberg,5.131
2013-06-23,Heidelberg,4.4784500000000005
2013-06-24,Heidelberg,16.978633333333335
2013-06-25,Heidelberg,13.3862
2013-06-26,Heidelberg,10.078
2013-06-27,Heidelberg,7.5831
2013-06-28,Heidelberg,7.283
2013-06-29,Heidelberg,6.0414
2013-06-30,Heidelberg,8.6573
2013-07-01,Heidelberg,7.941599999999998
2013-07-02,Heidelberg,12.1796
2013-07-03,Heidelberg,12.796233333333333
2013-07-04,Heidelberg,14.137999999999998
2013-07-05,Heidelberg,12.669599999999999
2013-07-06,Heidelberg,12.590050000000002
2013-07-07,Heidelberg,10.7003
2013-07-08,Heidelberg,9.488924999999998
2013-07-09,Heidelberg,8.609833333333334
2013-07-10,Heidelberg,8.434866666666666
2013-07-11,Heidelberg,7.3333
2013-07-12,Heidelberg,5.733649999999999
2013-07-13,Heidelberg,5.6064
2013-07-14,Heidelberg,6.1801
2013-07-15,Heidelberg,5.8989666666666665
2013-07-16,Heidelberg,5.1836
2013-07-17,Heidelberg,4.6409
2013-07-18,Heidelberg,4.0179
2013-07-19,Heidelberg,3.9044999999999996
2013-07-20,Heidelberg,3.5162666666666667
2013-07-21,Heidelberg,4.426566666666667
2013-07-22,Heidelberg,3.8911
2013-07-23,Heidelberg,3.944266666666666
2013-07-24,Heidelberg,3.8533
2013-07-25,Heidelberg,3.8225000000000002
2013-07-26,Heidelberg,3.5504
2013-07-27,Heidelberg,3.3350999999999997
2013-07-28,Heidelberg,3.2515
2013-07-29,Heidelberg,3.3898666666666664
2013-07-30,Heidelberg,2.8341000000000003
2013-07-31,Heidelberg,2.6696
2013-08-01,Heidelberg,3.0098
2013-08-02,Heidelberg,3.2893999999999997
2013-08-03,Heidelberg,2.53885
2013-08-04,Heidelberg,2.5804
2013-08-05,Heidelberg,2.6071999999999997
2013-08-06,Heidelberg,2.83615
2013-08-07,Heidelberg,2.269
2013-08-08,Heidelberg,3.3543000000000003
2013-08-09,Heidelberg,2.4021000000000003
2013-08-10,Heidelberg,2.3416333333333337
2013-08-11,Heidelberg,2.2983000000000002
2013-08-12,Heidelberg,2.4280333333333335
2013-08-13,Heidelberg,2.9330999999999996
2013-08-14,Heidelberg,2.6898
2013-08-15,Heidelberg,2.0959
2013-08-16,Heidelberg,2.4486
2013-08-17,Heidelberg,1.935
2013-08-18,Heidelberg,1.9264999999999999
2013-08-19,Heidelberg,2.2572666666666668
2013-08-20,Heidelberg,2.203
2013-08-21,Heidelberg,2.9838
2013-08-22,Heidelberg,4.0422
2013-08-23,Heidelberg,3.831
2013-08-24,Heidelberg,4.1552
2013-08-25,Heidelberg,5.6662
2013-08-26,Heidelberg,6.210466666666666
2013-08-27,Heidelberg,3.0833
2013-08-28,Heidelberg,2.6852
2013-08-29,Heidelberg,4.6025
2013-08-30,Heidelberg,5.0615000000000006
2013-08-31,Heidelberg,4.1777
2013-09-01,Heidelberg,3.1989
2013-09-02,Heidelberg,4.2031
2013-09-03,Heidelberg,5.609500000000001
2013-09-04,Heidelberg,4.404999999999999
2013-09-05,Heidelberg,3.4635000000000002
2013-09-06,Heidelberg,3.763
2013-09-07,Heidelberg,3.9096
2013-09-08,Heidelberg,4.5702
2013-09-09,Heidelberg,5.5136666666666665
2013-09-10,Heidelberg,7.2781
2013-09-11,Heidelberg,8.1049
2013-09-12,Heidelberg,8.088799999999999
2013-09-13,Heidelberg,8.1283
2013-09-14,Heidelberg,6.5199
2013-09-15,Heidelberg,6.4681999999999995
2013-09-16,Heidelberg,6.992033333333334
2013-09-17,Heidelberg,8.8094
2013-09-18,Heidelberg,6.7524999999999995
2013-09-19,Heidelberg,5.0747
2013-09-20,Heidelberg,5.26235
2013-09-21,Heidelberg,5.0783000000000005
2013-09-22,Heidelberg,5.708600000000001
2013-09-23,Heidelberg,3.719466666666667
2013-09-24,Heidelberg,4.0625
2013-09-25,Heidelberg,3.7296
2013-09-26,Heidelberg,3.8587
2013-09-27,Heidelberg,4.0713
2013-09-28,Heidelberg,4.4008
2013-09-29,Heidelberg,5.1051
2013-09-30,Heidelberg,5.084433333333334
2013-10-01,Heidelberg,5.9852
2013-10-02,Heidelberg,5.653
2013-10-03,Heidelberg,7.8571
2013-10-04,Heidelberg,6.107800000000001
2013-10-05,Heidelberg,4.395266666666666
2013-10-06,Heidelberg,4.680666666666666
2013-10-07,Heidelberg,2.11135
2013-10-08,Heidelberg,4.5834
2013-10-09,Heidelberg,4.81245
2013-10-10,Heidelberg,4.6614
2013-10-11,Heidelberg,4.5703000000000005
2013-10-12,Heidelberg,4.5274
2013-10-13,Heidelberg,4.2113
2013-10-14,Heidelberg,4.1525
2013-10-15,Heidelberg,3.8567
2013-10-16,Heidelberg,3.7138
2013-10-17,Heidelberg,4.0
2013-10-18,Heidelberg,4.2905999999999995
2013-10-19,Heidelberg,3.8293999999999997
2013-10-20,Heidelberg,4.2659
2013-10-21,Heidelberg,4.445833333333334
2013-10-22,Heidelberg,4.2195
2013-10-23,Heidelberg,3.7851
2013-10-24,Heidelberg,3.8983999999999996
2013-10-25,Heidelberg,4.039
2013-10-26,Heidelberg,3.8382
2013-10-27,Heidelberg,3.8139
2013-10-28,Heidelberg,4.189433333333334
2013-10-29,Heidelberg,4.6856
2013-10-30,Heidelberg,4.7175
2013-10-31,Heidelberg,4.7336
2013-11-01,Heidelberg,5.652033333333333
2013-11-02,Heidelberg,6.459133333333333
2013-11-03,Heidelberg,5.94865
2013-11-04,Heidelberg,5.724166666666666
2013-11-05,Heidelberg,4.6083
2013-11-06,Heidelberg,4.3446
2013-11-07,Heidelberg,3.7477
2013-11-08,Heidelberg,4.3643
2013-11-09,Heidelberg,4.1309000000000005
2013-11-10,Heidelberg,3.9646
2013-11-11,Heidelberg,4.0250666666666675
2013-11-12,Heidelberg,3.7763999999999998
2013-11-13,Heidelberg,3.6633000000000004
2013-11-14,Heidelberg,3.8846000000000003
2013-11-15,Heidelberg,3.9433
2013-11-16,Heidelberg,4.0703
2013-11-17,Heidelberg,4.1502
2013-11-18,Heidelberg,3.599775
2013-11-19,Heidelberg,5.2003
2013-11-20,Heidelberg,5.054566666666666
2013-11-21,Heidelberg,4.77325
2013-11-22,Heidelberg,4.2425
2013-11-23,Heidelberg,4.4231
2013-11-24,Heidelberg,4.2465
2013-11-25,Heidelberg,4.2769
2013-11-26,Heidelberg,4.3048
2013-11-27,Heidelberg,4.422000000000001
2013-11-28,Heidelberg,4.494400000000001
2013-11-29,Heidelberg,4.826700000000001
2013-11-30,Heidelberg,4.6482
2013-12-01,Heidelberg,4.6486
2013-12-02,Heidelberg,4.327733333333334
2013-12-03,Heidelberg,4.0232
2013-12-04,Heidelberg,7.5273
2013-12-05,Heidelberg,3.9153
2013-12-06,Heidelberg,4.2111
2013-12-07,Heidelberg,4.2217
2013-12-08,Heidelberg,4.0439
2013-12-09,Heidelberg,4.220433333333333
2013-12-10,Heidelberg,4.879099999999999
2013-12-11,Heidelberg,5.1693
2013-12-12,Heidelberg,5.1346
2013-12-13,Heidelberg,5.6174
2013-12-14,Heidelberg,6.0228
2013-12-15,Heidelberg,6.125900000000001
2013-12-16,Heidelberg,5.989766666666665
2013-12-17,Heidelberg,6.0893
2013-12-18,Heidelberg,5.5319
2013-12-19,Heidelberg,5.8313
2013-12-20,Heidelberg,4.0893999999999995
2013-12-21,Heidelberg,7.8782
2013-12-22,Heidelberg,7.2167
2013-12-23,Heidelberg,4.8308
2013-12-24,Heidelberg,4.7541
2013-12-25,Heidelberg,5.8815
2013-12-26,Heidelberg,6.6662
2013-12-27,Heidelberg,6.336
2013-12-28,Heidelberg,5.844200000000001
2013-12-29,Heidelberg,5.9108
2013-12-30,Heidelberg,6.1933
2013-12-31,Heidelberg,6.1172
2014-01-01,Heidelberg,6.043900000000001
2014-01-02,Heidelberg,5.5491
2014-01-03,Heidelberg,5.7498
2014-01-04,Heidelberg,5.6541
2014-01-05,Heidelberg,5.2436
2014-01-06,Heidelberg,5.2213
2014-01-07,Heidelberg,5.23
2014-01-08,Heidelberg,5.1926
2014-01-09,Heidelberg,5.0961
2014-01-10,Heidelberg,5.054399999999999
2014-01-11,Heidelberg,3.9074
2014-01-12,Heidelberg,5.1112
2014-01-13,Heidelberg,4.8694999999999995
2014-01-14,Heidelberg,5.141933333333333
2014-01-15,Heidelberg,5.4591
2014-01-16,Heidelberg,5.8848
2014-01-17,Heidelberg,5.6075
2014-01-18,Heidelberg,5.4544
2014-01-19,Heidelberg,5.4215
2014-01-20,Heidelberg,5.241233333333334
2014-01-21,Heidelberg,4.944
2014-01-22,Heidelberg,5.2672
2014-01-23,Heidelberg,5.273499999999999
2014-01-24,Heidelberg,5.369199999999999
2014-01-25,Heidelberg,5.371600000000001
2014-01-26,Heidelberg,5.5491
2014-01-27,Heidelberg,5.711099999999999
2014-01-28,Heidelberg,5.3852
2014-01-29,Heidelberg,5.3525
2014-01-30,Heidelberg,5.4221
2014-01-31,Heidelberg,5.544700000000001
2014-02-01,Heidelberg,4.26965
2014-02-02,Heidelberg,4.107866666666666
2014-02-03,Heidelberg,3.862875
2014-02-04,Heidelberg,3.5179
2014-02-05,Heidelberg,3.5254
2014-02-06,Heidelberg,3.6518
2014-02-07,Heidelberg,3.5408
2014-02-08,Heidelberg,3.6783
2014-02-09,Heidelberg,3.7295
2014-02-10,Heidelberg,3.9215666666666666
2014-02-11,Heidelberg,3.9186
2014-02-12,Heidelberg,3.8225
2014-02-13,Heidelberg,4.110799999999999
2014-02-14,Heidelberg,4.3414
2014-02-15,Heidelberg,4.3416
2014-02-16,Heidelberg,4.3195
2014-02-17,Heidelberg,4.285266666666666
2014-02-18,Heidelberg,4.191
2014-02-19,Heidelberg,4.0923
2014-02-20,Heidelberg,3.3979
2014-02-21,Heidelberg,3.0855999999999995
2014-02-22,Heidelberg,2.2223666666666664
2014-02-23,Heidelberg,2.2594333333333334
2014-02-24,Heidelberg,2.3685666666666667
2014-02-25,Heidelberg,2.7889
2014-02-26,Heidelberg,3.182
2014-02-27,Heidelberg,3.354
2014-02-28,Heidelberg,3.715
2014-03-01,Heidelberg,3.791
2014-03-02,Heidelberg,3.6727
2014-03-03,Heidelberg,3.8161
2014-03-04,Heidelberg,3.9383999999999997
2014-03-05,Heidelberg,3.9858
2014-03-06,Heidelberg,4.249099999999999
2014-03-07,Heidelberg,4.4771
2014-03-08,Heidelberg,4.1164
2014-03-09,Heidelberg,4.0218
2014-03-10,Heidelberg,3.361525
2014-03-11,Heidelberg,3.1538
2014-03-12,Heidelberg,2.84075
2014-03-13,Heidelberg,3.33
2014-03-14,Heidelberg,3.3938
2014-03-15,Heidelberg,3.376633333333333
2014-03-16,Heidelberg,3.362666666666667
2014-03-17,Heidelberg,3.6835
2014-03-18,Heidelberg,3.7683
2014-03-19,Heidelberg,3.739
2014-03-20,Heidelberg,3.856
2014-03-21,Heidelberg,4.5202
2014-03-22,Heidelberg,4.7512
2014-03-23,Heidelberg,4.9905
2014-03-24,Heidelberg,5.2362
2014-03-25,Heidelberg,4.8483
2014-03-26,Heidelberg,4.7629
2014-03-27,Heidelberg,4.685
2014-03-28,Heidelberg,4.7873
2014-03-29,Heidelberg,4.9207
2014-03-30,Heidelberg,4.4446
2014-03-31,Heidelberg,4.558633333333333
2014-04-01,Heidelberg,4.4353
2014-04-02,Heidelberg,4.4333
2014-04-03,Heidelberg,4.47795
2014-04-04,Heidelberg,7.730433333333333
2014-04-05,Heidelberg,6.912533333333333
2014-04-06,Heidelberg,7.060733333333332
2014-04-07,Heidelberg,6.677433333333334
2014-04-08,Heidelberg,6.46355
2014-04-09,Heidelberg,6.2956
2014-04-10,Heidelberg,6.13095
2014-04-11,Heidelberg,5.7254000000000005
2014-04-12,Heidelberg,5.1473
2014-04-13,Heidelberg,4.8254
2014-04-14,Heidelberg,4.5743
2014-04-15,Heidelberg,4.232
2014-04-16,Heidelberg,5.042333333333333
2014-04-17,Heidelberg,5.2305
2014-04-18,Heidelberg,5.226999999999999
2014-04-19,Heidelberg,4.627
2014-04-20,Heidelberg,4.332
2014-04-21,Heidelberg,3.957333333333333
2014-04-22,Heidelberg,3.6820000000000004
2014-04-23,Heidelberg,3.548
2014-04-24,Heidelberg,3.561
2014-04-25,Heidelberg,3.592
2014-04-26,Heidelberg,4.042
2014-04-27,Heidelberg,3.928
2014-04-28,Heidelberg,3.735666666666667
2014-04-29,Heidelberg,3.092
2014-04-30,Heidelberg,3.358
2014-05-01,Heidelberg,5.182
2014-05-02,Heidelberg,4.851
2014-05-03,Heidelberg,4.325
2014-05-04,Heidelberg,4.133
2014-05-05,Heidelberg,3.831
2014-05-06,Heidelberg,3.7332
2014-05-07,Heidelberg,2.77
2014-05-08,Heidelberg,3.6153999999999997
2014-05-09,Heidelberg,4.0074
2014-05-10,Heidelberg,3.4416
2014-05-11,Heidelberg,3.2744
2014-05-12,Heidelberg,2.69
2014-05-13,Heidelberg,2.92
2014-05-14,Heidelberg,2.75
2014-05-15,Heidelberg,3.277
2014-05-16,Heidelberg,8.6455
2014-05-17,Heidelberg,8.1025
2014-05-18,Heidelberg,7.156
2014-05-19,Heidelberg,6.260000000000001
2014-05-20,Heidelberg,5.276
2014-05-21,Heidelberg,4.459
2014-05-22,Heidelberg,5.861000000000001
2014-05-23,Heidelberg,8.1975
2014-05-24,Heidelberg,6.297000000000001
2014-05-25,Heidelberg,5.9399999999999995
2014-05-26,Heidelberg,5.107
2014-05-27,Heidelberg,4.118
2014-05-28,Heidelberg,3.469
2014-05-29,Heidelberg,3.7729999999999997
2014-05-30,Heidelberg,6.663
2014-05-31,Heidelberg,4.2330000000000005
2014-06-01,Heidelberg,3.263
2014-06-02,Heidelberg,-0.3160000000000001
2014-06-03,Heidelberg,2.416
2014-06-04,Heidelberg,2.297
2014-06-05,Heidelberg,2.331
2014-06-06,Heidelberg,3.768
2014-06-07,Heidelberg,3.958
2014-06-08,Heidelberg,3.296
2014-06-09,Heidelberg,0.28000000000000025
2014-06-10,Heidelberg,3.87
2014-06-11,Heidelberg,3.018
2014-06-12,Heidelberg,3.633
2014-06-13,Heidelberg,3.695
2014-06-14,Heidelberg,3.188
2014-06-15,Heidelberg,4.0440000000000005
2014-06-16,Heidelberg,2.4443333333333332
2014-06-17,Heidelberg,2.92
2014-06-18,Heidelberg,3.1919999999999997
2014-06-19,Heidelberg,4.86
2014-06-20,Heidelberg,9.852000000000002
2014-06-21,Heidelberg,13.517666666666665
2014-06-22,Heidelberg,10.3015
2014-06-23,Heidelberg,6.18725
2014-06-24,Heidelberg,7.455000000000001
2014-06-25,Heidelberg,14.323666666666668
2014-06-26,Heidelberg,14.815
2014-06-27,Heidelberg,12.859
2014-06-28,Heidelberg,10.193
2014-06-29,Heidelberg,8.639
2014-06-30,Heidelberg,7.5835
2014-07-01,Heidelberg,5.908
2014-07-02,Heidelberg,4.571
2014-07-03,Heidelberg,4.38
2014-07-04,Heidelberg,4.148
2014-07-05,Heidelberg,3.543
2014-07-06,Heidelberg,2.825
2014-07-07,Heidelberg,2.6055
2014-07-08,Heidelberg,2.4665
2014-07-09,Heidelberg,2.6825
2014-07-10,Heidelberg,2.31
2014-07-11,Heidelberg,3.049
2014-07-12,Heidelberg,2.5869999999999997
2014-07-13,Heidelberg,2.293
2014-07-14,Heidelberg,1.984
2014-07-15,Heidelberg,1.871
2014-07-16,Heidelberg,2.093
2014-07-17,Heidelberg,2.072
2014-07-18,Heidelberg,1.907
2014-07-19,Heidelberg,2.604
2014-07-20,Heidelberg,2.765
2014-07-21,Heidelberg,2.6055
2014-07-28,Heidelberg,3.294
2014-07-29,Heidelberg,2.8
2014-07-30,Heidelberg,2.776
2014-07-31,Heidelberg,2.764
2014-08-02,Heidelberg,3.2110000000000003
2014-08-03,Heidelberg,3.2030000000000003
2014-08-04,Heidelberg,3.6526666666666663
2014-08-05,Heidelberg,2.722
2014-08-06,Heidelberg,3.4090000000000003
2014-08-07,Heidelberg,4.536
2014-08-08,Heidelberg,4.172000000000001
2014-08-09,Heidelberg,3.561
2014-08-10,Heidelberg,2.141
2014-08-11,Heidelberg,1.829
2014-08-12,Heidelberg,2.2039999999999997
2014-08-13,Heidelberg,5.5489999999999995
2014-08-14,Heidelberg,2.585
2014-08-15,Heidelberg,0.966
2014-08-16,Heidelberg,0.949
2014-08-17,Heidelberg,1.738
2014-08-18,Heidelberg,1.689
2014-08-25,Heidelberg,4.38
2014-08-26,Heidelberg,3.965
2014-08-27,Heidelberg,2.795
2014-08-28,Heidelberg,3.252
2014-08-29,Heidelberg,2.388
2014-08-30,Heidelberg,3.514
2014-08-31,Heidelberg,2.937
2014-09-01,Heidelberg,3.136
2014-09-02,Heidelberg,3.5535000000000005
2014-09-03,Heidelberg,4.082
2014-09-04,Heidelberg,3.816
2014-09-05,Heidelberg,4.426
2014-09-06,Heidelberg,5.298
2014-09-07,Heidelberg,5.557
2014-09-08,Heidelberg,6.967
2014-09-09,Heidelberg,2.917
2014-09-10,Heidelberg,1.7340000000000002
2014-09-11,Heidelberg,4.356333333333334
2014-09-12,Heidelberg,4.366
2014-09-13,Heidelberg,5.752
2014-09-14,Heidelberg,5.782
2014-09-15,Heidelberg,5.640999999999999
2014-09-16,Heidelberg,5.208
2014-09-17,Heidelberg,5.5249999999999995
2014-09-18,Heidelberg,5.864000000000001
2014-09-19,Heidelberg,5.131
2014-09-20,Heidelberg,4.252
2014-09-21,Heidelberg,4.165
2014-09-22,Heidelberg,4.919666666666666
