,SampleDateTime,Ammonia filtered,Unit Ammonia filtered,Carbon dissolved inorganic,Unit Carbon dissolved inorganic,Carbon dissolved organic,Unit Carbon dissolved organic,Carbon particulate organic,Unit Carbon particulate organic,Chloride dissolved,Unit Chloride dissolved,Chlorophyll A,Unit Chlorophyll A,Chlorophyll corrected,Unit Chlorophyll corrected,Nitrite and nitrate filtered,Unit Nitrite and nitrate filtered,Nitrogen Kjeldahl total,Unit Nitrogen Kjeldahl total,Nitrogen particulate,Unit Nitrogen particulate,Nitrogen total,Unit Nitrogen total,Nitrogen total dissolved,Unit Nitrogen total dissolved,Phosphorus particulate,Unit Phosphorus particulate,Phosphorus soluble reactive,Unit Phosphorus soluble reactive,Phosphorus total,Unit Phosphorus total,Phosphorus total dissolved,Unit Phosphorus total dissolved,Phosphorus total filtered,Unit Phosphorus total filtered,SiO2,Unit SiO2,Silica soluble reactive,Unit Silica soluble reactive,Specific conductance,Unit Specific conductance,Total suspended solids (non-filterable residue),Unit Total suspended solids (non-filterable residue),Turbidity,Unit Turbidity
82,2014-03-31,0.17,mg/L,,,,,,,20.8,mg/L,,,,,1.31,mg/L,0.617,mg/L,,,,,,,,,0.056,mg/L,0.265,mg/L,0.0668,mg/L,,,,,,,,,217.3333,mg/L,,
83,2014-04-07,0.04,mg/L,,,,,,,40.7,mg/L,,,,,3.38,mg/L,0.479,mg/L,,,,,,,,,0.0242,mg/L,0.0934,mg/L,0.0313,mg/L,,,,,,,,,128.0,mg/L,,
84,2014-04-09,0.063,mg/L,,,,,,,42.0,mg/L,,,,,4.24,mg/L,0.648,mg/L,,,,,,,,,0.0404,mg/L,0.155,mg/L,0.0505,mg/L,,,,,,,,,92.549,mg/L,,
85,2014-04-14,0.041,mg/L,,,,,,,60.7,mg/L,,,,,3.81,mg/L,0.611,mg/L,,,,,,,,,0.0167,mg/L,0.0854,mg/L,0.0227,mg/L,,,,,,,,,63.0,mg/L,,
86,2014-04-16,0.033,mg/L,,,,,,,70.3,mg/L,,,,,3.96,mg/L,0.546,mg/L,,,,,,,,,0.0179,mg/L,0.0724,mg/L,0.0248,mg/L,,,,,,,,,32.0,mg/L,,
87,2014-04-22,0.028,mg/L,,,,,,,68.55000000000001,mg/L,,,,,3.035,mg/L,0.4525,mg/L,,,,,,,,,0.0037,mg/L,0.044700000000000004,mg/L,0.0088,mg/L,,,,,,,,,46.281099999999995,mg/L,,
88,2014-04-28,0.01,mg/L,,,,,,,77.9,mg/L,,,,,2.3,mg/L,0.433,mg/L,,,,,,,,,0.005,mg/L,0.059,mg/L,0.0116,mg/L,,,,,,,,,27.3585,mg/L,,
89,2014-05-01,0.143,mg/L,,,,,,,45.9,mg/L,,,,,4.71,mg/L,0.831,mg/L,,,,,,,,,0.0319,mg/L,0.149,mg/L,0.0411,mg/L,,,,,,,,,93.4524,mg/L,,
90,2014-05-05,0.042,mg/L,,,,,,,49.8,mg/L,,,,,4.35,mg/L,0.581,mg/L,,,,,,,,,0.0119,mg/L,0.0766,mg/L,0.019,mg/L,,,,,,,,,62.0,mg/L,,
91,2014-05-12,0.006,mg/L,,,,,,,58.2,mg/L,,,,,2.64,mg/L,0.47,mg/L,,,,,,,,,0.0007,mg/L,0.0424,mg/L,0.0073,mg/L,,,,,,,,,17.3913,mg/L,,
92,2014-05-15,0.19,mg/L,,,,,,,43.9,mg/L,,,,,3.11,mg/L,0.89,mg/L,,,,,,,,,0.0736,mg/L,0.521,mg/L,0.0827,mg/L,,,,,,,,,551.0,mg/L,,
93,2014-05-20,0.011,mg/L,,,,,,,49.9,mg/L,,,,,4.08,mg/L,0.645,mg/L,,,,,,,,,0.0033,mg/L,0.0588,mg/L,0.0101,mg/L,,,,,,,,,18.3333,mg/L,,
94,2014-06-03,0.0535,mg/L,,,,,,,78.30000000000001,mg/L,,,,,1.4849999999999999,mg/L,0.548,mg/L,,,,,,,,,0.0134,mg/L,0.1065,mg/L,0.022350000000000002,mg/L,,,,,,,,,61.29845,mg/L,,
95,2014-06-09,0.041,mg/L,,,,,,,61.5,mg/L,,,,,1.89,mg/L,0.54,mg/L,,,,,,,,,0.025,mg/L,0.0766,mg/L,0.0336,mg/L,,,,,,,,,40.8,mg/L,,
96,2014-06-16,0.052,mg/L,,,,,,,69.8,mg/L,,,,,2.28,mg/L,0.624,mg/L,,,,,,,,,0.0382,mg/L,0.1,mg/L,0.0479,mg/L,,,,,,,,,31.0,mg/L,,
97,2014-06-24,0.012,mg/L,,,,,,,74.2,mg/L,,,,,0.807,mg/L,0.56,mg/L,,,,,,,,,0.0014,mg/L,0.122,mg/L,0.0117,mg/L,,,,,,,,,49.697,mg/L,,
98,2014-07-02,0.012,mg/L,,,,,,,71.3,mg/L,,,,,5.21,mg/L,0.881,mg/L,,,,,,,,,0.0499,mg/L,0.124,mg/L,0.0607,mg/L,,,,,,,,,57.4257,mg/L,,
99,2014-07-08,0.336,mg/L,,,,,,,28.3,mg/L,,,,,13.5,mg/L,1.31,mg/L,,,,,,,,,0.0848,mg/L,0.33,mg/L,0.0968,mg/L,,,,,,,,,152.2222,mg/L,,
100,2014-07-09,0.221,mg/L,,,,,,,29.3,mg/L,,,,,13.4,mg/L,1.18,mg/L,,,,,,,,,0.0853,mg/L,0.339,mg/L,0.0996,mg/L,,,,,,,,,174.4444,mg/L,,
101,2014-08-05,0.273,mg/L,,,,,,,35.3,mg/L,,,,,1.08,mg/L,0.715,mg/L,,,,,,,,,0.0394,mg/L,0.185,mg/L,0.0478,mg/L,,,,,,,,,128.9286,mg/L,,
102,2014-08-26,0.01,mg/L,,,,,,,63.4,mg/L,,,,,0.46,mg/L,0.465,mg/L,,,,,,,,,0.0186,mg/L,0.102,mg/L,0.0287,mg/L,,,,,,,,,38.0,mg/L,,
103,2014-09-11,0.024,mg/L,,,,,,,20.7,mg/L,,,,,3.09,mg/L,0.858,mg/L,,,,,,,,,0.13,mg/L,0.442,mg/L,0.139,mg/L,,,,,,,,,388.5714,mg/L,,
104,2014-09-30,0.006,mg/L,,,,,,,62.1,mg/L,,,,,1.69,mg/L,0.506,mg/L,,,,,,,,,0.0262,mg/L,0.102,mg/L,0.0366,mg/L,,,,,,,,,,,,
105,2014-10-08,0.007,mg/L,,,,,,,26.9,mg/L,,,,,4.47,mg/L,0.835,mg/L,,,,,,,,,0.0801,mg/L,0.243,mg/L,0.0887,mg/L,,,,,,,,,305.9259,mg/L,,
106,2014-10-21,0.051,mg/L,,,,,,,43.7,mg/L,,,,,4.1,mg/L,0.776,mg/L,,,,,,,,,0.0352,mg/L,0.101,mg/L,0.0433,mg/L,,,,,,,,,52.2034,mg/L,,
107,2014-11-24,0.015,mg/L,,,,,,,29.0,mg/L,,,,,4.22,mg/L,1.08,mg/L,,,,,,,,,0.176,mg/L,0.398,mg/L,0.199,mg/L,,,,,,,,,2413.3333,mg/L,,
108,2014-12-16,0.025,mg/L,,,,,,,78.2,mg/L,,,,,3.22,mg/L,0.539,mg/L,,,,,,,,,0.0099,mg/L,0.0331,mg/L,0.0121,mg/L,,,,,,,,,,,,
109,2015-01-05,0.087,mg/L,,,,,,,35.7,mg/L,,,,,2.04,mg/L,0.843,mg/L,,,,,,,,,0.145,mg/L,0.24,mg/L,0.166,mg/L,,,,,,,,,111.6364,mg/L,,
110,2015-02-10,0.144,mg/L,,,,,,,143.0,mg/L,,,,,2.64,mg/L,0.614,mg/L,,,,,,,,,0.0505,mg/L,0.0699,mg/L,0.0552,mg/L,,,,,,,,,2.7027,mg/L,,
111,2015-03-16,0.394,mg/L,,,,,,,69.7,mg/L,,,,,2.03,mg/L,1.64,mg/L,,,,,,,,,0.142,mg/L,0.221,mg/L,0.157,mg/L,,,,,,,,,137.5,mg/L,,
112,2015-03-19,0.153,mg/L,,,,,,,33.3,mg/L,,,,,2.37,mg/L,0.872,mg/L,,,,,,,,,0.0931,mg/L,0.209,mg/L,0.104,mg/L,,,,,,,,,186.5,mg/L,,
113,2015-04-09,0.067,mg/L,,,,,,,54.8,mg/L,,,,,4.6,mg/L,0.759,mg/L,,,,,,,,,0.0365,mg/L,0.198,mg/L,0.0466,mg/L,,,,,,,,,469.0,mg/L,,
114,2015-04-20,0.054,mg/L,,,,,,,82.3,mg/L,,,,,3.34,mg/L,0.726,mg/L,,,,,,,,,0.102,mg/L,0.184,mg/L,0.113,mg/L,,,,,,,,,313.9,mg/L,,
115,2015-05-19,0.023,mg/L,,,,,,,83.1,mg/L,,,,,1.1,mg/L,0.727,mg/L,,,,,,,,,0.007,mg/L,0.0424,mg/L,0.0174,mg/L,,,,,,,,,21.9,mg/L,,
116,2015-06-01,0.412,mg/L,,,,,,,64.0,mg/L,,,,,16.2,mg/L,1.66,mg/L,,,,,,,,,0.0833,mg/L,0.233,mg/L,0.0961,mg/L,,,,,,,,,132.0,mg/L,,
117,2015-06-15,0.1365,mg/L,,,,,,,55.3,mg/L,,,,,12.649999999999999,mg/L,1.12,mg/L,,,,,,,,,0.0508,mg/L,0.174,mg/L,0.0616,mg/L,,,,,,,,,130.0,mg/L,,
118,2015-06-29,0.185,mg/L,,,,,,,31.8,mg/L,,,,,14.5,mg/L,1.26,mg/L,,,,,,,,,0.0803,mg/L,0.153,mg/L,0.0922,mg/L,,,,,,,,,352.0,mg/L,,
119,2015-07-13,0.015,mg/L,,,,,,,72.5,mg/L,,,,,4.68,mg/L,0.743,mg/L,,,,,,,,,0.0896,mg/L,0.124,mg/L,0.0952,mg/L,,,,,,,,,22.8,mg/L,,
120,2015-07-20,0.047,mg/L,,,,,,,28.5,mg/L,,,,,3.35,mg/L,0.764,mg/L,,,,,,,,,0.0862,mg/L,0.334,mg/L,0.0889,mg/L,,,,,,,,,386.0,mg/L,,
121,2015-07-27,0.009,mg/L,,,,,,,47.1,mg/L,,,,,3.045,mg/L,0.6799999999999999,mg/L,,,,,,,,,0.0114,mg/L,0.06625,mg/L,0.0206,mg/L,,,,,,,,,26.0,mg/L,,
122,2015-08-11,0.042,mg/L,,,,,,,87.1,mg/L,,,,,0.886,mg/L,0.605,mg/L,,,,,,,,,0.0233,mg/L,0.101,mg/L,0.0324,mg/L,,,,,,,,,63.5,mg/L,,
123,2015-08-24,0.022,mg/L,,,,,,,72.5,mg/L,,,,,0.359,mg/L,0.5,mg/L,,,,,,,,,0.0238,mg/L,0.0816,mg/L,0.0335,mg/L,,,,,,,,,66.7,mg/L,,
124,2015-09-08,0.018,mg/L,,,,,,,40.1,mg/L,,,,,1.9849999999999999,mg/L,0.624,mg/L,,,,,,,,,0.04075,mg/L,0.11299999999999999,mg/L,0.049350000000000005,mg/L,,,,,,,,,42.4,mg/L,,
125,2015-09-21,0.018,mg/L,,,,,,,47.8,mg/L,,,,,0.507,mg/L,0.533,mg/L,,,,,,,,,0.0199,mg/L,0.0718,mg/L,0.0335,mg/L,,,,,,,,,24.7,mg/L,,
