,STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
429,02BD003,MAGPIE RIVER NEAR MICHIPICOTEN,ON,5,D,D,4.79388885e+01,-8.48305588e+01,1.93000000e+03,,0,0,,,10.0
430,02BD004,LAKE SUPERIOR AT MICHIPICOTEN HARBOUR,ON,5,A,,4.79616890e+01,-8.48982773e+01,,,0,0,647,218,46.0
431,02BD005,MAGPIE RIVER AT ESNAGI LAKE,ON,5,A,,4.84804382e+01,-8.45326920e+01,7.02000000e+02,,0,1,295,647,35.0
432,02BD006,WAWA CREEK AT WAWA,ON,5,A,,4.79893913e+01,-8.47681122e+01,3.13999996e+01,,0,1,480,647,10.0
433,02BD007,MAGPIE RIVER NEAR WAWA,ON,5,D,,4.80220299e+01,-8.48131714e+01,1.95000000e+03,,0,0,647,647,10.0
434,02BE001,MONTREAL RIVER AT ALGOMA CENTRAL AND HUDSON BAY RAILWAY,ON,5,D,,4.72750015e+01,-8.44333267e+01,2.85000000e+03,,0,0,,,
435,02BE002,MONTREAL RIVER NEAR MONTREAL RIVER HARBOUR,ON,5,A,,4.72138901e+01,-8.46194382e+01,2.88000000e+03,,0,0,647,295,10.0
436,02BF001,BATCHAWANA RIVER NEAR BATCHAWANA,ON,5,A,D,4.70035286e+01,-8.45155563e+01,1.23000000e+03,,0,1,647,647,10.0
437,02BF002,GOULAIS RIVER NEAR SEARCHMONT,ON,5,A,D,4.68609390e+01,-8.39718094e+01,1.14000000e+03,,1,1,647,647,10.0
438,02BF003,BENNET CREEK AT SAULT STE. MARIE,ON,5,D,,4.65313911e+01,-8.43974991e+01,1.86000004e+01,,0,0,,,
439,02BF004,BIG CARP RIVER NEAR SAULT STE. MARIE,ON,5,A,D,4.65158882e+01,-8.44651794e+01,5.10000000e+01,,0,1,647,647,10.0
440,02BF005,NORBERG CREEK (SITE A) ABOVE BATCHAWANA RIVER,ON,5,A,,4.70625305e+01,-8.44307175e+01,1.03999996e+01,,0,1,647,647,10.0
441,02BF006,NORBERG CREEK (SITE B) AT OUTLET OF TURKEY LAKE,ON,5,A,,4.70505295e+01,-8.44127808e+01,8.02999973e+00,,0,0,647,647,10.0
442,02BF007,NORBERG CREEK (SITE C) AT OUTLET OF LITTLE TURKEY LAKE,ON,5,A,,4.70447197e+01,-8.44102478e+01,5.05000019e+00,,0,0,647,647,10.0
443,02BF008,NORBERG CREEK (SITE D) BELOW WISHART LAKE,ON,5,A,,4.70462494e+01,-8.44031906e+01,4.07999992e+00,,0,0,647,647,10.0
444,02BF009,NORBERG CREEK (SITE E) BELOW BATCHAWANA LAKE,ON,5,A,,4.70577812e+01,-8.44000015e+01,2.03999996e+00,,0,0,647,647,10.0
445,02BF010,LAKE SUPERIOR AT GROS CAP,ON,5,A,,4.65291405e+01,-8.45862808e+01,,,0,0,647,218,46.0
446,02BF011,ST. MARYS RIVER AT SAULT STE. MARIE (ABOVE),ON,5,A,,4.65124702e+01,-8.43673325e+01,,,0,0,647,218,46.0
447,02BF012,NORBERG CREEK (SITE F) AT OUTLET OF BATCHAWANA LAKE,ON,5,A,,4.70628090e+01,-8.43925323e+01,1.14999998e+00,,0,0,647,647,10.0
448,02BF013,TRIBUTARY TO NORBERG CREEK AT TURKEY LAKE,ON,5,A,,4.70416718e+01,-8.44168091e+01,7.00000003e-02,,0,0,647,647,10.0
449,02BF014,GOULAIS RIVER NEAR KIRBY'S CORNER,ON,5,A,,4.67173882e+01,-8.42847824e+01,1.83000000e+03,,0,1,480,647,10.0
450,02CA001,ST. MARYS RIVER AT SAULT STE. MARIE,ON,5,D,,4.65094414e+01,-8.43616714e+01,2.10000000e+05,,0,0,905,335,45.0
451,02CA002,ROOT RIVER AT SAULT STE. MARIE,ON,5,A,D,4.65628586e+01,-8.42816925e+01,1.09000000e+02,,0,1,647,647,10.0
452,02CA003,ST. MARYS RIVER NEAR GARDEN RIVER,ON,5,A,,4.65325813e+01,-8.41312485e+01,,,0,1,647,647,10.0
453,02CA004,ST. MARYS RIVER ABOVE CLARK CREEK,ON,5,D,,4.64961090e+01,-8.42841721e+01,,,0,0,,,10.0
454,02CA005,ST. MARYS RIVER AT SAULT STE. MARIE (BELOW),ON,5,A,,4.65112801e+01,-8.43432236e+01,,,0,0,647,218,46.0
455,02CA006,LAKE HURON AT THESSALON,ON,5,A,,4.62540016e+01,-8.35510635e+01,,,0,0,647,218,46.0
456,02CA007,THESSALON RIVER NEAR POPLAR DALE,ON,5,A,,4.65304718e+01,-8.37096100e+01,2.72000000e+02,,0,1,480,647,10.0
457,02CB001,MISSISSAGI RIVER BELOW AUBREY FALLS,ON,5,D,,4.69116707e+01,-8.32105637e+01,4.04000000e+03,,0,0,477,485,10.0
458,02CB002,MISSISSAGI RIVER AT ROCKY ISLAND LAKE,ON,5,D,,4.68666687e+01,-8.31552811e+01,2.15000000e+03,,0,0,477,485,35.0
459,02CB003,AUBINADONG RIVER ABOVE SESABIC CREEK,ON,5,A,,4.69684181e+01,-8.34168625e+01,1.45000000e+03,,0,1,480,647,10.0
460,02CC002,MISSISSAGI RIVER AT IRON BRIDGE,ON,5,D,,4.62791710e+01,-8.32236099e+01,9.04000000e+03,,0,0,477,477,
461,02CC003,MISSISSAGI RIVER BELOW IRON BRIDGE,ON,5,D,,4.62541695e+01,-8.31847229e+01,9.25000000e+03,,0,0,477,477,
462,02CC004,MISSISSAGI RIVER AT MISSISSAGI,ON,5,D,,4.62444382e+01,-8.31555634e+01,9.27000000e+03,,0,0,,,
463,02CC005,LITTLE WHITE RIVER NEAR BELLINGHAM,ON,5,A,,4.63939514e+01,-8.32829819e+01,1.97000000e+03,,0,1,480,647,10.0
464,02CC006,MISSISSAGI RIVER NEAR WHARNCLIFFE,ON,5,D,,4.64138908e+01,-8.33930588e+01,7.10000000e+03,,0,0,,,
465,02CC007,MISSISSAGI RIVER AT RAYNER GENERATING STATION,ON,5,D,,4.64352798e+01,-8.33847198e+01,6.84000000e+03,,0,0,477,485,
466,02CC008,MISSISSAGI RIVER AT MISSISSAGI CHUTE,ON,5,A,D,4.62013588e+01,-8.30253906e+01,9.26000000e+03,,0,0,647,647,10.0
467,02CC009,MISSISSAGI RIVER AT RED ROCK FALLS,ON,5,D,,4.63158302e+01,-8.32908325e+01,9.01000000e+03,,0,0,477,485,10.0
468,02CC010,LITTLE WHITE RIVER BELOW BOLAND RIVER,ON,5,A,,4.65811386e+01,-8.29680023e+01,1.21000000e+03,,0,1,480,647,10.0
469,02CD001,SERPENT RIVER AT HIGHWAY NO. 17,ON,5,A,D,4.62107811e+01,-8.25124207e+01,1.35000000e+03,,0,1,647,647,10.0
470,02CD002,SERPENT RIVER AT OUTLET OF DUNLOP LAKE,ON,5,D,,4.64813919e+01,-8.26480637e+01,1.09000000e+02,,0,0,485,647,10.0
471,02CD003,SERPENT RIVER BELOW QUIRKE LAKE,ON,5,D,,4.64863892e+01,-8.24811096e+01,3.19000000e+02,,0,0,485,647,10.0
472,02CD004,SERPENT RIVER BELOW PECORS LAKE,ON,5,D,,4.63744392e+01,-8.24383316e+01,5.67000000e+02,,0,0,485,647,10.0
473,02CD005,ROCHESTER CREEK ABOVE QUIRKE LAKE,ON,5,D,,4.65000000e+01,-8.25211105e+01,9.95000000e+01,,0,0,,,10.0
474,02CD006,SERPENT RIVER ABOVE QUIRKE LAKE,ON,5,A,,4.65115814e+01,-8.26002808e+01,1.57000000e+02,,0,1,480,647,10.0
475,02CD007,LITTLE NORDIC CREEK AT ELLIOT LAKE,ON,5,D,,4.63533287e+01,-8.26436081e+01,4.57999992e+00,,0,0,,,10.0
476,02CD008,NORDIC MINE TAILINGS DITCH (SITE 1) NEAR ELLIOT LAKE,ON,5,D,,4.63875008e+01,-8.25824966e+01,2.08999991e+00,,0,0,,,10.0
477,02CD009,NORDIC MINE TAILINGS DITCH (SITE 2) NEAR ELLIOT LAKE,ON,5,D,,4.63869400e+01,-8.25719376e+01,2.75999999e+00,,0,0,,,10.0
478,02CD010,NORDIC MINE TAILINGS DITCH (SITE 3) NEAR ELLIOT LAKE,ON,5,D,,4.63819389e+01,-8.25794373e+01,3.00999999e+00,,0,0,,,10.0
479,02CE001,SPANISH RIVER AT ESPANOLA,ON,5,D,,4.62680588e+01,-8.17722168e+01,1.14000000e+04,,0,0,906,270,10.0
480,02CE002,AUX SABLES RIVER AT MASSEY,ON,5,A,D,4.62149391e+01,-8.20708084e+01,1.34000000e+03,,0,1,647,647,10.0
481,02CE003,SPANISH RIVER AT WEBBWOOD,ON,5,D,,4.62638893e+01,-8.18736115e+01,,,0,0,477,477,
482,02CE004,SPANISH RIVER AT HIGH FALLS,ON,5,D,,4.63805618e+01,-8.15686111e+01,6.80000000e+03,,0,0,906,340,10.0
483,02CE007,MINISTIC CREEK ABOVE AGNEW LAKE,ON,5,A,,4.64295692e+01,-8.16003265e+01,4.05999985e+01,,0,1,480,647,10.0
484,02CE103,MINISTIC CREEK NEAR AGNEW LAKE MINE,ON,5,D,,4.64083290e+01,-8.15777817e+01,4.12000008e+01,,0,0,485,485,
485,02CF001,VERMILION RIVER NEAR WHITEFISH,ON,5,D,,4.63944397e+01,-8.12819366e+01,3.60000000e+03,,0,0,477,477,10.0
486,02CF002,VERMILION RIVER BELOW KUSK LAKE,ON,5,D,,4.63333282e+01,-8.13499985e+01,4.07000000e+03,,0,0,,,
487,02CF004,VERMILION RIVER AT LORNE FALLS,ON,5,D,,4.63152809e+01,-8.15216675e+01,4.19000000e+03,,0,0,906,340,10.0
488,02CF005,JUNCTION CREEK AT SUDBURY,ON,5,A,,4.64787216e+01,-8.10104218e+01,8.70000000e+01,,0,1,480,647,10.0
489,02CF007,WHITSON RIVER AT CHELMSFORD,ON,5,A,,4.65833588e+01,-8.11991119e+01,2.77000000e+02,,0,1,647,647,10.0
490,02CF008,WHITSON RIVER AT VAL CARON,ON,5,A,,4.66101685e+01,-8.10329666e+01,1.79000000e+02,,1,1,480,647,10.0
491,02CF009,NOLIN CREEK AT SUDBURY,ON,5,D,D,4.64975014e+01,-8.10069427e+01,2.15000000e+01,,0,0,901,647,10.0
492,02CF010,ONAPING RIVER NEAR LEVACK,ON,5,A,,4.65994987e+01,-8.13819733e+01,1.65000000e+03,,0,1,480,647,10.0
493,02CF011,VERMILION RIVER NEAR VAL CARON,ON,5,A,D,4.66854401e+01,-8.10092468e+01,6.80000000e+02,,0,1,480,647,10.0
494,02CF012,JUNCTION CREEK BELOW KELLEY LAKE,ON,5,A,,4.64273109e+01,-8.10984421e+01,1.99000000e+02,,0,1,480,647,10.0
495,02CF013,MOOSE CREEK AT LEVACK,ON,5,A,,4.66359406e+01,-8.13914719e+01,4.05999985e+01,,0,1,480,647,10.0
496,02CF014,VERMILION RIVER NEAR MILNET,ON,5,A,,4.68194389e+01,-8.09571381e+01,5.41000000e+02,,0,1,480,647,10.0
497,02CF100,VERMILION RIVER NEAR CAPREOL,ON,5,D,,4.67150002e+01,-8.09502792e+01,6.35000000e+02,,0,0,485,485,10.0
498,02CG001,KAGAWONG RIVER AT KAGAWONG,ON,5,D,,4.59000015e+01,-8.22666702e+01,2.43000000e+02,,0,0,477,477,
499,02CG002,LAKE HURON AT LITTLE CURRENT,ON,5,A,,4.59805298e+01,-8.19243622e+01,,,0,0,647,218,46.0
500,02CG003,BLUE JAY CREEK NEAR TEHKUMMAH,ON,5,A,,4.56516914e+01,-8.19866104e+01,1.78999996e+01,,0,1,480,647,10.0
501,02CG004,GRIMSTHORPE CREEK NEAR GRIMSTHORPE,ON,5,D,,4.56939011e+01,-8.23347015e+01,6.30999985e+01,,0,0,480,647,10.0
502,02CG005,MINDEMOYA LAKE AT MINDEMOYA,ON,5,A,,4.57498894e+01,-8.21848907e+01,1.57000000e+02,,0,1,480,647,10.0
503,02CH001,FROOD LAKE NEAR WHITEFISH FALLS,ON,5,A,,4.61186104e+01,-8.17283936e+01,9.30000000e+02,,0,1,480,647,10.0
504,02CH002,PANACHE LAKE AT JACKSON'S POINT,ON,5,A,,4.62735786e+01,-8.13445816e+01,6.24000000e+02,,0,1,480,647,10.0
505,02DA001,WANAPITEI RIVER AT OUTLET OF WANAPITEI LAKE,ON,5,D,,4.66641693e+01,-8.06733322e+01,2.54000000e+03,,0,0,,,
506,02DA002,WANAPITEI LAKE AT BOWLANDS BAY,ON,5,D,,4.66561089e+01,-8.07675018e+01,,,0,0,477,485,35.0
507,02DB001,WANAPITEI RIVER NEAR WANAPITEI,ON,5,D,,4.65222206e+01,-8.07097168e+01,2.77000000e+03,,0,0,477,477,
508,02DB002,WANAPITEI RIVER AT MCVITTIES,ON,5,D,,4.63166695e+01,-8.08375015e+01,3.24000000e+03,,0,0,477,477,
509,02DB003,WANAPITEI RIVER NEAR CONISTON,ON,5,D,,4.64722214e+01,-8.08194427e+01,2.82000000e+03,,0,0,,,
510,02DB004,CONISTON CREEK NEAR CONISTON,ON,5,D,,4.64791718e+01,-8.08194427e+01,6.48000031e+01,,0,0,,,
511,02DB005,WANAPITEI RIVER NEAR WANUP,ON,5,A,D,4.63456688e+01,-8.08395615e+01,3.15000000e+03,,0,1,647,647,10.0
512,02DB006,WANAPETEI RIVER NEAR STINSON,ON,5,D,,4.65208282e+01,-8.07113876e+01,2.75000000e+03,,0,0,485,485,10.0
513,02DB007,CONISTON CREEK ABOVE WANAPITEI RIVER,ON,5,A,,4.64752808e+01,-8.08215332e+01,5.90000000e+01,,0,1,480,647,10.0
514,02DC001,STURGEON RIVER AT SMOKY FALLS,ON,5,D,,4.64500008e+01,-7.98666687e+01,6.66000000e+03,,0,0,477,477,
515,02DC002,STURGEON RIVER BELOW SMOKY FALLS,ON,5,D,,4.64500008e+01,-7.98666687e+01,6.66000000e+03,,0,0,,,
516,02DC003,STURGEON RIVER AT CRYSTAL FALLS,ON,5,D,,4.64500008e+01,-7.98630600e+01,6.66000000e+03,,0,0,477,485,10.0
517,02DC004,STURGEON RIVER NEAR GLEN AFTON,ON,5,A,,4.66371689e+01,-8.02632523e+01,3.01000000e+03,,0,1,480,647,10.0
518,02DC005,TEMAGAMI RIVER NEAR RIVER VALLEY,ON,5,D,,4.65961113e+01,-8.01872177e+01,2.46000000e+03,,0,0,,,
519,02DC006,TOMIKO RIVER AT OUTLET OF TOMIKO LAKE,ON,5,D,,4.65013885e+01,-7.98933334e+01,5.70000000e+02,,0,0,,,
520,02DC007,TEMAGAMI RIVER AT CROSS LAKE DAM,ON,5,D,,4.67780609e+01,-7.99786072e+01,1.36000000e+03,,0,0,477,485,89.0
521,02DC008,TEMAGAMI RIVER AT RED CEDAR LAKE DAM,ON,5,D,,4.66791687e+01,-7.99950027e+01,2.36000000e+03,,0,0,477,477,10.0
522,02DC009,MARTEN RIVER AT WICKSTEED LAKE DAM,ON,5,D,,4.67119408e+01,-7.97369385e+01,2.98000000e+02,,0,0,477,477,35.0
523,02DC010,TEMAGAMI LAKE AT TEMAGAMI,ON,5,D,,4.70627785e+01,-7.97955627e+01,,,0,0,477,485,35.0
524,02DC011,STURGEON RIVER AT LOWER GOOSE FALLS,ON,5,D,,4.69369392e+01,-8.04313889e+01,1.80000000e+03,,0,0,,,10.0
525,02DC012,STURGEON RIVER AT UPPER GOOSE FALLS,ON,5,A,,4.69702492e+01,-8.04587784e+01,1.20000000e+03,,0,1,480,647,10.0
526,02DC013,LITTLE STURGEON RIVER BELOW BOOTH LAKE,ON,5,A,,4.64276085e+01,-7.96620331e+01,1.64000000e+02,1.64000000e+02,0,1,480,647,10.0
527,02DD001,SOUTH RIVER NEAR POWASSAN,ON,5,D,,4.60944405e+01,-7.93958282e+01,7.61000000e+02,,0,0,477,477,10.0
528,02DD002,SOUTH RIVER ABOVE TRUISLER CHUTE,ON,5,D,,4.59633293e+01,-7.94058304e+01,4.20000000e+02,,0,0,,,
529,02DD004,FRENCH RIVER AT FRENCH RIVER,ON,5,D,,4.60205612e+01,-8.05730591e+01,1.39000000e+04,,0,0,,,
530,02DD005,SOUTH RIVER NEAR NIPISSING,ON,5,D,,4.60969391e+01,-7.94791718e+01,7.87000000e+02,,0,0,,,10.0
531,02DD006,LAKE NIPISSING AT NORTH BAY,ON,5,A,,4.63118286e+01,-7.94738083e+01,,,0,1,480,647,10.0
532,02DD007,FRENCH RIVER AT LAKE NIPISSING,ON,5,D,,4.61250000e+01,-8.00152817e+01,1.23000000e+04,,0,0,647,647,34.0
533,02DD008,DUCHESNAY RIVER NEAR NORTH BAY,ON,5,D,,4.63313904e+01,-7.95055618e+01,9.04000015e+01,,0,0,,,10.0
534,02DD009,SOUTH RIVER AT SOUTH RIVER,ON,5,D,,4.58483315e+01,-7.93794403e+01,3.16000000e+02,,0,0,,,10.0
535,02DD010,FRENCH RIVER AT DRY PINE BAY,ON,5,A,D,4.60685806e+01,-8.06116409e+01,1.39000000e+04,,0,1,647,647,10.0
536,02DD012,VEUVE RIVER NEAR VERNER,ON,5,A,,4.64081917e+01,-8.01228104e+01,7.41000000e+02,,0,1,480,647,10.0
537,02DD013,LA VASE RIVER AT NORTH BAY,ON,5,A,,4.62634392e+01,-7.93951111e+01,6.85999985e+01,,0,1,480,647,10.0
538,02DD014,CHIPPEWA CREEK AT NORTH BAY,ON,5,A,D,4.63117790e+01,-7.94483566e+01,3.55999985e+01,,0,1,480,647,10.0
539,02DD015,COMMANDA CREEK NEAR COMMANDA,ON,5,A,,4.59491882e+01,-7.96065826e+01,1.04000000e+02,,0,1,647,647,10.0
540,02DD016,FRENCH RIVER AT PORTAGE DAM,ON,5,A,,4.61204987e+01,-8.00180817e+01,,,0,1,230,647,10.0
541,02DD017,FRENCH RIVER AT CHAUDIERE DAM,ON,5,A,,4.61208305e+01,-8.00274963e+01,,,0,1,230,647,10.0
542,02DD018,LITTLE FRENCH RIVER AT FREEFLOWING CHANNEL,ON,5,D,,4.61419411e+01,-8.01144409e+01,,,0,0,,,34.0
543,02DD019,LITTLE FRENCH RIVER AT LITTLE CHAUDIERE DAM,ON,5,D,,4.61444397e+01,-8.01280594e+01,,,0,0,,,34.0
544,02DD020,LITTLE FRENCH RIVER AT OKIKENDAWT ISLAND,ON,5,A,,4.61231384e+01,-8.00791092e+01,,,0,1,230,647,12.0
545,02DD021,LAKE NIPISSING AT FRENCH RIVER OUTLET,ON,5,A,,4.61255302e+01,-8.00123062e+01,,,0,1,230,647,10.0
546,02DD022,DOLLARS LAKE BELOW S NARROWS,ON,5,A,,4.59203911e+01,-8.02417526e+01,,,0,1,480,647,10.0
547,02DD023,FOREST LAKE AT SOUTH RIVER,ON,5,A,,4.58396912e+01,-7.93569183e+01,,,0,1,480,647,10.0
548,02DD024,WASI RIVER NEAR ASTORVILLE,ON,5,A,,4.61784210e+01,-7.93098907e+01,3.01000000e+02,3.01000000e+02,0,1,480,647,10.0
549,02DD025,FRENCH RIVER AT HARTLEY BAY,ON,5,A,,4.60352211e+01,-8.07601089e+01,1.54999995e+00,,0,1,230,647,35.0
550,02DD026,FRENCH RIVER AT WOLSELEY BAY,ON,5,A,,4.61057205e+01,-8.02652817e+01,1.99000000e+02,,0,1,230,647,35.0
551,02EA001,SEGUIN RIVER NEAR PARRY SOUND,ON,5,D,,4.54027786e+01,-7.99069366e+01,9.84000000e+02,,0,0,477,477,
552,02EA005,NORTH MAGNETAWAN RIVER NEAR BURK'S FALLS,ON,5,A,,4.56694717e+01,-7.93791885e+01,3.29000000e+02,,1,1,647,647,10.0
553,02EA006,MAGNETAWAN RIVER NEAR BURK'S FALLS,ON,5,D,,4.56175003e+01,-7.93880615e+01,6.50000000e+02,,0,0,480,647,10.0
554,02EA007,MAGNETAWAN RIVER NEAR BYNG INLET,ON,5,D,,4.57722206e+01,-8.04805603e+01,2.80000000e+03,,0,0,,,
555,02EA008,MAGNETAWAN RIVER AT MAPLE ISLAND,ON,5,D,,4.57072182e+01,-7.98772202e+01,1.85000000e+03,,0,0,,,
556,02EA009,HARRIS CREEK NEAR NAISCOOT,ON,5,D,,4.56816711e+01,-8.04688873e+01,4.65999985e+01,,0,0,,,
557,02EA010,NORTH MAGNETAWAN RIVER ABOVE PICKEREL LAKE,ON,5,A,D,4.57037697e+01,-7.93087921e+01,1.55000000e+02,,0,1,647,647,10.0
558,02EA011,MAGNETAWAN RIVER NEAR BRITT,ON,5,A,D,4.57730598e+01,-8.04823303e+01,2.84000000e+03,,0,1,647,647,10.0
559,02EA012,SHAWANAGA RIVER AT HIGHWAY NO. 69,ON,5,D,,4.55494385e+01,-8.02847214e+01,2.35000000e+02,,0,0,,,10.0
560,02EA013,HARRIS RIVER AT HIGHWAY NO. 69,ON,5,D,,4.56875000e+01,-8.04394379e+01,3.55000000e+01,,0,0,,,10.0
561,02EA014,LAKE HURON AT PARRY SOUND,ON,5,A,,4.53385582e+01,-8.00357819e+01,,,0,0,647,218,46.0
562,02EA015,CECEBE LAKE AT MAGNETAWAN,ON,5,A,,4.56649704e+01,-7.96409683e+01,,,0,1,480,647,10.0
563,02EA016,DOE LAKE NEAR KATRINE,ON,5,A,,4.55719490e+01,-7.93668518e+01,,,0,1,480,647,10.0
564,02EA017,AHMIC LAKE AT MAGNETAWAN,ON,5,D,,4.56654396e+01,-7.96415024e+01,,,0,0,480,647,10.0
565,02EA018,MAGNETAWAN RIVER NEAR EMSDALE,ON,5,A,,4.55567017e+01,-7.92879791e+01,4.03000000e+02,,0,1,480,647,10.0
566,02EA019,AHMIC LAKE NEAR AHMIC HARBOUR,ON,5,A,,4.56690712e+01,-7.97452087e+01,,,0,1,480,647,10.0
567,02EA020,BERNARD LAKE AT SUNDRIDGE,ON,5,A,,4.57179985e+01,-7.94173279e+01,,,0,1,480,647,10.0
568,02EA021,SHAWANAGA RIVER BELOW SHAWANAGA LAKE,ON,5,A,,4.55589409e+01,-8.00379715e+01,7.04000015e+01,,0,1,480,647,10.0
569,02EB002,SOUTH BRANCH MUSKOKA RIVER AT BLACK BRIDGE,ON,5,D,,4.49833298e+01,-7.92505569e+01,1.73000000e+03,,0,0,,,
570,02EB003,SOUTH BRANCH MUSKOKA RIVER AT MATHIAS,ON,5,D,,4.49888916e+01,-7.92019424e+01,1.71000000e+03,,0,0,,,
571,02EB004,NORTH BRANCH MUSKOKA RIVER AT PORT SYDNEY,ON,5,A,,4.52128601e+01,-7.92752838e+01,1.41000000e+03,,0,1,480,647,10.0
572,02EB005,MUSKOKA RIVER NEAR BALA,ON,5,D,,4.50250015e+01,-7.96738892e+01,4.84000000e+03,,0,0,,,
573,02EB006,MUSKOKA RIVER BELOW BALA,ON,5,A,,4.50224991e+01,-7.96783295e+01,4.77000000e+03,,0,0,647,647,10.0
574,02EB007,NORTH BRANCH MUSKOKA RIVER NEAR PORT SYDNEY,ON,5,D,,4.51827812e+01,-7.92761078e+01,1.44000000e+03,,0,0,,,
575,02EB008,SOUTH BRANCH MUSKOKA RIVER AT BAYSVILLE,ON,5,A,,4.51479683e+01,-7.91135025e+01,1.40000000e+03,,0,1,480,647,10.0
576,02EB009,MOON RIVER AT ISLAND FALLS,ON,5,D,,4.50294418e+01,-7.96972198e+01,,,0,0,477,477,
577,02EB010,MUSKOKA RIVER AT RAGGED RAPIDS,ON,5,D,,4.50155602e+01,-7.96888885e+01,,,0,0,477,477,
578,02EB011,MOON RIVER AT HIGHWAY NO. 400,ON,5,A,D,4.50650597e+01,-7.97901382e+01,4.79000000e+03,,0,1,647,647,10.0
579,02EB012,MUSQUASH RIVER AT HIGHWAY NO. 400,ON,5,A,D,4.50225296e+01,-7.97768097e+01,,,0,1,647,647,10.0
580,02EB013,BIG EAST RIVER NEAR HUNTSVILLE,ON,5,A,,4.53927193e+01,-7.91599426e+01,6.10000000e+02,,0,1,480,647,10.0
581,02EB014,OXTONGUE RIVER NEAR DWIGHT,ON,5,A,,4.53119698e+01,-7.89893875e+01,6.05000000e+02,,0,1,480,647,10.0
582,02EB015,BALA BAY AT BALA,ON,5,A,,4.50131416e+01,-7.96135330e+01,,,0,1,480,647,178.0
583,02EB016,FAIRY LAKE AT HUNTSVILLE,ON,5,A,,4.53241997e+01,-7.92119370e+01,,,0,1,480,647,10.0
584,02EB017,KAWAGAMA LAKE AT RUSSELL LANDING,ON,5,A,,4.52640305e+01,-7.88146896e+01,,,0,1,480,647,10.0
585,02EB018,LAKE MUSKOKA AT BEAUMARIS,ON,5,A,,4.50704193e+01,-7.94938278e+01,,,0,1,480,647,10.0
586,02EB019,LAKE OF BAYS AT BAYSVILLE,ON,5,A,,4.51488113e+01,-7.91132812e+01,1.40000000e+03,,0,1,480,647,10.0
587,02EB020,LAKE ROSSEAU AT PORT CARLING,ON,5,A,,4.51200790e+01,-7.95764999e+01,,,0,1,480,647,10.0
588,02EB021,MARY LAKE AT PORT SYDNEY,ON,5,A,,4.52198601e+01,-7.92763901e+01,,,0,1,480,647,10.0
589,02EB022,SMOKE LAKE AT ALGONQUIN PROVINCIAL PARK,ON,5,A,,4.55415611e+01,-7.86953888e+01,,,0,1,480,647,10.0
590,02EB023,GO HOME LAKE NEAR POTTERS LANDING,ON,5,A,,4.49861107e+01,-7.98285828e+01,,,0,1,480,647,178.0
591,02EB103,ROSSEAU RIVER AT HIGHWAY NO. 141,ON,5,D,,4.52388916e+01,-7.95836105e+01,1.30000000e+02,,0,0,485,485,10.0
592,02EB104,HAWKROCK RIVER AT GRAVENHURST,ON,5,D,,4.49322205e+01,-7.93563919e+01,4.07000008e+01,,0,0,485,485,10.0
593,02EB105,DEE RIVER AT DEE BANK,ON,5,D,,4.51788902e+01,-7.95236130e+01,1.55000000e+02,,0,0,485,485,10.0
594,02EC001,SEVERN RIVER AT SEVERN BRIDGE,ON,5,D,,4.47763901e+01,-7.93347168e+01,5.39000000e+03,,0,0,477,477,
595,02EC002,BLACK RIVER NEAR WASHAGO,ON,5,A,,4.47136688e+01,-7.92816086e+01,1.51000000e+03,,1,1,494,647,10.0
596,02EC003,SEVERN RIVER AT SWIFT RAPIDS,ON,5,A,,4.48569412e+01,-7.95416718e+01,5.85000000e+03,,0,1,647,493,10.0
597,02EC004,SEVERN RIVER BELOW WASHAGO,ON,5,D,,4.47544403e+01,-7.93188934e+01,,,0,0,647,647,10.0
598,02EC005,SEVERN RIVER AT WASHAGO,ON,5,D,,4.47638893e+01,-7.93302765e+01,,,0,0,647,647,10.0
599,02EC006,SEVERN RIVER AT BIG FALLS,ON,5,D,,4.47411118e+01,-7.93280563e+01,,,0,0,647,647,10.0
600,02EC007,SEVERN RIVER AT LITTLE FALLS,ON,5,D,,4.47458305e+01,-7.93252792e+01,,,0,0,647,647,10.0
601,02EC008,BLACK RIVER AT BALDWIN,ON,5,A,,4.42606392e+01,-7.93438873e+01,2.72000000e+02,,0,1,647,647,10.0
602,02EC009,HOLLAND RIVER EAST BRANCH AT HOLLAND LANDING,ON,5,A,D,4.40949211e+01,-7.94895630e+01,1.76000000e+02,,0,1,647,647,10.0
603,02EC010,SCHOMBERG RIVER NEAR SCHOMBERG,ON,5,A,,4.40121384e+01,-7.96856384e+01,5.12999992e+01,,0,1,647,647,10.0
604,02EC011,BEAVER RIVER NEAR BEAVERTON,ON,5,A,,4.43970795e+01,-7.90708313e+01,2.91000000e+02,,0,1,647,647,10.0
605,02EC012,BLACK RIVER AT SUTTON,ON,5,D,,4.43050003e+01,-7.93602829e+01,3.24000000e+02,,0,0,,,10.0
606,02EC013,MIDDLE SEVERN RIVER AT WASHAGO,ON,5,D,,4.47488899e+01,-7.93324966e+01,,,0,0,647,647,10.0
