"","STATION_NUMBER","Date","Parameter","Value","Symbol"
"4075","02GG011",1938-06-26,"Level",175.160003662109,NA
"4076","02GG011",1938-06-27,"Level",175.169998168945,NA
"4077","02GG011",1938-06-28,"Level",175.169998168945,NA
"4078","02GG011",1938-06-29,"Level",175.179992675781,NA
"4079","02GG011",1938-06-30,"Level",175.179992675781,NA
"4080","02GG011",1938-07-01,"Level",175.190002441406,NA
"4081","02GG011",1938-07-02,"Level",175.190002441406,NA
"4082","02GG011",1938-07-03,"Level",175.190002441406,NA
"4083","02GG011",1938-07-04,"Level",175.199996948242,NA
"4084","02GG011",1938-07-05,"Level",175.199996948242,NA
"4085","02GG011",1938-07-06,"Level",175.190002441406,NA
"4086","02GG011",1938-07-07,"Level",175.190002441406,NA
"4087","02GG011",1938-07-08,"Level",175.190002441406,NA
"4088","02GG011",1938-07-09,"Level",175.199996948242,NA
"4089","02GG011",1938-07-10,"Level",175.199996948242,NA
"4090","02GG011",1938-07-11,"Level",175.210006713867,NA
"4091","02GG011",1938-07-12,"Level",175.220001220703,NA
"4092","02GG011",1938-07-13,"Level",175.220001220703,NA
"4093","02GG011",1938-07-14,"Level",175.220001220703,NA
"4094","02GG011",1938-07-15,"Level",175.220001220703,NA
"4095","02GG011",1938-07-16,"Level",175.220001220703,NA
"4096","02GG011",1938-07-17,"Level",175.220001220703,NA
"4097","02GG011",1938-07-18,"Level",175.220001220703,NA
"4098","02GG011",1938-07-19,"Level",175.210006713867,NA
"4099","02GG011",1938-07-20,"Level",175.220001220703,NA
"4100","02GG011",1938-07-21,"Level",175.220001220703,NA
"4101","02GG011",1938-07-22,"Level",175.220001220703,NA
"4102","02GG011",1938-07-23,"Level",175.229995727539,NA
"4103","02GG011",1938-07-24,"Level",175.220001220703,NA
"4104","02GG011",1938-07-25,"Level",175.210006713867,NA
"4105","02GG011",1938-07-26,"Level",175.220001220703,NA
"4106","02GG011",1938-07-27,"Level",175.220001220703,NA
"4107","02GG011",1938-07-28,"Level",175.229995727539,NA
"4108","02GG011",1938-07-29,"Level",175.229995727539,NA
"4109","02GG011",1938-07-30,"Level",175.220001220703,NA
"4110","02GG011",1938-07-31,"Level",175.220001220703,NA
"4111","02GG011",1938-08-01,"Level",175.240005493164,NA
"4112","02GG011",1938-08-02,"Level",175.240005493164,NA
"4113","02GG011",1938-08-03,"Level",175.229995727539,NA
"4114","02GG011",1938-08-04,"Level",175.240005493164,NA
"4115","02GG011",1938-08-05,"Level",175.229995727539,NA
"4116","02GG011",1938-08-06,"Level",175.229995727539,NA
"4117","02GG011",1938-08-07,"Level",175.240005493164,NA
"4118","02GG011",1938-08-08,"Level",175.240005493164,NA
"4119","02GG011",1938-08-09,"Level",175.240005493164,NA
"4120","02GG011",1938-08-10,"Level",175.25,NA
"4121","02GG011",1938-08-11,"Level",175.270004272461,NA
"4122","02GG011",1938-08-12,"Level",175.25,NA
"4123","02GG011",1938-08-13,"Level",175.259994506836,NA
"4124","02GG011",1938-08-14,"Level",175.25,NA
"4125","02GG011",1938-08-15,"Level",175.259994506836,NA
"4126","02GG011",1938-08-16,"Level",175.25,NA
"4127","02GG011",1938-08-17,"Level",175.259994506836,NA
"4128","02GG011",1938-08-18,"Level",175.25,NA
"4129","02GG011",1938-08-19,"Level",175.25,NA
"4130","02GG011",1938-08-20,"Level",175.25,NA
"4131","02GG011",1938-08-21,"Level",175.240005493164,NA
"4132","02GG011",1938-08-22,"Level",175.240005493164,NA
"4133","02GG011",1938-08-23,"Level",175.259994506836,NA
"4134","02GG011",1938-08-24,"Level",175.25,NA
"4135","02GG011",1938-08-25,"Level",175.240005493164,NA
"4136","02GG011",1938-08-26,"Level",175.240005493164,NA
"4137","02GG011",1938-08-27,"Level",175.229995727539,NA
"4138","02GG011",1938-08-28,"Level",175.220001220703,NA
"4139","02GG011",1938-08-29,"Level",175.220001220703,NA
"4140","02GG011",1938-08-30,"Level",175.210006713867,NA
"4141","02GG011",1938-08-31,"Level",175.220001220703,NA
"4142","02GG011",1938-09-01,"Level",175.210006713867,NA
"4143","02GG011",1938-09-02,"Level",175.199996948242,NA
"4144","02GG011",1938-09-03,"Level",175.210006713867,NA
"4145","02GG011",1938-09-04,"Level",175.210006713867,NA
"4146","02GG011",1938-09-05,"Level",175.190002441406,NA
"4147","02GG011",1938-09-06,"Level",175.160003662109,NA
"4148","02GG011",1938-09-07,"Level",175.179992675781,NA
"4149","02GG011",1938-09-08,"Level",175.160003662109,NA
"4150","02GG011",1938-09-09,"Level",175.139999389648,NA
"4151","02GG011",1938-09-10,"Level",175.149993896484,NA
"4152","02GG011",1938-09-11,"Level",175.160003662109,NA
"4153","02GG011",1938-09-12,"Level",175.169998168945,NA
"4154","02GG011",1938-09-13,"Level",175.169998168945,NA
"4155","02GG011",1938-09-14,"Level",175.169998168945,NA
"4156","02GG011",1938-09-15,"Level",175.190002441406,NA
"4157","02GG011",1938-09-16,"Level",175.190002441406,NA
"4158","02GG011",1938-09-17,"Level",175.179992675781,NA
"4159","02GG011",1938-09-18,"Level",175.190002441406,NA
"4160","02GG011",1938-09-19,"Level",175.169998168945,NA
"4161","02GG011",1938-09-20,"Level",175.169998168945,NA
"4162","02GG011",1938-09-21,"Level",175.169998168945,NA
"4163","02GG011",1938-09-22,"Level",175.199996948242,NA
"4164","02GG011",1938-09-23,"Level",175.169998168945,NA
"4165","02GG011",1938-09-24,"Level",175.169998168945,NA
"4166","02GG011",1938-09-25,"Level",175.160003662109,NA
"4167","02GG011",1938-09-26,"Level",175.160003662109,NA
"4168","02GG011",1938-09-27,"Level",175.190002441406,NA
"4169","02GG011",1938-09-28,"Level",175.179992675781,NA
"4170","02GG011",1938-09-29,"Level",175.169998168945,NA
"4171","02GG011",1938-09-30,"Level",175.160003662109,NA
"4172","02GG011",1938-10-01,"Level",175.169998168945,NA
"4173","02GG011",1938-10-02,"Level",175.160003662109,NA
"4174","02GG011",1938-10-03,"Level",175.149993896484,NA
"4175","02GG011",1938-10-04,"Level",175.139999389648,NA
"4176","02GG011",1938-10-05,"Level",175.149993896484,NA
"4177","02GG011",1938-10-06,"Level",175.130004882812,NA
"4178","02GG011",1938-10-07,"Level",175.139999389648,NA
"4179","02GG011",1938-10-08,"Level",175.160003662109,NA
"4180","02GG011",1938-10-09,"Level",175.130004882812,NA
"4181","02GG011",1938-10-10,"Level",175.130004882812,NA
"4182","02GG011",1938-10-11,"Level",175.119995117188,NA
"4183","02GG011",1938-10-12,"Level",175.110000610352,NA
"4184","02GG011",1938-10-13,"Level",175.119995117188,NA
"4185","02GG011",1938-10-14,"Level",175.119995117188,NA
"4186","02GG011",1938-10-15,"Level",175.119995117188,NA
"4187","02GG011",1938-10-16,"Level",175.110000610352,NA
"4188","02GG011",1938-10-17,"Level",175.119995117188,NA
"4189","02GG011",1938-10-18,"Level",175.100006103516,NA
"4190","02GG011",1938-10-19,"Level",175.119995117188,NA
"4191","02GG011",1938-10-20,"Level",175.139999389648,NA
"4192","02GG011",1938-10-21,"Level",175.119995117188,NA
"4193","02GG011",1938-10-22,"Level",175.070007324219,NA
"4194","02GG011",1938-10-23,"Level",175.050003051758,NA
"4195","02GG011",1938-10-24,"Level",175.100006103516,NA
"4196","02GG011",1938-10-25,"Level",175.089996337891,NA
"4197","02GG011",1938-10-26,"Level",175.100006103516,NA
"4198","02GG011",1938-10-27,"Level",175.089996337891,NA
"4199","02GG011",1938-10-28,"Level",175.070007324219,NA
"4200","02GG011",1938-10-29,"Level",175.080001831055,NA
"4201","02GG011",1938-10-30,"Level",175.059997558594,NA
"4202","02GG011",1938-10-31,"Level",175.059997558594,NA
"4203","02GG011",1938-11-01,"Level",175.050003051758,NA
"4204","02GG011",1938-11-02,"Level",175.039993286133,NA
"4205","02GG011",1938-11-03,"Level",175.039993286133,NA
"4206","02GG011",1938-11-04,"Level",175.029998779297,NA
"4207","02GG011",1938-11-05,"Level",175.070007324219,NA
"4208","02GG011",1938-11-06,"Level",175.029998779297,NA
"4209","02GG011",1938-11-07,"Level",175.020004272461,NA
"4210","02GG011",1938-11-08,"Level",175.100006103516,NA
"4211","02GG011",1938-11-09,"Level",175.059997558594,NA
"4212","02GG011",1938-11-10,"Level",175.039993286133,NA
"4213","02GG011",1938-11-11,"Level",175.029998779297,NA
"4214","02GG011",1938-11-12,"Level",175.020004272461,NA
"4215","02GG011",1938-11-13,"Level",175.059997558594,NA
"4216","02GG011",1938-11-14,"Level",175.110000610352,NA
"4217","02GG011",1938-11-15,"Level",175.059997558594,NA
"4218","02GG011",1938-11-16,"Level",175.009994506836,NA
"4219","02GG011",1938-11-17,"Level",175.009994506836,NA
"4220","02GG011",1938-11-18,"Level",175.020004272461,NA
"4221","02GG011",1938-11-19,"Level",175.020004272461,NA
"4222","02GG011",1938-11-20,"Level",175.050003051758,NA
"4223","02GG011",1938-11-21,"Level",175,NA
"4224","02GG011",1938-11-22,"Level",175.029998779297,NA
"4225","02GG011",1938-11-23,"Level",175.009994506836,NA
"4226","02GG011",1938-11-24,"Level",175.009994506836,NA
"4227","02GG011",1938-11-25,"Level",175.009994506836,NA
"4228","02GG011",1938-11-26,"Level",175.009994506836,NA
"4229","02GG011",1938-11-27,"Level",175.009994506836,NA
"4230","02GG011",1938-11-28,"Level",175.050003051758,NA
"4231","02GG011",1938-11-29,"Level",175.039993286133,NA
"4232","02GG011",1938-11-30,"Level",174.979995727539,NA
"4233","02GG011",1938-12-01,"Level",174.979995727539,NA
"4234","02GG011",1938-12-02,"Level",174.940002441406,NA
"4235","02GG011",1938-12-03,"Level",174.960006713867,NA
"4236","02GG011",1938-12-04,"Level",174.970001220703,NA
"4237","02GG011",1938-12-05,"Level",174.960006713867,NA
"4238","02GG011",1938-12-06,"Level",174.990005493164,NA
"4239","02GG011",1938-12-07,"Level",174.990005493164,NA
"4240","02GG011",1938-12-08,"Level",174.960006713867,NA
"4241","02GG011",1938-12-09,"Level",174.949996948242,NA
"4242","02GG011",1938-12-10,"Level",174.979995727539,NA
"4243","02GG011",1938-12-11,"Level",174.970001220703,NA
"4244","02GG011",1938-12-12,"Level",175,NA
"4245","02GG011",1938-12-13,"Level",175.009994506836,NA
"4246","02GG011",1938-12-14,"Level",175.029998779297,NA
"4247","02GG011",1938-12-15,"Level",174.970001220703,NA
"4248","02GG011",1938-12-16,"Level",174.929992675781,NA
"4249","02GG011",1938-12-17,"Level",174.949996948242,NA
"4250","02GG011",1938-12-18,"Level",174.940002441406,NA
"4251","02GG011",1938-12-19,"Level",174.929992675781,NA
"4252","02GG011",1938-12-20,"Level",174.929992675781,NA
"4253","02GG011",1938-12-21,"Level",174.960006713867,NA
"4254","02GG011",1938-12-22,"Level",174.929992675781,NA
"4255","02GG011",1938-12-23,"Level",174.940002441406,NA
"4256","02GG011",1938-12-24,"Level",174.949996948242,NA
"4257","02GG011",1938-12-25,"Level",174.940002441406,NA
"4258","02GG011",1938-12-26,"Level",174.910003662109,NA
"4259","02GG011",1938-12-27,"Level",175.080001831055,NA
"4260","02GG011",1938-12-28,"Level",174.979995727539,NA
"4261","02GG011",1938-12-29,"Level",174.970001220703,NA
"4262","02GG011",1938-12-30,"Level",175.029998779297,NA
"4263","02GG011",1938-12-31,"Level",175.080001831055,NA
"4264","02GG011",1939-01-01,"Level",175.110000610352,NA
"4265","02GG011",1939-01-02,"Level",175.149993896484,NA
"4266","02GG011",1939-01-03,"Level",175.139999389648,NA
"4267","02GG011",1939-01-04,"Level",175.130004882812,NA
"4268","02GG011",1939-01-05,"Level",175.100006103516,NA
"4269","02GG011",1939-01-06,"Level",175.070007324219,NA
"4270","02GG011",1939-01-07,"Level",175.029998779297,NA
"4271","02GG011",1939-01-08,"Level",175.009994506836,NA
"4272","02GG011",1939-01-09,"Level",174.970001220703,NA
"4273","02GG011",1939-01-10,"Level",174.990005493164,NA
"4274","02GG011",1939-01-11,"Level",174.990005493164,NA
"4275","02GG011",1939-01-12,"Level",174.940002441406,NA
"4276","02GG011",1939-01-13,"Level",174.910003662109,NA
"4277","02GG011",1939-01-14,"Level",174.929992675781,NA
"4278","02GG011",1939-01-15,"Level",174.919998168945,NA
"4279","02GG011",1939-01-16,"Level",174.929992675781,NA
"4280","02GG011",1939-01-17,"Level",174.929992675781,NA
"4281","02GG011",1939-01-18,"Level",174.910003662109,NA
"4282","02GG011",1939-01-19,"Level",174.940002441406,NA
"4283","02GG011",1939-01-20,"Level",174.940002441406,NA
"4284","02GG011",1939-01-21,"Level",174.960006713867,NA
"4285","02GG011",1939-01-22,"Level",175.100006103516,NA
"4286","02GG011",1939-01-23,"Level",175.160003662109,NA
"4287","02GG011",1939-01-24,"Level",175.399993896484,NA
"4288","02GG011",1939-01-25,"Level",175.539993286133,NA
"4289","02GG011",1939-01-26,"Level",175.179992675781,NA
"4290","02GG011",1939-01-27,"Level",175.110000610352,NA
"4291","02GG011",1939-01-28,"Level",175.009994506836,NA
"4292","02GG011",1939-01-29,"Level",175.119995117188,NA
"4293","02GG011",1939-01-30,"Level",175.009994506836,NA
"4294","02GG011",1939-01-31,"Level",174.759994506836,NA
"4295","02GG011",1939-02-01,"Level",174.699996948242,NA
"4296","02GG011",1939-02-02,"Level",174.630004882812,NA
"4297","02GG011",1939-02-03,"Level",174.660003662109,NA
"4298","02GG011",1939-02-04,"Level",174.630004882812,NA
"4299","02GG011",1939-02-05,"Level",174.559997558594,NA
"4300","02GG011",1939-02-06,"Level",174.559997558594,NA
"4301","02GG011",1939-02-07,"Level",174.570007324219,NA
"4302","02GG011",1939-02-08,"Level",174.550003051758,NA
"4303","02GG011",1939-02-09,"Level",174.589996337891,NA
"4304","02GG011",1939-02-10,"Level",174.529998779297,NA
"4305","02GG011",1939-02-11,"Level",174.610000610352,NA
"4306","02GG011",1939-02-12,"Level",174.580001831055,NA
"4307","02GG011",1939-02-13,"Level",174.600006103516,NA
"4308","02GG011",1939-02-14,"Level",174.589996337891,NA
"4309","02GG011",1939-02-15,"Level",174.630004882812,NA
"4310","02GG011",1939-02-16,"Level",174.610000610352,NA
"4311","02GG011",1939-02-17,"Level",174.559997558594,NA
"4312","02GG011",1939-02-18,"Level",174.580001831055,NA
"4313","02GG011",1939-02-19,"Level",174.630004882812,NA
"4314","02GG011",1939-02-20,"Level",174.710006713867,NA
"4315","02GG011",1939-02-21,"Level",174.75,NA
"4316","02GG011",1939-02-22,"Level",174.75,NA
"4317","02GG011",1939-02-23,"Level",174.699996948242,NA
"4318","02GG011",1939-02-24,"Level",174.729995727539,NA
"4319","02GG011",1939-02-25,"Level",174.720001220703,NA
"4320","02GG011",1939-02-26,"Level",174.759994506836,NA
"4321","02GG011",1939-02-27,"Level",174.75,NA
"4322","02GG011",1939-02-28,"Level",174.740005493164,NA
"4323","02GG011",1939-03-01,"Level",174.770004272461,NA
"4324","02GG011",1939-03-02,"Level",174.759994506836,NA
"4325","02GG011",1939-03-03,"Level",174.75,NA
"4326","02GG011",1939-03-04,"Level",174.779998779297,NA
"4327","02GG011",1939-03-05,"Level",174.809997558594,NA
"4328","02GG011",1939-03-06,"Level",174.839996337891,NA
"4329","02GG011",1939-03-07,"Level",174.869995117188,NA
"4330","02GG011",1939-03-08,"Level",174.759994506836,NA
"4331","02GG011",1939-03-09,"Level",174.759994506836,NA
"4332","02GG011",1939-03-10,"Level",174.729995727539,NA
"4333","02GG011",1939-03-11,"Level",174.699996948242,NA
"4334","02GG011",1939-03-12,"Level",174.740005493164,NA
"4335","02GG011",1939-03-13,"Level",174.690002441406,NA
"4336","02GG011",1939-03-14,"Level",174.690002441406,NA
"4337","02GG011",1939-03-15,"Level",174.710006713867,NA
"4338","02GG011",1939-03-16,"Level",174.710006713867,NA
"4339","02GG011",1939-03-17,"Level",174.690002441406,NA
"4340","02GG011",1939-03-18,"Level",174.669998168945,NA
"4341","02GG011",1939-03-19,"Level",174.639999389648,NA
"4342","02GG011",1939-03-20,"Level",174.699996948242,NA
"4343","02GG011",1939-03-21,"Level",174.720001220703,NA
"4344","02GG011",1939-03-22,"Level",174.729995727539,NA
"4345","02GG011",1939-03-23,"Level",174.800003051758,NA
"4346","02GG011",1939-03-24,"Level",174.949996948242,NA
"4347","02GG011",1939-03-25,"Level",174.830001831055,NA
"4348","02GG011",1939-03-26,"Level",174.860000610352,NA
"4349","02GG011",1939-03-27,"Level",174.910003662109,NA
"4350","02GG011",1939-03-28,"Level",174.940002441406,NA
"4351","02GG011",1939-03-29,"Level",174.949996948242,NA
"4352","02GG011",1939-03-30,"Level",174.990005493164,NA
"4353","02GG011",1939-03-31,"Level",175.009994506836,NA
"4354","02GG011",1939-04-01,"Level",175.009994506836,NA
"4355","02GG011",1939-04-02,"Level",175.039993286133,NA
"4356","02GG011",1939-04-03,"Level",175.050003051758,NA
"4357","02GG011",1939-04-04,"Level",175.039993286133,NA
"4358","02GG011",1939-04-05,"Level",175.009994506836,NA
"4359","02GG011",1939-04-06,"Level",175.020004272461,NA
"4360","02GG011",1939-04-07,"Level",175.039993286133,NA
"4361","02GG011",1939-04-08,"Level",175.050003051758,NA
"4362","02GG011",1939-04-09,"Level",174.990005493164,NA
"4363","02GG011",1939-04-10,"Level",174.990005493164,NA
"4364","02GG011",1939-04-11,"Level",175.039993286133,NA
"4365","02GG011",1939-04-12,"Level",175.119995117188,NA
"4366","02GG011",1939-04-13,"Level",175.080001831055,NA
"4367","02GG011",1939-04-14,"Level",175.059997558594,NA
"4368","02GG011",1939-04-15,"Level",175.059997558594,NA
"4369","02GG011",1939-04-16,"Level",175.059997558594,NA
"4370","02GG011",1939-04-17,"Level",175.070007324219,NA
"4371","02GG011",1939-04-18,"Level",175.119995117188,NA
"4372","02GG011",1939-04-19,"Level",175.179992675781,NA
"4373","02GG011",1939-04-20,"Level",175.160003662109,NA
"4374","02GG011",1939-04-21,"Level",175.160003662109,NA
"4375","02GG011",1939-04-22,"Level",175.179992675781,NA
"4376","02GG011",1939-04-23,"Level",175.169998168945,NA
"4377","02GG011",1939-04-24,"Level",175.160003662109,NA
"4378","02GG011",1939-04-25,"Level",175.149993896484,NA
"4379","02GG011",1939-04-26,"Level",175.130004882812,NA
"4380","02GG011",1939-04-27,"Level",175.130004882812,NA
"4381","02GG011",1939-04-28,"Level",175.130004882812,NA
"4382","02GG011",1939-04-29,"Level",175.130004882812,NA
"4383","02GG011",1939-04-30,"Level",175.139999389648,NA
"4384","02GG011",1939-05-01,"Level",175.119995117188,NA
"4385","02GG011",1939-05-02,"Level",175.119995117188,NA
"4386","02GG011",1939-05-03,"Level",175.119995117188,NA
"4387","02GG011",1939-05-04,"Level",175.119995117188,NA
"4388","02GG011",1939-05-05,"Level",175.119995117188,NA
"4389","02GG011",1939-05-06,"Level",175.119995117188,NA
"4390","02GG011",1939-05-07,"Level",175.119995117188,NA
"4391","02GG011",1939-05-08,"Level",175.110000610352,NA
"4392","02GG011",1939-05-09,"Level",175.119995117188,NA
"4393","02GG011",1939-05-10,"Level",175.160003662109,NA
"4394","02GG011",1939-05-11,"Level",175.130004882812,NA
"4395","02GG011",1939-05-12,"Level",175.130004882812,NA
"4396","02GG011",1939-05-13,"Level",175.130004882812,NA
"4397","02GG011",1939-05-14,"Level",175.139999389648,NA
"4398","02GG011",1939-05-15,"Level",175.139999389648,NA
"4399","02GG011",1939-05-16,"Level",175.130004882812,NA
"4400","02GG011",1939-05-17,"Level",175.130004882812,NA
"4401","02GG011",1939-05-18,"Level",175.130004882812,NA
"4402","02GG011",1939-05-19,"Level",175.139999389648,NA
"4403","02GG011",1939-05-20,"Level",175.139999389648,NA
"4404","02GG011",1939-05-21,"Level",175.139999389648,NA
"4405","02GG011",1939-05-22,"Level",175.139999389648,NA
"4406","02GG011",1939-05-23,"Level",175.139999389648,NA
"4407","02GG011",1939-05-24,"Level",175.149993896484,NA
"4408","02GG011",1939-05-25,"Level",175.139999389648,NA
"4409","02GG011",1939-05-26,"Level",175.149993896484,NA
"4410","02GG011",1939-05-27,"Level",175.149993896484,NA
"4411","02GG011",1939-05-28,"Level",175.169998168945,NA
"4412","02GG011",1939-05-29,"Level",175.169998168945,NA
"4413","02GG011",1939-05-30,"Level",175.179992675781,NA
"4414","02GG011",1939-05-31,"Level",175.179992675781,NA
"4415","02GG011",1939-06-01,"Level",175.160003662109,NA
"4416","02GG011",1939-06-02,"Level",175.160003662109,NA
"4417","02GG011",1939-06-03,"Level",175.179992675781,NA
"4418","02GG011",1939-06-04,"Level",175.190002441406,NA
"4419","02GG011",1939-06-05,"Level",175.190002441406,NA
"4420","02GG011",1939-06-06,"Level",175.190002441406,NA
"4421","02GG011",1939-06-07,"Level",175.179992675781,NA
"4422","02GG011",1939-06-08,"Level",175.220001220703,NA
"4423","02GG011",1939-06-09,"Level",175.210006713867,NA
"4424","02GG011",1939-06-10,"Level",175.220001220703,NA
"4425","02GG011",1939-06-11,"Level",175.289993286133,NA
"4426","02GG011",1939-06-12,"Level",175.240005493164,NA
"4427","02GG011",1939-06-13,"Level",175.199996948242,NA
"4428","02GG011",1939-06-14,"Level",175.210006713867,NA
"4429","02GG011",1939-06-15,"Level",175.220001220703,NA
"4430","02GG011",1939-06-16,"Level",175.220001220703,NA
"4431","02GG011",1939-06-17,"Level",175.220001220703,NA
"4432","02GG011",1939-06-18,"Level",175.229995727539,NA
"4433","02GG011",1939-06-19,"Level",175.229995727539,NA
"4434","02GG011",1939-06-20,"Level",175.240005493164,NA
"4435","02GG011",1939-06-21,"Level",175.240005493164,NA
"4436","02GG011",1939-06-22,"Level",175.240005493164,NA
"4437","02GG011",1939-06-23,"Level",175.25,NA
"4438","02GG011",1939-06-24,"Level",175.259994506836,NA
"4439","02GG011",1939-06-25,"Level",175.25,NA
"4440","02GG011",1939-06-26,"Level",175.25,NA
"4441","02GG011",1939-06-27,"Level",175.25,NA
"4442","02GG011",1939-06-28,"Level",175.259994506836,NA
"4443","02GG011",1939-06-29,"Level",175.270004272461,NA
"4444","02GG011",1939-06-30,"Level",175.279998779297,NA
"4445","02GG011",1939-07-01,"Level",175.279998779297,NA
"4446","02GG011",1939-07-02,"Level",175.270004272461,NA
"4447","02GG011",1939-07-03,"Level",175.259994506836,NA
"4448","02GG011",1939-07-04,"Level",175.270004272461,NA
"4449","02GG011",1939-07-05,"Level",175.270004272461,NA
"4450","02GG011",1939-07-06,"Level",175.270004272461,NA
"4451","02GG011",1939-07-07,"Level",175.279998779297,NA
"4452","02GG011",1939-07-08,"Level",175.289993286133,NA
"4453","02GG011",1939-07-09,"Level",175.289993286133,NA
"4454","02GG011",1939-07-10,"Level",175.289993286133,NA
"4455","02GG011",1939-07-11,"Level",175.300003051758,NA
"4456","02GG011",1939-07-12,"Level",175.289993286133,NA
"4457","02GG011",1939-07-13,"Level",175.279998779297,NA
"4458","02GG011",1939-07-14,"Level",175.289993286133,NA
"4459","02GG011",1939-07-15,"Level",175.289993286133,NA
"4460","02GG011",1939-07-16,"Level",175.289993286133,NA
"4461","02GG011",1939-07-17,"Level",175.279998779297,NA
"4462","02GG011",1939-07-18,"Level",175.279998779297,NA
"4463","02GG011",1939-07-19,"Level",175.279998779297,NA
"4464","02GG011",1939-07-20,"Level",175.270004272461,NA
"4465","02GG011",1939-07-21,"Level",175.279998779297,NA
"4466","02GG011",1939-07-22,"Level",175.279998779297,NA
"4467","02GG011",1939-07-23,"Level",175.270004272461,NA
"4468","02GG011",1939-07-24,"Level",175.259994506836,NA
"4469","02GG011",1939-07-25,"Level",175.259994506836,NA
"4470","02GG011",1939-07-26,"Level",175.259994506836,NA
"4471","02GG011",1939-07-27,"Level",175.259994506836,NA
"4472","02GG011",1939-07-28,"Level",175.259994506836,NA
"4473","02GG011",1939-07-29,"Level",175.270004272461,NA
"4474","02GG011",1939-07-30,"Level",175.279998779297,NA
"4475","02GG011",1939-07-31,"Level",175.300003051758,NA
"4476","02GG011",1939-08-01,"Level",175.289993286133,NA
"4477","02GG011",1939-08-02,"Level",175.270004272461,NA
"4478","02GG011",1939-08-03,"Level",175.279998779297,NA
"4479","02GG011",1939-08-04,"Level",175.270004272461,NA
"4480","02GG011",1939-08-05,"Level",175.270004272461,NA
"4481","02GG011",1939-08-06,"Level",175.270004272461,NA
"4482","02GG011",1939-08-07,"Level",175.259994506836,NA
"4483","02GG011",1939-08-08,"Level",175.279998779297,NA
"4484","02GG011",1939-08-09,"Level",175.300003051758,NA
"4485","02GG011",1939-08-10,"Level",175.279998779297,NA
"4486","02GG011",1939-08-11,"Level",175.259994506836,NA
"4487","02GG011",1939-08-12,"Level",175.270004272461,NA
"4488","02GG011",1939-08-13,"Level",175.289993286133,NA
"4489","02GG011",1939-08-14,"Level",175.279998779297,NA
"4490","02GG011",1939-08-15,"Level",175.279998779297,NA
"4491","02GG011",1939-08-16,"Level",175.279998779297,NA
"4492","02GG011",1939-08-17,"Level",175.279998779297,NA
"4493","02GG011",1939-08-18,"Level",175.279998779297,NA
"4494","02GG011",1939-08-19,"Level",175.289993286133,NA
"4495","02GG011",1939-08-20,"Level",175.289993286133,NA
"4496","02GG011",1939-08-21,"Level",175.309997558594,NA
"4497","02GG011",1939-08-22,"Level",175.270004272461,NA
"4498","02GG011",1939-08-23,"Level",175.270004272461,NA
"4499","02GG011",1939-08-24,"Level",175.279998779297,NA
"4500","02GG011",1939-08-25,"Level",175.270004272461,NA
"4501","02GG011",1939-08-26,"Level",175.270004272461,NA
"4502","02GG011",1939-08-27,"Level",175.270004272461,NA
"4503","02GG011",1939-08-28,"Level",175.270004272461,NA
"4504","02GG011",1939-08-29,"Level",175.270004272461,NA
"4505","02GG011",1939-08-30,"Level",175.270004272461,NA
"4506","02GG011",1939-08-31,"Level",175.270004272461,NA
"4507","02GG011",1939-09-01,"Level",175.259994506836,NA
"4508","02GG011",1939-09-02,"Level",175.259994506836,NA
"4509","02GG011",1939-09-03,"Level",175.25,NA
"4510","02GG011",1939-09-04,"Level",175.279998779297,NA
"4511","02GG011",1939-09-05,"Level",175.279998779297,NA
"4512","02GG011",1939-09-06,"Level",175.25,NA
"4513","02GG011",1939-09-07,"Level",175.25,NA
"4514","02GG011",1939-09-08,"Level",175.25,NA
"4515","02GG011",1939-09-09,"Level",175.240005493164,NA
"4516","02GG011",1939-09-10,"Level",175.270004272461,NA
"4517","02GG011",1939-09-11,"Level",175.259994506836,NA
"4518","02GG011",1939-09-12,"Level",175.240005493164,NA
"4519","02GG011",1939-09-13,"Level",175.229995727539,NA
"4520","02GG011",1939-09-14,"Level",175.229995727539,NA
"4521","02GG011",1939-09-15,"Level",175.229995727539,NA
"4522","02GG011",1939-09-16,"Level",175.240005493164,NA
"4523","02GG011",1939-09-17,"Level",175.240005493164,NA
"4524","02GG011",1939-09-18,"Level",175.220001220703,NA
"4525","02GG011",1939-09-19,"Level",175.220001220703,NA
"4526","02GG011",1939-09-20,"Level",175.229995727539,NA
"4527","02GG011",1939-09-21,"Level",175.220001220703,NA
"4528","02GG011",1939-09-22,"Level",175.229995727539,NA
"4529","02GG011",1939-09-23,"Level",175.220001220703,NA
"4530","02GG011",1939-09-24,"Level",175.199996948242,NA
"4531","02GG011",1939-09-25,"Level",175.210006713867,NA
"4532","02GG011",1939-09-26,"Level",175.199996948242,NA
"4533","02GG011",1939-09-27,"Level",175.190002441406,NA
"4534","02GG011",1939-09-28,"Level",175.179992675781,NA
"4535","02GG011",1939-09-29,"Level",175.210006713867,NA
"4536","02GG011",1939-09-30,"Level",175.199996948242,NA
"4537","02GG011",1939-10-01,"Level",175.199996948242,NA
"4538","02GG011",1939-10-02,"Level",175.199996948242,NA
"4539","02GG011",1939-10-03,"Level",175.179992675781,NA
"4540","02GG011",1939-10-04,"Level",175.169998168945,NA
"4541","02GG011",1939-10-05,"Level",175.169998168945,NA
"4542","02GG011",1939-10-06,"Level",175.190002441406,NA
