"","Date","Q","LogQ","ConcLow","ConcHigh","Uncen","ConcAve","Julian","Month","Day","DecYear","MonthSeq","waterYear","SinDY","CosDY"
"2959",1987-03-05,201.785264992675,5.30720408737783,6.06,6.06,1,6.06,50101,3,65,1987.17408675799,1647,1987,0.88838684142569,0.459095654500983
"2960",1987-03-06,192.978725772016,5.26257995366867,5.99,5.99,1,5.99,50102,3,66,1987.17682648402,1647,1987,0.896157794338804,0.443735515420853
"2961",1987-03-07,217.784283190977,5.38350504623749,5.78,5.78,1,5.78,50103,3,67,1987.17956621005,1647,1987,0.903663196356812,0.428243887930918
"2962",1987-03-08,191.053180218946,5.25255181975775,5.18,5.18,1,5.18,50104,3,68,1987.18230593607,1647,1987,0.910900823468618,0.412625362531429
"2963",1987-03-09,156.775637689662,5.05481572396769,5.055,5.055,1,5.055,50105,3,69,1987.1850456621,1647,1987,0.917868531006049,0.396884567335136
"2964",1987-03-10,116.126804727426,4.75468273826125,4.98,4.98,1,4.98,50106,3,70,1987.18778538813,1647,1987,0.924564254288543,0.381026166676082
"2965",1987-03-11,96.5598638866695,4.5701631671639,5.08,5.08,1,5.08,50107,3,71,1987.19052511416,1647,1987,0.930986009229452,0.365054859738942
"2966",1987-03-12,78.8618349062462,4.36769739607438,4.92,4.92,1,4.92,50108,3,72,1987.19326484018,1647,1987,0.937131892922836,0.348975379170024
"2967",1987-03-13,67.7616311297247,4.21599612221648,4.89,4.89,1,4.89,50109,3,73,1987.19600456621,1647,1987,0.943000084212017,0.332792489663048
"2968",1987-03-14,65.3830160347558,4.18026253107875,4.77,4.77,1,4.77,50110,3,74,1987.19874429224,1647,1987,0.948588844224029,0.316510986560848
"2969",1987-03-15,50.006968456564,3.91216236484845,4.67,4.67,1,4.67,50111,3,75,1987.20148401826,1647,1987,0.953896516889847,0.300135694420738
"2970",1987-03-16,59.2241019495684,4.08132858656253,4.71,4.71,1,4.71,50112,3,76,1987.20422374429,1647,1987,0.958921529430389,0.283671465598646
"2971",1987-03-17,54.9624165710825,4.00664961658142,4.54,4.54,1,4.54,50113,3,77,1987.20696347032,1647,1987,0.963662392826567,0.267123178799174
"2972",1987-03-18,49.4689483755591,3.90134516719194,4.24,4.24,1,4.24,50114,3,78,1987.20970319635,1647,1987,0.968117702258696,0.25049573763508
"2973",1987-03-19,53.2917226353305,3.97578102146329,3.99,3.99,1,3.99,50115,3,79,1987.21244292237,1647,1987,0.972286137521922,0.233794069177775
"2974",1987-03-20,47.3168680515396,3.85686685035044,3.66,3.66,1,3.66,50116,3,80,1987.2151826484,1647,1987,0.976166463418519,0.217023122493852
"2975",1987-03-21,59.5214288364396,4.08633639622527,3.46,3.46,1,3.46,50117,3,81,1987.21792237443,1647,1987,0.979757530124635,0.200187867174997
"2976",1987-03-22,47.8548881325445,3.86817326801155,3.11,3.11,1,3.11,50118,3,82,1987.22066210046,1647,1987,0.983058273530038,0.183293291868908
"2977",1987-03-23,43.1259747889754,3.76412547889839,2.815,2.815,1,2.815,50119,3,83,1987.22340182648,1647,1987,0.986067715552523,0.166344402806432
"2978",1987-03-24,48.3929082135494,3.87935327847338,2.84,2.84,1,2.84,50120,3,84,1987.22614155251,1647,1987,0.988784964429834,0.149346222307403
"2979",1987-03-25,57.7941012079502,4.05688671524457,2.52,2.52,1,2.52,50121,3,85,1987.22888127854,1647,1987,0.991209214982726,0.132303787297751
"2980",1987-03-26,47.8548881325445,3.86817326801155,2.52,2.52,1,2.52,50122,3,86,1987.23162100457,1647,1987,0.993339748853138,0.115222147820568
"2981",1987-03-27,44.6834013392526,3.79960209796539,2.4,2.4,1,2.4,50123,3,87,1987.23436073059,1647,1987,0.995175934717725,0.0981063655360943
"2982",1987-03-28,43.1259747889754,3.76412547889839,2.18,2.18,1,2.18,50124,3,88,1987.23710045662,1647,1987,0.996717228475229,0.0809615122182065
"2983",1987-03-29,58.3604381353238,4.06663823108569,2.24,2.24,1,2.24,50125,3,89,1987.23984018265,1647,1987,0.99796317340716,0.0637926682551429
"2984",1987-03-30,55.3022187275066,4.01281302937817,2.245,2.245,1,2.245,50126,3,90,1987.24257990868,1647,1987,0.998913400312968,0.0466049211477147
"2985",1987-03-31,131.757703922935,4.88096465951032,4.38,4.38,1,4.38,50127,3,91,1987.2453196347,1647,1987,0.999567627619859,0.0294033639981505
"2986",1987-04-01,156.761479266478,5.05472540979161,4.71,4.71,1,4.71,50128,4,92,1987.24805936073,1648,1987,0.999925661466278,0.0121930939972579
"2987",1987-04-02,159.451579671502,5.0717403004092,2.24,2.24,1,2.24,50129,4,93,1987.25079908676,1648,1987,0.999987395759062,-0.00502078908235326
"2988",1987-04-03,132.607209313996,4.88739144515766,4.62,4.62,1,4.62,50130,4,94,1987.25353881279,1648,1987,0.999752812204993,-0.0222331843919831
"2989",1987-04-04,136.79810257656,4.91850613503787,5.15,5.15,1,5.15,50131,4,95,1987.25627853881,1648,1987,0.999221980316264,-0.0394389915292468
"2990",1987-04-05,146.199295570961,4.98497072904799,6.47,6.47,1,6.47,50132,4,96,1987.25901826484,1648,1987,0.998395057389716,-0.0566331120439744
"2991",1987-04-06,178.239807237119,5.18312987525898,8.335,8.335,1,8.335,50133,4,97,1987.26175799087,1648,1987,0.9972722884605,-0.0738104509453589
"2992",1987-04-07,206.712396260824,5.33132843712373,7.51,7.51,1,7.51,50134,4,98,1987.26449771689,1648,1987,0.995854006229446,-0.0909659182153542
"2993",1987-04-08,207.731802730097,5.33624783774558,6.43,6.43,1,6.43,50135,4,99,1987.26723744292,1648,1987,0.994140630964085,-0.10809443032058
"2994",1987-04-09,171.25970460724,5.14318114477605,6.85,6.85,1,6.85,50136,4,100,1987.26997716895,1648,1987,0.992132670374258,-0.12519091171504
"2995",1987-04-10,121.931758233004,4.80346152948793,6.45,6.45,1,6.45,50137,4,101,1987.27271689498,1648,1987,0.989830719462448,-0.142250296338713
"2996",1987-04-11,105.507987339172,4.65878665942634,6.12,6.12,1,6.12,50138,4,102,1987.275456621,1648,1987,0.987235460345904,-0.159267529131369
"2997",1987-04-12,110.406801760953,4.70417174209873,6.17,6.17,1,6.17,50139,4,103,1987.27819634703,1648,1987,0.984347662056139,-0.176237567517862
"2998",1987-04-13,75.7328233825073,4.32721166465059,6.005,6.005,1,6.005,50140,4,104,1987.28093607306,1648,1987,0.981168180310463,-0.193155382907791
"2999",1987-04-14,80.7590636129476,4.3914701986888,5.71,5.71,1,5.71,50141,4,105,1987.28367579909,1648,1987,0.977697957257645,-0.210015962189135
"3000",1987-04-15,78.2388642861353,4.35976650985095,4.77,4.77,1,4.77,50142,4,106,1987.28641552511,1648,1987,0.97393802119967,-0.226814309208373
"3001",1987-04-16,101.345410922976,4.61853459237583,4.92,4.92,1,4.92,50143,4,107,1987.28915525114,1648,1987,0.969889486285851,-0.243545446256274
"3002",1987-04-17,192.978725772016,5.26257995366867,3.65,3.65,1,3.65,50144,4,108,1987.29189497717,1648,1987,0.96555355218617,-0.260204415528772
"3003",1987-04-18,186.267633182639,5.22718452758441,3.78,3.78,1,3.78,50145,4,109,1987.2946347032,1648,1987,0.960931503730651,-0.276786280617285
"3004",1987-04-19,149.682267674308,5.00851483200011,3.95,3.95,1,3.95,50146,4,110,1987.29737442922,1648,1987,0.95602471053147,-0.293286127959061
"3005",1987-04-20,105.154026759563,4.65542619679885,4.045,4.045,1,4.045,50147,4,111,1987.30011415525,1648,1987,0.950834626578387,-0.30969906828975
"3006",1987-04-21,86.5640171185264,4.46088422250708,5.08,5.08,1,5.08,50148,4,112,1987.30285388128,1648,1987,0.945362789804784,-0.32602023810266
"3007",1987-04-22,73.2550993252481,4.29394786083589,5.07,5.07,1,5.07,50149,4,113,1987.30559360731,1648,1987,0.939610821633367,-0.342244801084646
"3008",1987-04-23,78.8618349062462,4.36769739607438,4.99,4.99,1,4.99,50150,4,114,1987.30833333333,1648,1987,0.933580426497006,-0.358367949545811
"3009",1987-04-24,65.3830160347558,4.18026253107875,4.65,4.65,1,4.65,50151,4,115,1987.31107305936,1648,1987,0.927273391332607,-0.374384905847614
"3010",1987-04-25,58.3604381353238,4.06663823108569,4.69,4.69,1,4.69,50152,4,116,1987.31381278539,1648,1987,0.920691585050184,-0.390290923821936
"3011",1987-04-26,65.977669808498,4.18931634854293,4.18,4.18,1,4.18,50153,4,117,1987.31655251142,1648,1987,0.913836957980247,-0.406081290174035
"3012",1987-04-27,66.6006404286089,4.19871419354529,3.83,3.83,1,3.83,50154,4,118,1987.31929223744,1648,1987,0.906711541298179,-0.421751325874241
"3013",1987-04-28,59.5214288364396,4.08633639622527,3.34,3.34,1,3.34,50155,4,119,1987.32203196347,1648,1987,0.899317446417218,-0.437296387556099
"3014",1987-04-29,60.0877657638131,4.09580625615705,2.67,2.67,1,2.67,50156,4,120,1987.3247716895,1648,1987,0.891656864368817,-0.452711868879059
"3015",1987-04-30,40.0677553811582,3.69057190563849,2.34,2.34,1,2.34,50157,4,121,1987.32751141553,1648,1987,0.883732065147146,-0.467993201906567
"3016",1987-05-01,42.106568319703,3.74020374561402,2.12,2.12,1,2.12,50158,5,122,1987.33025114155,1649,1987,0.87554539704292,-0.483135858446622
"3017",1987-05-02,42.6162715543392,3.75223614171612,2.05,2.05,1,2.05,50159,5,123,1987.33299086758,1649,1987,0.867099285941759,-0.498135351404908
"3018",1987-05-03,91.8309505431004,4.51994939268914,3.835,3.835,1,3.835,50160,5,124,1987.33573059361,1649,1987,0.858396234607731,-0.512987236109506
"3019",1987-05-04,297.708582066569,5.6961150955087,10.0525,10.0525,1,10.0525,50161,5,125,1987.33847031963,1649,1987,0.84943882194365,-0.527687111624857
"3020",1987-05-05,212.687250844615,5.35982278079815,10.68,10.68,1,10.68,50162,5,126,1987.34121004566,1649,1987,0.840229702225194,-0.542230622059066
"3021",1987-05-06,179.641491132369,5.19096314885514,9.08,9.08,1,9.08,50163,5,127,1987.34394977169,1649,1987,0.830771604312351,-0.556613457857679
"3022",1987-05-07,97.2394681995178,4.57717668048519,8.64,8.64,1,8.64,50164,5,128,1987.34668949772,1649,1987,0.821067330842616,-0.570831357077537
"3023",1987-05-08,78.8618349062462,4.36769739607438,7.59,7.59,1,7.59,50165,5,129,1987.34942922374,1649,1987,0.811119757403704,-0.584880106645248
"3024",1987-05-09,59.5214288364396,4.08633639622527,6.23,6.23,1,6.23,50166,5,130,1987.35216894977,1649,1987,0.800931831674209,-0.598755543616087
"3025",1987-05-10,54.9624165710825,4.00664961658142,5.51,5.51,1,5.51,50167,5,131,1987.3549086758,1649,1987,0.790506572558552,-0.612453556395692
"3026",1987-05-11,52.4988509370076,3.96079128244391,5.55,5.55,1,5.55,50168,5,132,1987.35764840183,1649,1987,0.779847069283801,-0.625970085970142
"3027",1987-05-12,35.083990420271,3.55774491303788,5.4,5.4,1,5.4,50169,5,133,1987.36038812785,1649,1987,0.768956480493079,-0.639301127097159
"3028",1987-05-13,38.5669625236183,3.65239601681459,5.3,5.3,1,5.3,50170,5,134,1987.36312785388,1649,1987,0.757838033301769,-0.652442729502986
"3029",1987-05-14,46.7788479705347,3.84543113431442,5.01,5.01,1,5.01,50171,5,135,1987.36586757991,1649,1987,0.746495022344519,-0.665390999048572
"3030",1987-05-15,35.083990420271,3.55774491303788,4.78,4.78,1,4.78,50172,5,136,1987.36860730594,1649,1987,0.734930808801441,-0.678142098880803
"3031",1987-05-16,34.5459703392661,3.54229091068409,4.54,4.54,1,4.54,50173,5,137,1987.37134703196,1649,1987,0.72314881939984,-0.690692250572291
"3032",1987-05-17,42.106568319703,3.74020374561402,4.36,4.36,1,4.36,50174,5,138,1987.37408675799,1649,1987,0.711152545394964,-0.70303773524489
"3033",1987-05-18,44.4143912987502,3.79356354527016,4.32,4.32,1,4.32,50175,5,139,1987.37682648402,1649,1987,0.698945541544235,-0.715174894662443
"3034",1987-05-19,255.587273093162,5.54356392898343,7.2,7.2,1,7.2,50176,5,140,1987.37956621005,1649,1987,0.686531425045086,-0.727100132323989
"3035",1987-05-20,421.212507503555,6.04313747474665,9.595,9.595,1,9.595,50177,5,141,1987.38230593607,1649,1987,0.673913874468155,-0.738809914524243
"3036",1987-05-21,296.745384537339,5.69287447999844,8.385,8.385,1,8.385,50178,5,142,1987.3850456621,1649,1987,0.661096628663256,-0.750300771404426
"3037",1987-05-22,169.458186841265,5.13260621108641,8.15,8.15,1,8.15,50179,5,143,1987.38778538813,1649,1987,0.648083485662357,-0.761569297970795
"3038",1987-05-23,99.3589841502133,4.59873939420188,7.67,7.67,1,7.67,50180,5,144,1987.39052511416,1649,1987,0.634878301537888,-0.772612155118185
"3039",1987-05-24,85.3863194780531,4.44718589449676,7.29,7.29,1,7.29,50181,5,145,1987.39326484018,1649,1987,0.62148498926947,-0.783426070610831
"3040",1987-05-25,77.4672302225888,4.34985501110146,7.71,7.71,1,7.71,50182,5,146,1987.39600456621,1649,1987,0.60790751758741,-0.794007840049903
"3041",1987-05-26,69.8934649085905,4.24697215286039,7.695,7.695,1,7.695,50183,5,147,1987.39874429224,1649,1987,0.594149909786725,-0.804354327830979
"3042",1987-05-27,61.8434102386711,4.12460554892088,7.11,7.11,1,7.11,50184,5,148,1987.40148401826,1649,1987,0.580216242546427,-0.814462468064248
"3043",1987-05-28,70.7915336911731,4.25973941291619,7.48,7.48,1,7.48,50185,5,149,1987.40422374429,1649,1987,0.566110644709886,-0.824329265491743
"3044",1987-05-29,57.7941012079502,4.05688671524457,8.1,8.1,1,8.1,50186,5,150,1987.40696347032,1649,1987,0.551837296073148,-0.833951796366359
"3045",1987-05-30,61.8434102386711,4.12460554892088,7.77,7.77,1,7.77,50187,5,151,1987.40970319635,1649,1987,0.537400426135975,-0.843327209325581
"3046",1987-05-31,61.8434102386711,4.12460554892088,7.89,7.89,1,7.89,50188,5,152,1987.41244292237,1649,1987,0.522804312852952,-0.852452726233164
"3047",1987-06-01,83.0952034383635,4.41998697983888,8.15,8.15,1,8.15,50189,6,153,1987.4151826484,1650,1987,0.508053281368971,-0.861325643000498
"3048",1987-06-02,115.588784646421,4.75003893290209,8.42,8.42,1,8.42,50190,6,154,1987.41792237443,1650,1987,0.493151702734598,-0.869943330389955
"3049",1987-06-03,150.128258004615,5.01148998211047,6.505,6.505,1,6.505,50191,6,155,1987.42066210046,1650,1987,0.478103992607634,-0.878303234795728
"3050",1987-06-04,262.864702609912,5.57163946106317,7.65,7.65,1,7.65,50192,6,156,1987.42340182648,1650,1987,0.462914609947732,-0.886402878998562
"3051",1987-06-05,215.745470252433,5.3740993343894,7.38,7.38,1,7.38,50193,6,157,1987.42614155251,1650,1987,0.447588055699998,-0.894239862897363
"3052",1987-06-06,150.560089911737,5.01436227301899,8.8,8.8,1,8.8,50194,6,158,1987.42888127854,1650,1987,0.432128871451632,-0.901811864225537
"3053",1987-06-07,110.406801760953,4.70417174209873,10.32,10.32,1,10.32,50195,6,159,1987.43162100457,1650,1987,0.416541638090908,-0.909116639236431
"3054",1987-06-08,75.7328233825073,4.32721166465059,9.815,9.815,1,9.815,50196,6,160,1987.43436073059,1650,1987,0.400830974453099,-0.916152023366744
"3055",1987-06-09,56.6331105068345,4.03659380545526,9.38,9.38,1,9.38,50197,6,161,1987.43710045662,1650,1987,0.385001535948584,-0.922915931879622
"3056",1987-06-10,58.955091909066,4.07677599999725,9.31,9.31,1,9.31,50198,6,162,1987.43984018265,1650,1987,0.369058013179965,-0.929406360483753
"3057",1987-06-11,89.8770881436617,4.49844304963681,9.06,9.06,1,9.06,50199,6,163,1987.44257990868,1650,1987,0.353005130555425,-0.93562138592571
"3058",1987-06-12,84.6384715654564,4.43838890988286,7.83,7.83,1,7.83,50200,6,164,1987.4453196347,1650,1987,0.336847644892215,-0.941559166558623
"3059",1987-06-13,95.8802595738213,4.56310011684059,8.18,8.18,1,8.18,50201,6,165,1987.44805936073,1650,1987,0.320590344003768,-0.947217942889357
"3060",1987-06-14,158.545440587704,5.06604124363428,9.25,9.25,1,9.25,50202,6,166,1987.45079908676,1650,1987,0.304238045277494,-0.952596038101004
"3061",1987-06-15,118.774429862897,4.77722614691747,7.635,7.635,1,7.635,50203,6,167,1987.45353881279,1650,1987,0.287795594250678,-0.957691858548406
"3062",1987-06-16,80.1360929928367,4.3837263517465,7.15,7.15,1,7.15,50204,6,168,1987.45627853881,1650,1987,0.271267863179888,-0.96250389422891
"3063",1987-06-17,43.1259747889754,3.76412547889839,8.99,8.99,1,8.99,50205,6,169,1987.45901826484,1650,1987,0.254659749586805,-0.967030719233048
"3064",1987-06-18,35.5936936549072,3.57216847764096,10.07,10.07,1,10.07,50206,6,170,1987.46175799087,1650,1987,0.237976174810387,-0.971270992165738
"3065",1987-06-19,33.5265638699937,3.5123380759543,9.7,9.7,1,9.7,50207,6,171,1987.4644977169,1650,1987,0.221222082560951,-0.975223456540805
"3066",1987-06-20,26.7305207415112,3.28580601149908,9.04,9.04,1,9.04,50208,6,172,1987.46723744292,1650,1987,0.204402437434094,-0.978886941158682
"3067",1987-06-21,44.6834013392526,3.79960209796539,8.27,8.27,1,8.27,50209,6,173,1987.46997716895,1650,1987,0.187522223453666,-0.982260360449811
"3068",1987-06-22,83.6756987889213,4.42694859828954,7.995,7.995,1,7.995,50210,6,174,1987.47271689498,1650,1987,0.17058644258958,-0.985342714797563
"3069",1987-06-23,104.120461867106,4.64554851602804,7.11,7.11,1,7.11,50211,6,175,1987.475456621,1650,1987,0.15360011328279,-0.98813309083317
"3070",1987-06-24,90.5283756101413,4.50566334421515,7.41,7.41,1,7.41,50212,6,176,1987.47819634703,1650,1987,0.136568268945675,-0.990630661708581
"3071",1987-06-25,62.4097471660446,4.13372146776076,6,6,1,6,50213,6,177,1987.48093607306,1650,1987,0.119495956483082,-0.992834687339334
"3072",1987-06-26,52.7537025543257,3.96563396049626,5.8,5.8,1,5.8,50214,6,178,1987.48367579909,1650,1987,0.102388234791454,-0.994744514624881
"3073",1987-06-27,51.6493455459472,3.94447752454534,5.11,5.11,1,5.11,50215,6,179,1987.48641552511,1650,1987,0.0852501732561417,-0.996359577642428
"3074",1987-06-28,39.558052146522,3.67776926758784,4.72,4.72,1,4.72,50216,6,180,1987.48915525114,1650,1987,0.0680868502528317,-0.997679397814072
"3075",1987-06-29,32.4788405543527,3.48058881743811,4.28,4.28,1,4.28,50217,6,181,1987.49189497717,1650,1987,0.0509033516481715,-0.998703584048331
"3076",1987-06-30,36.2874563909398,3.59147212758467,4.545,4.545,1,4.545,50218,6,182,1987.4946347032,1650,1987,0.0337047692800172,-0.999431832856939
"3077",1987-07-01,55.528753498456,4.016900967648,4.52,4.52,1,4.52,50219,7,183,1987.49737442922,1651,1987,0.0164961994631342,-0.999863928443902
"3078",1987-07-02,90.5283756101413,4.50566334421515,4.36,4.36,1,4.36,50220,7,184,1987.50011415525,1651,1987,-0.000717258535485255,-0.999999742770064
"3079",1987-07-03,187.230405959174,5.23233997584957,4.73,4.73,1,4.73,50221,7,185,1987.50285388128,1651,1987,-0.0179305039931023,-0.999839235590679
"3080",1987-07-04,223.900722006612,5.4112027482829,4.47,4.47,1,4.47,50222,7,186,1987.50559360731,1651,1987,-0.0351384362554146,-0.99938245446752
"3081",1987-07-05,222.852998690971,5.40651235539793,5.01,5.01,1,5.01,50223,7,187,1987.50833333333,1651,1987,-0.0523359562425325,-0.998629534754595
"3082",1987-07-06,244.232217699322,5.49811948458505,5.57,5.57,1,5.57,50224,7,188,1987.51107305936,1651,1987,-0.0695179679563115,-0.997580699558299
"3083",1987-07-07,164.831780481551,5.10492544161146,5.93,5.93,1,5.93,50225,7,189,1987.51381278539,1651,1987,-0.0866793799940499,-0.996236259671293
"3084",1987-07-08,169.419109593276,5.13237558337205,5.99,5.99,1,5.99,50226,7,190,1987.51655251142,1651,1987,-0.103815107060804,-0.994596613480035
"3085",1987-07-09,214.72606378316,5.36936309380539,5.5,5.5,1,5.5,50227,7,191,1987.51929223744,1651,1987,-0.120920071472632,-0.992662246846859
"3086",1987-07-10,133.428397858687,4.89356498832773,5.05,5.05,1,5.05,50228,7,192,1987.52203196347,1651,1987,-0.137989204655807,-0.990433732966753
"3087",1987-07-11,95.200655260973,4.55598682476705,4.69,4.69,1,4.69,50229,7,193,1987.5247716895,1651,1987,-0.155017448661393,-0.987911732196006
"3088",1987-07-12,101.345410922976,4.61853459237583,4.79,4.79,1,4.79,50230,7,194,1987.52751141553,1651,1987,-0.171999757649593,-0.985096991858406
"3089",1987-07-13,153.236031893577,5.03197942478024,4.765,4.765,1,4.765,50231,7,195,1987.53025114155,1651,1987,-0.188931099399334,-0.98199034602167
"3090",1987-07-14,178.707035202203,5.18574779017726,4.46,4.46,1,4.46,50232,7,196,1987.53299086758,1651,1987,-0.205806456785069,-0.978592715252661
"3091",1987-07-15,190.11872428878,5.24764874169163,4.4,4.4,1,4.4,50233,7,197,1987.53573059361,1651,1987,-0.222620829275998,-0.97490510634239
"3092",1987-07-16,172.165843691038,5.14845821977002,3.95,3.95,1,3.95,50234,7,198,1987.53847031963,1651,1987,-0.239369234412434,-0.970928612008527
"3093",1987-07-17,80.7590636129476,4.3914701986888,3.1,3.1,1,3.1,50235,7,199,1987.54121004566,1651,1987,-0.256046709278694,-0.966664410572538
"3094",1987-07-18,72.6321287051372,4.28540736808486,2.95,2.95,1,2.95,50236,7,200,1987.54394977169,1651,1987,-0.272648311977295,-0.962113765609832
"3095",1987-07-19,61.8434102386711,4.12460554892088,2.65,2.65,1,2.65,50237,7,201,1987.54668949772,1651,1987,-0.289169123096833,-0.957278025574289
"3096",1987-07-20,38.5669625236183,3.65239601681459,2.66,2.66,1,2.66,50238,7,202,1987.54942922374,1651,1987,-0.305604247166157,-0.952158623399487
"3097",1987-07-21,35.5936936549072,3.57216847764096,2.61,2.61,1,2.61,50239,7,203,1987.55216894977,1651,1987,-0.321948814099833,-0.94675707607586
"3098",1987-07-22,20.1751708071624,3.00445268039836,2.035,2.035,1,2.035,50240,7,204,1987.5549086758,1651,1987,-0.338197980653388,-0.941074984197312
"3099",1987-07-23,29.902007534803,3.39792561977495,1.86,1.86,1,1.86,50241,7,205,1987.55764840183,1651,1987,-0.354346931844652,-0.935114031491497
"3100",1987-07-24,26.220817506875,3.26655365660141,1.77,1.77,1,1.77,50242,7,206,1987.56038812785,1651,1987,-0.370390882394278,-0.928875984316092
"3101",1987-07-25,21.6051715487806,3.07293270958753,1.73,1.73,1,1.73,50243,7,207,1987.56312785388,1651,1987,-0.38632507813007,-0.922362691140418
"3102",1987-07-26,16.9328918979488,2.82925799655775,1.72,1.72,1,1.72,50244,7,208,1987.56586757991,1651,1987,-0.402144797407646,-0.91557608199317
"3103",1987-07-27,13.2233850236521,2.58198685487384,2.02,2.02,1,2.02,50245,7,209,1987.56860730594,1651,1987,-0.417845352504418,-0.908518167892343
"3104",1987-07-28,12.4588301716978,2.52242962225005,1.84,1.84,1,1.84,50246,7,210,1987.57134703196,1651,1987,-0.433422091005387,-0.90119104025091
"3105",1987-07-29,16.47982235605,2.80213674505733,1.16,1.16,1,1.16,50247,7,211,1987.57408675799,1651,1987,-0.448870397185137,-0.893596870255742
"3106",1987-07-30,14.809128420298,2.69524377579155,0.83,0.83,1,0.83,50248,7,212,1987.57682648402,1651,1987,-0.464185693380408,-0.885737908221698
"3107",1987-07-31,13.2233850236521,2.58198685487384,0.78,0.78,1,0.78,50249,7,213,1987.57956621005,1651,1987,-0.479363441335171,-0.877616482930501
"3108",1987-08-01,11.0146710068952,2.39922811207292,0.41,0.41,1,0.41,50250,8,214,1987.58230593607,1652,1987,-0.494399143556769,-0.869235000934921
"3109",1987-08-02,19.1699227610743,2.95334252789317,0.21,0.21,1,0.21,50251,8,215,1987.5850456621,1652,1987,-0.509288344642139,-0.860595945848962
"3110",1987-08-03,8.53694694963598,2.14440344383948,0.345,0.345,1,0.345,50252,8,216,1987.58778538813,1652,1987,-0.524026632602761,-0.851701877609185
"3111",1987-08-04,12.0623943225363,2.49009270580072,0.68,0.68,1,0.68,50253,8,217,1987.59052511416,1652,1987,-0.538609640159607,-0.842555431723717
"3112",1987-08-05,14.809128420298,2.69524377579155,0.66,0.66,1,0.66,50254,8,218,1987.59326484018,1652,1987,-0.553033046055941,-0.833159318480018
"3113",1987-08-06,15.5736832722523,2.74558251999232,0.38,0.38,1,0.38,50255,8,219,1987.59600456621,1652,1987,-0.567292576326811,-0.823516322148195
"3114",1987-08-07,12.8552660208593,2.55375353446401,0.18,0.18,1,0.18,50256,8,220,1987.59874429224,1652,1987,-0.58138400556264,-0.813629300158211
"3115",1987-08-08,9.99526453762286,2.3021114345979,0.43,0.43,1,0.43,50257,8,221,1987.60148401826,1652,1987,-0.595303158170344,-0.803501182247055
"3116",1987-08-09,14.809128420298,2.69524377579155,0.24,0.24,1,0.24,50258,8,222,1987.60422374429,1652,1987,-0.609045909606046,-0.793134969593539
"3117",1987-08-10,11.0288294300796,2.40051270162092,0.62,0.62,1,0.62,50259,8,223,1987.60696347032,1652,1987,-0.622608187594425,-0.782533733931251
"3118",1987-08-11,9.65546238119873,2.26752380507025,0.78,0.78,1,0.78,50260,8,224,1987.60970319635,1652,1987,-0.635985973338409,-0.771700616636268
"3119",1987-08-12,15.5736832722523,2.74558251999232,0.21,0.21,1,0.21,50261,8,225,1987.61244292237,1652,1987,-0.64917530271281,-0.760638827793935
"3120",1987-08-13,14.809128420298,2.69524377579155,0.04,0.04,1,0.04,50262,8,226,1987.6151826484,1652,1987,-0.662172267436049,-0.749351645249813
"3121",1987-08-14,11.6659584733748,2.45667506869669,0.03,0.03,1,0.03,50263,8,227,1987.61792237443,1652,1987,-0.674973016225576,-0.737842413640846
"3122",1987-08-15,10.6748688504711,2.36789227336907,0.02,0.02,1,0.02,50264,8,228,1987.62066210046,1652,1987,-0.68757375594194,-0.726114543401999
"3123",1987-08-16,8.97585806835048,2.19453853630578,0.01,0.01,1,0.01,50265,8,229,1987.62340182648,1652,1987,-0.699970752715382,-0.714171509753127
"3124",1987-08-17,7.1918967471238,1.9729549404372,0.21,0.21,1,0.21,50266,8,230,1987.62614155251,1652,1987,-0.712160333049486,-0.702016851671557
"3125",1987-08-18,7.1918967471238,1.9729549404372,0.04,0.04,1,0.04,50267,8,231,1987.62888127854,1652,1987,-0.724138884905949,-0.689654170847366
"3126",1987-08-19,7.47506521081058,2.01157284309296,0.02,0.02,1,0.02,50268,8,232,1987.63162100457,1652,1987,-0.735902858782639,-0.677087130608417
"3127",1987-08-21,5.52120281137184,1.70859573716295,0.02,0.02,1,0.02,50270,8,234,1987.63710045662,1652,1987,-0.758773193538719,-0.651354926877086
"3128",1987-08-24,5.54951965774052,1.71371137585797,0.21,0.21,1,0.21,50273,8,237,1987.6453196347,1652,1987,-0.791384334045554,-0.611318931350302
"3129",1987-08-25,5.52120281137184,1.70859573716295,0.18,0.18,1,0.18,50274,8,238,1987.64805936073,1652,1987,-0.801789932406366,-0.597605977456547
"3130",1987-08-26,9.31566022477461,2.2316968791344,0.1,0.1,1,0.1,50275,8,239,1987.65079908676,1652,1987,-0.811957943107247,-0.583715940012818
"3131",1987-08-27,21.0954683141444,3.04905824557375,0.12,0.12,1,0.12,50276,8,240,1987.65353881279,1652,1987,-0.821885353145035,-0.569652934939917
"3132",1987-08-28,61.2487564649289,4.11494354660533,0.1,0.1,1,0.1,50277,8,241,1987.65627853881,1652,1987,-0.831569220815981,-0.55542112940678
"3133",1987-08-29,106.895512811237,4.67185184157691,0.17,0.17,1,0.17,50278,8,242,1987.65901826484,1652,1987,-0.841006676579053,-0.54102474060754
"3134",1987-08-30,82.6846091660176,4.41503348030883,0.21,0.21,1,0.21,50279,8,243,1987.66175799087,1652,1987,-0.850194923913468,-0.526468034501404
