"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
"1992",1984-03-28,739.522177533858,49029,3,88,1984.2391848816,1611,1984,1992,6.60600427160496,897.586813963814,396.395230056513
"1993",1984-03-30,420.504586344338,49031,3,90,1984.24464936248,1611,1984,1993,6.04145538623661,802.488730698379,406.022957821864
"1994",1984-03-31,319.158593190842,49032,3,91,1984.24738160291,1611,1984,1994,5.76568813658114,684.4924318801,412.213964332936
"1995",1984-04-01,244.826871473064,49033,4,92,1984.25011384335,1612,1984,1995,5.5005513137033,566.168466696698,416.950428835536
"1996",1984-04-02,190.628427523416,49034,4,93,1984.25284608379,1612,1984,1996,5.25032612765073,478.74222616529,420.461717785252
"1997",1984-04-03,154.977517945251,49035,4,94,1984.25557832423,1612,1984,1997,5.04328006088462,401.305764506375,423.185798405919
"1998",1984-04-04,126.830572654786,49036,4,95,1984.25831056466,1612,1984,1998,4.84285212220583,313.778392380793,425.214228500795
"1999",1984-04-05,388.818035257789,49037,4,96,1984.2610428051,1612,1984,1999,5.96311145849035,263.677800627069,436.035039393146
"2000",1984-04-06,660.079265046533,49038,4,97,1984.26377504554,1612,1984,2000,6.49235992636457,297.902754727383,455.397626992608
"2001",1984-04-07,821.754299388497,49039,4,98,1984.26650728597,1612,1984,2001,6.71144144452151,369.702141327048,480.202240516691
"2002",1984-04-08,667.979665183394,49040,4,99,1984.26923952641,1612,1984,2002,6.50425773173107,430.152540428524,499.668656552838
"2003",1984-04-09,433.133899824769,49041,4,100,1984.27197176685,1612,1984,2003,6.07104691766904,464.796179328717,510.921299352311
"2004",1984-04-10,299.223533347293,49042,4,101,1984.27470400729,1612,1984,2004,5.70119089724285,485.40275295758,518.616874300438
"2005",1984-04-11,216.764876721705,49043,4,102,1984.27743624772,1612,1984,2005,5.37881324869961,498.250510681426,523.543061673709
"2006",1984-04-12,163.047819160324,49044,4,103,1984.28016848816,1612,1984,2006,5.09404352686421,465.997622667502,526.554086337579
"2007",1984-04-13,146.199295570961,49045,4,104,1984.2829007286,1612,1984,2007,4.98497072904799,392.586198456706,528.520219370444
"2008",1984-04-14,133.428397858687,49046,4,105,1984.28563296903,1612,1984,2008,4.89356498832773,294.25392680959,530.689289802284
"2009",1984-04-15,248.026675112725,49047,4,106,1984.28836520947,1612,1984,2009,5.51353630131913,234.260642513781,536.991675909073
"2010",1984-04-16,364.44430974595,49048,4,107,1984.29109744991,1612,1984,2010,5.89837375444237,224.447843931092,543.502584126204
"2011",1984-04-17,586.630085040579,49049,4,108,1984.29382969035,1612,1984,2011,6.37439444237546,265.505922744419,549.334595951647
"2012",1984-04-18,674.025311883107,49050,4,109,1984.29656193078,1612,1984,2012,6.51326766492986,330.82884205319,538.79978520762
"2013",1984-04-19,626.934396371996,49051,4,110,1984.29929417122,1612,1984,2013,6.44084190417307,397.098353083429,527.233297360894
"2014",1984-04-20,486.751848423859,49052,4,111,1984.30202641166,1612,1984,2014,6.18775444172606,445.7487177767,516.445522789307
"2015",1984-04-21,369.690005535747,49053,4,112,1984.30475865209,1612,1984,2015,5.91266483159217,479.50037601628,500.898866211744
"2016",1984-04-22,354.356433227108,49054,4,113,1984.30749089253,1612,1984,2016,5.87030328009953,494.690341461192,476.504375012568
"2017",1984-04-23,1064.89690073314,49055,4,114,1984.31022313297,1612,1984,2017,6.9706332666341,594.754997316506,473.829848873046
"2018",1984-04-24,1443.22412664186,49056,4,115,1984.31295537341,1612,1984,2018,7.27463486663111,717.125574688117,486.167498835879
"2019",1984-04-25,1313.95064375725,49057,4,116,1984.31568761384,1612,1984,2019,7.18079363651052,808.543479241567,503.212116586345
"2020",1984-04-26,963.317293597107,49058,4,117,1984.31841985428,1612,1984,2020,6.87038284205453,856.598178845154,512.088268054327
"2021",1984-04-27,732.733213616967,49059,4,118,1984.32115209472,1612,1984,2021,6.59678167058341,891.738373872741,511.861969257097
"2022",1984-04-28,579.33377762625,49060,4,119,1984.32388433515,1612,1984,2022,6.3618787840607,921.687484171384,506.522355926843
"2023",1984-04-29,365.003567461731,49061,4,120,1984.32661657559,1612,1984,2023,5.89990712740248,923.208503347759,504.67232196409
"2024",1984-04-30,306.26026966991,49062,4,121,1984.32934881603,1612,1984,2024,5.72443529491273,814.831841767297,504.242377846725
"2025",1984-05-01,192.978725772016,49063,5,122,1984.33208105647,1613,1984,2025,5.26257995366867,636.225355928748,502.514106323357
"2026",1984-05-02,148.804445436879,49064,5,123,1984.3348132969,1613,1984,2026,5.00263299720058,469.775899025837,501.119973587139
"2027",1984-05-03,113.974724403406,49065,5,124,1984.33754553734,1613,1984,2027,4.73597670805233,348.44124628388,499.753213802411
"2028",1984-05-04,104.120461867106,49066,5,125,1984.34027777778,1613,1984,2028,4.64554851602804,258.639424605328,498.996210109488
"2029",1984-05-05,89.8770881436617,49067,5,126,1984.34301001821,1613,1984,2029,4.49844304963681,188.71704039353,489.031511872351
"2030",1984-05-06,66.5723235822402,49068,5,127,1984.34574225865,1613,1984,2030,4.19828892934837,146.084005553603,469.247947156874
"2031",1984-05-07,77.3044083559689,49069,5,128,1984.34847449909,1613,1984,2031,4.34775098315187,113.376025365897,444.432950789123
"2032",1984-05-08,78.2388642861353,49070,5,129,1984.35120673953,1613,1984,2032,4.35976650985095,96.9846165821997,424.774924092548
"2033",1984-05-09,68.9792555235778,49071,5,130,1984.35393897996,1613,1984,2033,4.23380581480879,85.5810180231566,412.636435949175
"2034",1984-05-10,63.0044009397869,49072,5,131,1984.3566712204,1613,1984,2034,4.1432045801388,78.2995432426396,404.762464868925
"2035",1984-05-11,60.0877657638131,49073,5,132,1984.35940346084,1613,1984,2035,4.09580625615705,72.0091580850263,399.539894503662
"2036",1984-05-12,68.3562849034669,49074,5,133,1984.36213570128,1613,1984,2036,4.22473351071247,68.9347576221413,396.383510028433
"2037",1984-05-13,42.6162715543392,49075,5,134,1984.36486794171,1613,1984,2037,3.75223614171612,65.5124644752983,392.930742561212
"2038",1984-05-14,38.8218141409364,49076,5,135,1984.36760018215,1613,1984,2038,3.65898230876993,60.0149510160079,389.777189770621
"2039",1984-05-15,61.8434102386711,49077,5,136,1984.37033242259,1613,1984,2039,4.12460554892088,57.6727432949416,383.571080941486
"2040",1984-05-16,83.9871840989768,49078,5,137,1984.37306466302,1613,1984,2040,4.43066421695301,59.8167330914272,374.222510086587
"2041",1984-05-17,73.2550993252481,49079,5,138,1984.37579690346,1613,1984,2041,4.29394786083589,61.2811185750645,357.110010562742
"2042",1984-05-18,44.6834013392526,49080,5,139,1984.3785291439,1613,1984,2042,3.79960209796539,59.0804950858416,336.131946877947
"2043",1984-05-19,32.4788405543527,49081,5,140,1984.38126138434,1613,1984,2043,3.48058881743811,53.955145893111,316.316761684026
"2044",1984-05-20,66.5723235822402,49082,5,141,1984.38399362477,1613,1984,2044,4.19828892934837,57.377439039954,302.310777522638
"2045",1984-05-21,453.281336016083,49083,5,142,1984.38672586521,1613,1984,2045,6.11651298351892,116.585942164975,305.097155205316
"2046",1984-05-22,618.991520965582,49084,5,143,1984.38945810565,1613,1984,2046,6.42809157463534,196.178529411676,313.918324796599
"2047",1984-05-23,484.755510754867,49085,5,144,1984.39219034608,1613,1984,2047,6.18364466229923,253.431147505375,294.580278463989
"2048",1984-05-24,432.284394433708,49086,5,145,1984.39492258652,1613,1984,2048,6.06908369209466,304.721046806584,260.882287390384
"2049",1984-05-25,370.553669349992,49087,5,146,1984.39765482696,1613,1984,2049,5.91499829079063,351.273942236689,229.435721576809
"2050",1984-05-26,388.818035257789,49088,5,147,1984.4003870674,1613,1984,2050,5.96311145849035,402.179541480037,210.285746298832
"2051",1984-05-27,424.922014377852,49089,5,148,1984.40311930783,1613,1984,2051,6.05190565650552,453.372354450839,200.025372990861
"2052",1984-05-28,362.285150210338,49090,5,149,1984.40585154827,1613,1984,2052,5.8924316095102,440.372899335733,192.790418743664
"2053",1984-05-29,416.087158310825,49091,5,150,1984.40858378871,1613,1984,2053,6.03089475348628,411.386561813624,194.493205105301
"2054",1984-05-30,436.022218154374,49092,5,151,1984.41131602914,1613,1984,2054,6.07769320112033,404.424662870697,198.818603388116
"2055",1984-05-31,346.314448858404,49093,5,152,1984.41404826958,1613,1984,2055,5.84734717406787,392.143242074225,203.929794157662
"2056",1984-06-01,250.518557593168,49094,6,153,1984.41678051002,1614,1984,2056,5.52353299998923,374.995368966107,207.320264562872
"2057",1984-06-02,189.155951512244,49095,6,154,1984.41951275046,1614,1984,2057,5.24257181509498,346.472214145315,209.8263054665
"2058",1984-06-03,135.9485971855,49096,6,155,1984.42224499089,1614,1984,2058,4.91227685241914,305.19029740355,210.887243310446
"2059",1984-06-04,116.863042733011,49097,6,156,1984.42497723133,1614,1984,2059,4.76100267420826,270.129996335361,211.786775130091
"2060",1984-06-05,99.2782811380626,49098,6,157,1984.42770947177,1614,1984,2060,4.59792682747152,224.871585310681,212.876973715286
"2061",1984-06-06,91.8592673894691,49099,6,158,1984.4304417122,1614,1984,2061,4.52025770357158,175.705449487123,213.362135683069
"2062",1984-06-07,91.1796630766208,49100,6,159,1984.43317395264,1614,1984,2062,4.51283187963283,139.257622946868,213.793495642752
"2063",1984-06-08,84.6384715654564,49101,6,160,1984.43590619308,1614,1984,2063,4.43838890988286,115.560467800052,214.315469510814
"2064",1984-06-09,67.7616311297247,49102,6,161,1984.43863843352,1614,1984,2064,4.21599612221648,98.2184220311206,214.474043850479
"2065",1984-06-10,56.0667735794609,49103,6,162,1984.44137067395,1614,1984,2065,4.02654336575586,86.8067329445437,214.340010777667
"2066",1984-06-11,43.3808264062935,49104,6,163,1984.44410291439,1614,1984,2066,3.77001755561592,76.3092734692983,213.507495494428
"2067",1984-06-12,48.3929082135494,49105,6,164,1984.44683515483,1614,1984,2067,3.87935327847338,69.0399344800821,213.700050049735
"2068",1984-06-13,37.5758729007146,49106,6,165,1984.44956739526,1614,1984,2068,3.62636216625981,61.2851638388315,213.658518675061
"2069",1984-06-14,34.0362671046299,49107,6,166,1984.4522996357,1614,1984,2069,3.52742663566571,53.1218215571185,212.731613903926
"2070",1984-06-15,35.083990420271,49108,6,167,1984.45503187614,1614,1984,2070,3.55774491303788,46.0426099649491,211.101507447969
"2071",1984-06-16,42.6162715543392,49109,6,168,1984.45776411658,1614,1984,2071,3.75223614171612,42.4504157398941,210.080213188939
"2072",1984-06-17,56.6331105068345,49110,6,169,1984.46049635701,1614,1984,2072,4.03659380545526,42.5313210152331,210.478536827859
"2073",1984-06-18,43.1684500585284,49111,6,170,1984.46322859745,1614,1984,2073,3.76510990571526,42.500981536981,210.834857144664
"2074",1984-06-19,31.4594340850803,49112,6,171,1984.46596083789,1614,1984,2074,3.44869890907293,40.0819138043425,209.664427494759
"2075",1984-06-20,30.4117107694392,49113,6,172,1984.46869307832,1614,1984,2075,3.41482775691189,39.0584620713032,195.568773319871
"2076",1984-06-21,23.6439844873253,49114,6,173,1984.47142531876,1614,1984,2076,3.16310872686841,37.5738502688311,175.723855437262
"2077",1984-06-22,22.624578018053,49115,6,174,1984.4741575592,1614,1984,2077,3.11903683827627,35.7939342113714,160.319491012702
"2078",1984-06-23,26.7305207415112,49116,6,175,1984.47688979964,1614,1984,2078,3.28580601149908,33.5245412381103,146.801028556295
"2079",1984-06-24,30.4117107694392,49117,6,176,1984.47962204007,1614,1984,2079,3.41482775691189,29.7786269899109,135.462963270277
"2080",1984-06-25,19.6654675725262,49118,6,177,1984.48235428051,1614,1984,2080,2.97886418249031,26.4210580633392,123.157877680768
"2081",1984-06-26,36.1033968895434,49119,6,178,1984.48508652095,1614,1984,2081,3.58638695757527,27.0844813211196,110.197257097825
"2082",1984-06-27,67.1669773559825,49120,6,179,1984.48781876138,1614,1984,2082,4.20718171835531,32.3352336906258,100.359984669346
"2083",1984-06-28,47.3168680515396,49121,6,180,1984.49055100182,1614,1984,2083,3.85686685035044,35.7170741997993,88.0676416607032
"2084",1984-06-29,33.5265638699937,49122,6,181,1984.49328324226,1614,1984,2084,3.5123380759543,37.2745007500765,74.6511198512239
"2085",1984-06-30,31.9691373197165,49123,6,182,1984.4960154827,1614,1984,2085,3.46477097865126,38.022874546963,64.1729427999343
"2086",1984-07-01,31.4594340850803,49124,7,183,1984.49874772313,1615,1984,2086,3.44869890907293,38.1725493063403,56.8709720163314
"2087",1984-07-02,27.5233924398341,49125,7,184,1984.50147996357,1615,1984,2087,3.3150362772641,39.29511000167,51.483220047251
"2088",1984-07-03,30.4117107694392,49126,7,185,1984.50421220401,1615,1984,2088,3.41482775691189,38.4820119845123,47.9653238333823
"2089",1984-07-04,23.1342812526892,49127,7,186,1984.50694444444,1615,1984,2089,3.14131555434617,32.1916268268989,44.8410317840383
"2090",1984-07-05,21.0954683141444,49128,7,187,1984.50967668488,1615,1984,2090,3.04905824557375,28.4457125786996,42.234938023241
"2091",1984-07-06,23.6439844873253,49129,7,188,1984.51240892532,1615,1984,2091,3.16310872686841,27.0339155240327,39.9610952598362
"2092",1984-07-07,16.0267528141511,49130,7,189,1984.51514116576,1615,1984,2092,2.77425937680341,24.7564320232377,37.4559982510872
"2093",1984-07-08,21.0954683141444,49131,7,190,1984.51787340619,1615,1984,2093,3.04905824557375,23.2758654845325,35.3378981427101
"2094",1984-07-09,37.5475560543459,49132,7,191,1984.52060564663,1615,1984,2094,3.62560829098805,24.7078888580342,34.3307623068642
"2095",1984-07-10,39.0766657582545,49133,7,192,1984.52333788707,1615,1984,2095,3.66552550516871,25.9457395707221,33.7644253794906
"2096",1984-07-11,40.5491417694257,49134,7,193,1984.5260701275,1615,1984,2096,3.70251461558839,28.4335767873988,33.670035891595
"2097",1984-07-12,27.268540822516,49135,7,194,1984.52880236794,1615,1984,2097,3.3057336869006,29.3154442885947,32.9658903118939
"2098",1984-07-13,26.220817506875,49136,7,195,1984.53153460838,1615,1984,2098,3.26655365660141,29.6835632913875,32.5873884654326
"2099",1984-07-14,25.6827974258701,49137,7,196,1984.53426684882,1615,1984,2099,3.24582140691809,31.0629982359188,32.3089394761406
"2100",1984-07-15,21.0954683141444,49138,7,197,1984.53699908925,1615,1984,2100,3.04905824557375,31.0629982359188,31.8426554059364
"2101",1984-07-16,18.0514073295116,49139,7,198,1984.53973132969,1615,1984,2101,2.89322365013351,28.277834132371,31.0238265984421
"2102",1984-07-17,17.357644593479,49140,7,199,1984.54246357013,1615,1984,2102,2.85403301992769,25.1751168231174,29.7146444013303
"2103",1984-07-18,19.1699227610743,49141,7,200,1984.54519581056,1615,1984,2103,2.95334252789317,22.1209426790672,28.9146934914152
"2104",1984-07-19,14.809128420298,49142,7,201,1984.547928051,1615,1984,2104,2.69524377579155,20.3410266216075,28.3596833025891
"2105",1984-07-20,12.4588301716978,49143,7,202,1984.55066029144,1615,1984,2105,2.52242962225005,18.3750284308679,27.761253949331
"2106",1984-07-21,10.335066694047,49144,7,203,1984.55339253188,1615,1984,2106,2.33554264633468,16.1824954691789,27.3176233562218
"2107",1984-07-22,9.31566022477461,49145,7,204,1984.55612477231,1615,1984,2107,2.2316968791344,14.499665742126,26.8739927631125
"2108",1984-07-23,8.65021433511069,49146,7,205,1984.55885701275,1615,1984,2108,2.15758409926232,13.1566381714973,26.2713158828991
"2109",1984-07-24,7.75823367449735,49147,7,206,1984.56158925319,1615,1984,2109,2.04875468902013,11.7852937545,25.5161999797344
"2110",1984-07-25,9.99526453762286,49148,7,207,1984.56432149362,1615,1984,2110,2.3021114345979,10.4746282940069,25.193859878571
"2111",1984-07-26,19.1699227610743,49149,7,208,1984.56705373406,1615,1984,2111,2.95334252789317,11.0975989141178,24.6294107409553
"2112",1984-07-27,32.4788405543527,49150,7,209,1984.5697859745,1615,1984,2112,3.48058881743811,13.9576003973542,23.4731395142343
"2113",1984-07-28,23.6439844873253,49151,7,210,1984.57251821494,1615,1984,2113,3.16310872686841,15.8588743678225,22.6840433954272
"2114",1984-07-29,23.1342812526892,49152,7,211,1984.57525045537,1615,1984,2114,3.14131555434617,17.8329630860961,22.3376339748504
"2115",1984-07-30,21.0954683141444,49153,7,212,1984.57798269581,1615,1984,2115,3.04905824557375,19.6108565116723,21.9751783413313
"2116",1984-07-31,20.5857650795082,49154,7,213,1984.58071493625,1615,1984,2116,3.02459982137639,21.4433609981024,21.6127227078122
"2117",1984-08-01,16.47982235605,49155,8,214,1984.58344717668,1616,1984,2117,2.80213674505733,22.3697264007349,21.2446037050194
"2118",1984-08-02,16.47982235605,49156,8,215,1984.58617941712,1616,1984,2118,2.80213674505733,21.9854263428742,20.7802074245731
"2119",1984-08-03,20.076061844872,49157,8,216,1984.58891165756,1616,1984,2119,2.9995281523255,20.2136008129484,20.6782667776459
"2120",1984-08-04,16.0267528141511,49158,8,217,1984.591643898,1616,1984,2120,2.77425937680341,19.1254248596378,20.5093095943128
"2121",1984-08-05,22.1148747834168,49159,8,218,1984.59437613843,1616,1984,2121,3.09625044923855,18.9797953640275,20.4583392708491
"2122",1984-08-06,29.3639874537982,49160,8,219,1984.59710837887,1616,1984,2122,3.3797690069837,20.161012383978,20.9029137588374
"2123",1984-08-07,71.414504311284,49161,8,220,1984.59984061931,1616,1984,2123,4.2685009903297,27.4222608456603,22.580214958742
"2124",1984-08-08,73.5595054237114,49162,8,221,1984.60257285974,1616,1984,2124,4.29809467627294,35.5765012838976,23.7806132710542
"2125",1984-08-09,53.7447921772294,49163,8,222,1984.60530510018,1616,1984,2125,3.98424677258769,40.900068401209,24.2695508183534
"2126",1984-08-10,50.5449885375688,49164,8,223,1984.60803734062,1616,1984,2126,3.92286380182924,45.2527722144514,24.6027457106248
"2127",1984-08-11,41.0588450040619,49165,8,224,1984.61076958106,1616,1984,2127,3.71500628172759,48.8287853844386,25.0624225166763
"2128",1984-08-12,36.1033968895434,49166,8,225,1984.61350182149,1616,1984,2128,3.58638695757527,50.8271456853139,25.391841829432
"2129",1984-08-13,29.6188390711163,49167,8,226,1984.61623406193,1616,1984,2129,3.38841061398364,50.8635530592164,25.5230432176068
"2130",1984-08-14,24.1536877219615,49168,8,227,1984.61896630237,1616,1984,2130,3.18443706914336,44.1120078321704,25.6249838645341
"2131",1984-08-15,19.6229923029732,49169,8,228,1984.62169854281,1616,1984,2131,2.97670195540195,36.4067916720649,25.6773700303161
"2132",1984-08-16,14.809128420298,49170,8,229,1984.62443078324,1616,1984,2132,2.69524377579155,30.8445539925033,25.5924194912101
"2133",1984-08-17,11.0146710068952,49171,8,230,1984.62716302368,1616,1984,2133,2.39922811207292,25.1973657738356,25.3205777660708
"2134",1984-08-18,16.9328918979488,49172,8,231,1984.62989526412,1616,1984,2134,2.82925799655775,21.7508010443909,25.3913698819925
"2135",1984-08-19,10.335066694047,49173,8,232,1984.63262750455,1616,1984,2135,2.33554264633468,18.0696110164629,25.3205777660708
"2136",1984-08-20,11.0288294300796,49174,8,233,1984.63535974499,1616,1984,2136,2.40051270162092,15.4138953534576,25.3437031906052
"2137",1984-08-21,13.2233850236521,49175,8,234,1984.63809198543,1616,1984,2137,2.58198685487384,13.8524235394134,25.4739606839011
"2138",1984-08-22,15.5736832722523,49176,8,235,1984.64082422587,1616,1984,2138,2.74558251999232,13.273950820739,25.7047429818058
"2139",1984-08-23,9.65546238119873,49177,8,236,1984.6435564663,1616,1984,2139,2.26752380507025,12.5377128151534,25.7679839386959
"2140",1984-08-24,9.99526453762286,49178,8,237,1984.64628870674,1616,1984,2140,2.3021114345979,12.3920833195431,25.7679839386959
"2141",1984-08-25,14.809128420298,49179,8,238,1984.64902094718,1616,1984,2141,2.69524377579155,12.0886885370215,25.6226241273367
"2142",1984-08-26,14.4126925711365,49180,8,239,1984.65175318761,1616,1984,2142,2.66810924690307,12.6712065194629,25.0204191945628
"2143",1984-08-27,12.8552660208593,49181,8,240,1984.65448542805,1616,1984,2143,2.55375353446401,12.9321260324314,24.6607952456806
"2144",1984-08-28,9.65546238119873,49182,8,241,1984.65721766849,1616,1984,2144,2.26752380507025,12.4224227977952,24.2115012832976
"2145",1984-08-29,5.52120281137184,49183,8,242,1984.65994990893,1616,1984,2145,1.70859573716295,10.9863541605266,23.6923590998718
"2146",1984-08-30,10.6748688504711,49184,8,243,1984.66268214936,1616,1984,2146,2.36789227336907,11.1319836561369,23.3619958922373
"2147",1984-08-31,8.63605591192635,49185,8,244,1984.6654143898,1616,1984,2147,2.15594598691673,10.9378109953231,23.1005370107665
"2148",1984-09-01,6.08753973874539,49186,9,245,1984.66814663024,1617,1984,2148,1.80624401631272,9.69186975510132,22.7541275901897
"2149",1984-09-02,9.65546238119873,49187,9,246,1984.67087887067,1617,1984,2149,2.26752380507025,9.01226544225306,22.4067742747339
"2150",1984-09-03,9.65546238119873,49188,9,247,1984.67361111111,1617,1984,2150,2.26752380507025,8.55515063658727,22.1943979269688
"2151",1984-09-04,14.016256721975,49189,9,248,1984.67634335155,1617,1984,2151,2.64021785037725,9.17812125669817,21.9244439915874
"2152",1984-09-05,21.6051715487806,49190,9,249,1984.67907559199,1617,1984,2152,3.07293270958753,11.475831076328,21.6658167947535
"2153",1984-09-06,18.2637836772766,49191,9,250,1984.68180783242,1617,1984,2153,2.90492006494341,12.5599617658716,19.8941261069533
"2154",1984-09-07,14.4126925711365,49192,9,251,1984.68454007286,1617,1984,2154,2.66810924690307,13.3851955743302,17.9225656785341
"2155",1984-09-08,13.6198208728136,49193,9,252,1984.6872723133,1617,1984,2155,2.61152614885908,14.46123573634,16.5850666350536
"2156",1984-09-09,10.335066694047,49194,9,253,1984.69000455373,1617,1984,2156,2.33554264633468,14.5583220667469,15.2447359069362
"2157",1984-09-10,11.9349685138773,49195,9,254,1984.69273679417,1617,1984,2157,2.47947262165386,14.8839657999867,14.27394002393
"2158",1984-09-11,12.8552660208593,49196,9,255,1984.69546903461,1617,1984,2158,2.55375353446401,14.7181099855415,13.4990023283072
"2159",1984-09-12,14.4126925711365,49197,9,256,1984.69820127505,1617,1984,2159,2.66810924690307,13.6906129887353,12.9921307783079
"2160",1984-09-13,17.357644593479,49198,9,257,1984.70093351548,1617,1984,2160,2.85403301992769,13.5611645481927,12.7655960073585
"2161",1984-09-14,11.0146710068952,49199,9,258,1984.70366575592,1617,1984,2161,2.39922811207292,13.0757328961583,12.4786519641559
"2162",1984-09-15,16.9328918979488,49200,9,259,1984.70639799636,1617,1984,2162,2.82925799655775,13.5490287568919,12.5494440800776
"2163",1984-09-16,16.9328918979488,49201,9,260,1984.70913023679,1617,1984,2163,2.82925799655775,14.4915752145921,12.7467181097793
"2164",1984-09-17,15.2197226926438,49202,9,261,1984.71186247723,1617,1984,2164,2.72259213233614,14.9608258115588,12.6896124696025
"2165",1984-09-18,18.7168532191755,49203,9,262,1984.71459471767,1617,1984,2165,2.92942435965325,15.7981954113182,12.9690053537735
"2166",1984-09-19,16.9328918979488,49204,9,263,1984.71732695811,1617,1984,2166,2.82925799655775,16.1582238865771,13.1658074360358
"2167",1984-09-20,15.1772474230908,49205,9,264,1984.72005919854,1617,1984,2167,2.71979742634821,15.8467385765217,13.2309361826837
"2168",1984-09-21,6.62555981975026,49206,9,265,1984.72279143898,1617,1984,2168,1.89093486939665,15.2197226926438,12.9326654009337
"2169",1984-09-22,14.016256721975,49207,9,266,1984.72552367942,1617,1984,2169,2.64021785037725,14.8030605246476,13.0780252122929
"2170",1984-09-23,8.63605591192635,49208,9,267,1984.72825591985,1617,1984,2170,2.15594598691673,13.6177982409301,13.032718258103
"2171",1984-09-24,7.47506521081058,49209,9,268,1984.73098816029,1617,1984,2171,2.01157284309296,12.5114186006682,12.7882494844534
"2172",1984-09-25,11.6659584733748,49210,9,269,1984.73372040073,1617,1984,2172,2.45667506869669,11.5041479226967,12.6966916811947
"2173",1984-09-26,5.80437127505861,49211,9,270,1984.73645264117,1617,1984,2173,1.75861130180073,9.91435926228379,12.4616618563347
"2174",1984-09-27,9.65546238119873,49212,9,271,1984.7391848816,1617,1984,2174,2.26752380507025,9.12553282772777,12.4616618563347
"2175",1984-09-28,16.47982235605,49213,9,272,1984.74191712204,1617,1984,2175,2.80213674505733,10.5332846186277,12.8269491744906
"2176",1984-09-29,16.47982235605,49214,9,273,1984.74464936248,1617,1984,2176,2.80213674505733,10.8852225663527,13.0204476246766
"2177",1984-09-30,14.809128420298,49215,9,274,1984.74738160291,1617,1984,2177,2.69524377579155,11.7670900675487,13.2262167082889
"2178",1984-10-01,19.6229923029732,49216,10,275,1984.75011384335,1618,1985,2178,2.97670195540195,13.5025082235719,13.6773984604299
"2179",1984-10-02,20.5857650795082,49217,10,276,1984.75284608379,1618,1985,2179,3.02459982137639,14.7767663101624,14.0417418837069
"2180",1984-10-03,20.076061844872,49218,10,277,1984.75557832423,1618,1985,2180,2.9995281523255,16.8155792487071,14.3890951991626
"2181",1984-10-04,12.8552660208593,49219,10,278,1984.75831056466,1618,1985,2181,2.55375353446401,17.2726940543729,14.3503955091254
"2182",1984-10-05,11.3544731633194,49220,10,279,1984.7610428051,1618,1985,2182,2.42961177759162,16.5405013125543,14.0087055629434
"2183",1984-10-06,9.99526453762286,49221,10,280,1984.76377504554,1618,1985,2183,2.3021114345979,15.6141359099218,13.7330882582883
"2184",1984-10-07,13.2233850236521,49222,10,281,1984.76650728597,1618,1985,2184,2.58198685487384,15.3876011389724,13.6934446733721
"2185",1984-10-08,18.2637836772766,49223,10,282,1984.76923952641,1618,1985,2185,2.90492006494341,15.1934284781586,13.8482434335209
"2186",1984-10-09,18.2637836772766,49224,10,283,1984.77197176685,1618,1985,2186,2.90492006494341,14.8617168492684,14.1125339996285
"2187",1984-10-10,33.5265638699937,49225,10,284,1984.77470400729,1618,1985,2187,3.5123380759543,16.7832171385715,14.8322538448324
"2188",1984-10-11,29.3639874537982,49226,10,285,1984.77743624772,1618,1985,2188,3.3797690069837,19.1416059147056,15.3825445592637
"2189",1984-10-12,35.5936936549072,49227,10,286,1984.78016848816,1618,1985,2189,3.57216847764096,22.6043516992182,16.0885779287227
"2190",1984-10-13,34.5459703392661,49228,10,287,1984.7829007286,1618,1985,2190,3.54229091068409,26.1115953851672,16.661522120249
"2191",1984-10-14,28.3162641381571,49229,10,288,1984.78563296903,1618,1985,2191,3.34343634409831,28.2677209729537,17.2382418912911
"2192",1984-10-15,24.9182425739158,49230,10,289,1984.78836520947,1618,1985,2192,3.21560016871635,29.2183579581878,17.5044202471566
"2193",1984-10-16,32.4788405543527,49231,10,290,1984.79109744991,1618,1985,2193,3.48058881743811,31.2490803691987,18.0226185357034
"2194",1984-10-17,40.5491417694257,49232,10,291,1984.79382969035,1618,1985,2194,3.70251461558839,32.2523057834033,18.8669325049295
"2195",1984-10-18,35.5936936549072,49233,10,292,1984.79656193078,1618,1985,2195,3.57216847764096,33.1422638121331,19.4294938527872
"2196",1984-10-19,45.702807808525,49234,10,293,1984.79929417122,1618,1985,2196,3.82215973602429,34.5864229769357,20.3884910498064
"2197",1984-10-20,27.268540822516,49235,10,294,1984.80202641166,1618,1985,2197,3.3057336869006,33.5467901888285,20.7915341631206
"2198",1984-10-21,34.0362671046299,49236,10,295,1984.80475865209,1618,1985,2198,3.52742663566571,34.3639334697532,21.7052244059499
"2199",1984-10-22,42.2198357051777,49237,10,296,1984.80749089253,1618,1985,2199,3.74289015101463,36.835589631362,22.64534370539
"2200",1984-10-23,61.8434102386711,49238,10,297,1984.81022313297,1618,1985,2200,4.12460554892088,41.0305281576932,24.4189221829481
"2201",1984-10-24,65.3830160347558,49239,10,298,1984.81295537341,1618,1985,2201,4.18026253107875,44.5782244813118,26.349187210413
"2202",1984-10-25,52.7537025543257,49240,10,299,1984.81568761384,1618,1985,2202,3.96563396049626,47.0296543240859,27.718778679778
