Year,Month,Day,PRCP,SNOW,Total Precip (mm),,
1987,6,30,0,0,0,,
1987,7,1,1.8,0,1.8,,
1987,7,2,2.4,0,2.4,,
1987,7,3,0,0,0,,
1987,7,4,0,0,0,,
1987,7,5,0,0,0,,
1987,7,6,0,0,0,,
1987,7,7,0,0,0,,
1987,7,8,0,0,0,,
1987,7,9,0,0,0,,
1987,7,10,0,0,0,,
1987,7,11,0,0,0,,
1987,7,12,0,0,0,,
1987,7,13,38.6,0,38.6,,
1987,7,14,11,0,11,,
1987,7,15,0,0,0,,
1987,7,16,0,0,0,,
1987,7,17,0,0,0,,
1987,7,18,0,0,0,,
1987,7,19,2,0,2,,
1987,7,20,0,0,0,,
1987,7,21,0,0,0,,
1987,7,22,0,0,0,,
1987,7,23,0,0,0,,
1987,7,24,22.2,0,22.2,,
1987,7,25,69.4,0,69.4,,
1987,7,26,0,0,0,,
1987,7,27,0,0,0,,
1987,7,28,0,0,0,,
1987,7,29,0,0,0,,
1987,7,30,0,0,0,,
1987,7,31,0,0,0,,
1987,8,1,0.4,0,0.4,,
1987,8,2,16.4,0,16.4,,
1987,8,3,0,0,0,,
1987,8,4,0,0,0,,
1987,8,5,0,0,0,,
1987,8,6,0,0,0,,
1987,8,7,0,0,0,,
1987,8,8,1,0,1,,
1987,8,9,46.8,0,46.8,,
1987,8,10,0,0,0,,
1987,8,11,0,0,0,,
1987,8,12,0,0,0,,
1987,8,13,0,0,0,,
1987,8,14,0,0,0,,
1987,8,15,0,0,0,,
1987,8,16,0,0,0,,
1987,8,17,1.2,0,1.2,,
1987,8,18,0,0,0,,
1987,8,19,0,0,0,,
1987,8,20,0,0,0,,
1987,8,21,1,0,1,,
1987,8,22,0,0,0,,
1987,8,23,0,0,0,,
1987,8,24,0,0,0,,
1987,8,25,0,0,0,,
1987,8,26,14.6,0,14.6,,
1987,8,27,4,0,4,,
1987,8,28,7.4,0,7.4,,
1987,8,29,0.4,0,0.4,,
1987,8,30,0,0,0,,
1987,8,31,1.8,0,1.8,,
1987,9,1,7.2,0,7.2,,
1987,9,2,3.4,0,3.4,,
1987,9,3,0,0,0,,
1987,9,4,0,0,0,,
1987,9,5,0,0,0,,
1987,9,6,0,0,0,,
1987,9,7,8,0,8,,
1987,9,8,27.4,0,27.4,,
1987,9,9,0,0,0,,
1987,9,10,0,0,0,,
1987,9,11,25,0,25,,
1987,9,12,13.3,0,13.3,,
1987,9,13,0,0,0,,
1987,9,14,0,0,0,,
1987,9,15,1.9,0,1.9,,
1987,9,16,1.2,0,1.2,,
1987,9,17,11.8,0,11.8,,
1987,9,18,3,0,3,,
1987,9,19,11.8,0,11.8,,
1987,9,20,1.8,0,1.8,,
1987,9,21,8.6,0,8.6,,
1987,9,22,2,0,2,,
1987,9,23,0,0,0,,
1987,9,24,0,0,0,,
1987,9,25,0,0,0,,
1987,9,26,0,0,0,,
1987,9,27,0,0,0,,
1987,9,28,0,0,0,,
1987,9,29,8.2,0,8.2,,
1987,9,30,2,0,2,,
1987,10,1,1,0,1,,
1987,10,2,4.6,0,4.6,,
1987,10,3,0,0,0,,
1987,10,4,0,0,0,,
1987,10,5,0,0,0,,
1987,10,6,9.2,0,9.2,,
1987,10,7,4.4,0,4.4,,
1987,10,8,0,0,0,,
1987,10,9,0,0,0,,
1987,10,10,8.2,0,8.2,,
1987,10,11,0,0,0,,
1987,10,12,0,0,0,,
1987,10,13,0,0,0,,
1987,10,14,0,0,0,,
1987,10,15,0,0,0,,
1987,10,16,0,0,0,,
1987,10,17,6.4,0,6.4,,
1987,10,18,0,0,0,,
1987,10,19,0,0,0,,
1987,10,20,1.4,0,1.4,,
1987,10,21,8.4,0,8.4,,
1987,10,22,11.6,0,11.6,,
1987,10,23,0,0,0,,
1987,10,24,8.4,0,8.4,,
1987,10,25,0,0,0,,
1987,10,26,0,0,0,,
1987,10,27,4.8,0,4.8,,
1987,10,28,1.4,0,1.4,,
1987,10,29,0.6,0,0.6,,
1987,10,30,0,0,0,,
1987,10,31,0,0,0,,
1987,11,1,0,0,0,,
1987,11,2,2,0,2,,
1987,11,3,0.8,0,0.8,,
1987,11,4,0,0,0,,
1987,11,5,0,0,0,,
1987,11,6,0.2,0,0.2,,
1987,11,7,1.8,0,1.8,,
1987,11,8,10.2,0,10.2,,
1987,11,9,0,0,0,,
1987,11,10,0,0,0,,
1987,11,11,0,0,0,,
1987,11,12,0,0,0,,
1987,11,13,0.2,0,0.2,,
1987,11,14,0,0,0,,
1987,11,15,0,0,0,,
1987,11,16,0,0,0,,
1987,11,17,9.4,0,9.4,,
1987,11,18,1,0,1,,
1987,11,19,2,0.4,2.4,,
1987,11,20,0,0.6,0.6,,
1987,11,21,0,0,0,,
1987,11,22,0,0,0,,
1987,11,23,1,0,1,,
1987,11,24,3.2,0,3.2,,
1987,11,25,19.2,0,19.2,,
1987,11,26,0,0,0,,
1987,11,27,0,0,0,,
1987,11,28,24.2,0,24.2,,
1987,11,29,7.4,0,7.4,,
1987,11,30,2,0,2,,
1987,12,1,0.8,1.6,2.4,,
1987,12,2,0,2.8,2.8,,
1987,12,3,0,5.4,5.4,,
1987,12,4,0,3.6,3.6,,
1987,12,5,0,0,0,,
1987,12,6,0,0,0,,
1987,12,7,0,0,0,,
1987,12,8,3.1,0,3.1,,
1987,12,9,4.2,0,4.2,,
1987,12,10,0,0,0,,
1987,12,11,3.3,0,3.3,,
1987,12,12,0.4,0,0.4,,
1987,12,13,0,0,0,,
1987,12,14,0.8,0,0.8,,
1987,12,15,27.6,0,27.6,,
1987,12,16,0.4,0,0.4,,
1987,12,17,0,0,0,,
1987,12,18,0,0,0,,
1987,12,19,10,0,10,,
1987,12,20,3.4,0,3.4,,
1987,12,21,0,0,0,,
1987,12,22,1.2,0,1.2,,
1987,12,23,0,0,0,,
1987,12,24,3.2,0,3.2,,
1987,12,25,0,0.4,0.4,,
1987,12,26,0,0,0,,
1987,12,27,0,0,0,,
1987,12,28,0,5.6,5.6,,
1987,12,29,0,0.8,0.8,,
1987,12,30,0,0,0,,
1987,12,31,0,0,0,,
1988,1,1,0,0,0,,
1988,1,2,0,0,0,,
1988,1,3,0,0,0,,
1988,1,4,0,0,0,,
1988,1,5,0,0,0,,
1988,1,6,0,0,0,,
1988,1,7,0,0,0,,
1988,1,8,0,0,0,,
1988,1,9,0,0,0,,
1988,1,10,0,0,0,,
1988,1,11,0,0,0,,
1988,1,12,1.2,0,1.2,,
1988,1,13,0,0,0,,
1988,1,14,0,0,0,,
1988,1,15,0,0,0,,
1988,1,16,0,0,0,,
1988,1,17,4.6,0,4.6,,
1988,1,18,3,0,3,,
1988,1,19,4.6,0,4.6,,
1988,1,20,0.6,0,0.6,,
1988,1,21,2.2,0,2.2,,
1988,1,22,0,0,0,,
1988,1,23,0,0,0,,
1988,1,24,5.2,0,5.2,,
1988,1,25,0,6,6,,
1988,1,26,0,12,12,,
1988,1,27,0,0,0,,
1988,1,28,0,0,0,,
1988,1,29,0,0,0,,
1988,1,30,0,0,0,,
1988,1,31,4.2,0,4.2,,
1988,2,1,7,0.8,7.8,,
1988,2,2,0,0,0,,
1988,2,3,0,10,10,,
1988,2,4,0,0,0,,
1988,2,5,0,1.6,1.6,,
1988,2,6,0,10,10,,
1988,2,7,0,3,3,,
1988,2,8,0,1.2,1.2,,
1988,2,9,0,7,7,,
1988,2,10,0,0,0,,
1988,2,11,0,5.4,5.4,,
1988,2,12,0,0.8,0.8,,
1988,2,13,0,0,0,,
1988,2,14,0,0,0,,
1988,2,15,1.6,0,1.6,,
1988,2,16,0,0,0,,
1988,2,17,0,0,0,,
1988,2,18,0,0,0,,
1988,2,19,11,0,11,,
1988,2,20,1,2,3,,
1988,2,21,0,0,0,,
1988,2,22,11.8,0,11.8,,
1988,2,23,0,0,0,,
1988,2,24,0,1.8,1.8,,
1988,2,25,0,0,0,,
1988,2,26,0,0,0,,
1988,2,27,0,0,0,,
1988,2,28,0,0,0,,
1988,2,29,0,2,2,,
1988,3,1,0,0,0,,
1988,3,2,0,0,0,,
1988,3,3,0,0,0,,
1988,3,4,0,0,0,,
1988,3,5,0,0,0,,
1988,3,6,0,0,0,,
1988,3,7,0,0,0,,
1988,3,8,1.8,0,1.8,,
1988,3,9,5,0,5,,
1988,3,10,0,0,0,,
1988,3,11,0,0,0,,
1988,3,12,4.6,0,4.6,,
1988,3,13,0,0.4,0.4,,
1988,3,14,0,0.2,0.2,,
1988,3,15,0,0,0,,
1988,3,16,0,0,0,,
1988,3,17,0,0,0,,
1988,3,18,0,3.2,3.2,,
1988,3,19,0,0.2,0.2,,
1988,3,20,0,0.2,0.2,,
1988,3,21,0,0,0,,
1988,3,22,0,0,0,,
1988,3,23,1.8,0,1.8,,
1988,3,24,4.6,0,4.6,,
1988,3,25,19.6,0,19.6,,
1988,3,26,12.8,0,12.8,,
1988,3,27,0,0,0,,
1988,3,28,0,0,0,,
1988,3,29,0,0,0,,
1988,3,30,0.6,0,0.6,,
1988,3,31,0,0,0,,
1988,4,1,0,0,0,,
1988,4,2,0.6,0,0.6,,
1988,4,3,20,0,20,,
1988,4,4,0.2,0,0.2,,
1988,4,5,0,0,0,,
1988,4,6,2.4,0,2.4,,
1988,4,7,2.8,0,2.8,,
1988,4,8,0,0,0,,
1988,4,9,0,0,0,,
1988,4,10,0,0,0,,
1988,4,11,0,0,0,,
1988,4,12,0,0,0,,
1988,4,13,0,0,0,,
1988,4,14,0.6,2.4,3,,
1988,4,15,0,1.4,1.4,,
1988,4,16,0,0,0,,
1988,4,17,2.4,0,2.4,,
1988,4,18,0,1.6,1.6,,
1988,4,19,0,0,0,,
1988,4,20,1.2,0,1.2,,
1988,4,21,0,0,0,,
1988,4,22,0.6,0,0.6,,
1988,4,23,3.8,0,3.8,,
1988,4,24,0,0,0,,
1988,4,25,0,0,0,,
1988,4,26,1.2,0,1.2,,
1988,4,27,3.4,0,3.4,,
1988,4,28,1.2,0,1.2,,
1988,4,29,10.6,0,10.6,,
1988,4,30,0,0,0,,
1988,5,1,0,0,0,,
1988,5,2,0,0,0,,
1988,5,3,0,0,0,,
1988,5,4,1.2,0,1.2,,
1988,5,5,5.2,0,5.2,,
1988,5,6,0,0,0,,
1988,5,7,0,0,0,,
1988,5,8,2,0,2,,
1988,5,9,5.2,0,5.2,,
1988,5,10,0,0,0,,
1988,5,11,0,0,0,,
1988,5,12,0,0,0,,
1988,5,13,3.2,0,3.2,,
1988,5,14,0,0,0,,
1988,5,15,9.6,0,9.6,,
1988,5,16,3.2,0,3.2,,
1988,5,17,0,0,0,,
1988,5,18,15.6,0,15.6,,
1988,5,19,7.4,0,7.4,,
1988,5,20,0,0,0,,
1988,5,21,0,0,0,,
1988,5,22,0,0,0,,
1988,5,23,0,0,0,,
1988,5,24,6.6,0,6.6,,
1988,5,25,0.4,0,0.4,,
1988,5,26,0,0,0,,
1988,5,27,0,0,0,,
1988,5,28,0,0,0,,
1988,5,29,0,0,0,,
1988,5,30,0,0,0,,
1988,5,31,0,0,0,,
1988,6,1,4.2,0,4.2,,
1988,6,2,0,0,0,,
1988,6,3,0,0,0,,
1988,6,4,0,0,0,,
1988,6,5,0,0,0,,
1988,6,6,1.8,0,1.8,,
1988,6,7,4.2,0,4.2,,
1988,6,8,0.4,0,0.4,,
1988,6,9,0,0,0,,
1988,6,10,0,0,0,,
1988,6,11,0,0,0,,
1988,6,12,0,0,0,,
1988,6,13,0,0,0,,
1988,6,14,0,0,0,,
1988,6,15,0.2,0,0.2,,
1988,6,16,0,0,0,,
1988,6,17,0,0,0,,
1988,6,18,0,0,0,,
1988,6,19,0,0,0,,
1988,6,20,0,0,0,,
1988,6,21,0,0,0,,
1988,6,22,6.8,0,6.8,,
1988,6,23,0,0,0,,
1988,6,24,0,0,0,,
1988,6,25,1.8,0,1.8,,
1988,6,26,0,0,0,,
1988,6,27,0,0,0,,
1988,6,28,1,0,1,,
1988,6,29,0,0,0,,
1988,6,30,6.8,0,6.8,,
1988,7,1,0,0,0,,
1988,7,2,0,0,0,,
1988,7,3,0,0,0,,
1988,7,4,0,0,0,,
1988,7,5,0,0,0,,
1988,7,6,0,0,0,,
1988,7,7,0,0,0,,
1988,7,8,0,0,0,,
1988,7,9,0,0,0,,
1988,7,10,0,0,0,,
1988,7,11,0,0,0,,
1988,7,12,0,0,0,,
1988,7,13,0,0,0,,
1988,7,14,0.2,0,0.2,,
1988,7,15,12.4,0,12.4,,
1988,7,16,27.2,0,27.2,,
1988,7,17,20,0,20,,
1988,7,18,11.4,0,11.4,,
1988,7,19,2.2,0,2.2,,
1988,7,20,4.8,0,4.8,,
1988,7,21,0,0,0,,
1988,7,22,0,0,0,,
1988,7,23,9.2,0,9.2,,
1988,7,24,12.6,0,12.6,,
1988,7,25,2.2,0,2.2,,
1988,7,26,15.6,0,15.6,,
1988,7,27,0,0,0,,
1988,7,28,0,0,0,,
1988,7,29,0,0,0,,
1988,7,30,16,0,16,,
1988,7,31,0,0,0,,
1988,8,1,1.4,0,1.4,,
1988,8,2,0,0,0,,
1988,8,3,0,0,0,,
1988,8,4,0,0,0,,
1988,8,5,15.6,0,15.6,,
1988,8,6,0,0,0,,
1988,8,7,0,0,0,,
1988,8,8,0,0,0,,
1988,8,9,1.2,0,1.2,,
1988,8,10,0,0,0,,
1988,8,11,0,0,0,,
1988,8,12,0,0,0,,
1988,8,13,0,0,0,,
1988,8,14,2.6,0,2.6,,
1988,8,15,0,0,0,,
1988,8,16,6.4,0,6.4,,
1988,8,17,0,0,0,,
1988,8,18,0,0,0,,
1988,8,19,0,0,0,,
1988,8,20,0,0,0,,
1988,8,21,0,0,0,,
1988,8,22,0,0,0,,
1988,8,23,12.6,0,12.6,,
1988,8,24,4.2,0,4.2,,
1988,8,25,4.8,0,4.8,,
1988,8,26,0,0,0,,
1988,8,27,4.4,0,4.4,,
1988,8,28,26.8,0,26.8,,
1988,8,29,0.3,0,0.3,,
1988,8,30,0,0,0,,
1988,8,31,0,0,0,,
1988,9,1,0,0,0,,
1988,9,2,7.6,0,7.6,,
1988,9,3,9.6,0,9.6,,
1988,9,4,1.4,0,1.4,,
1988,9,5,0,0,0,,
1988,9,6,0,0,0,,
1988,9,7,0,0,0,,
1988,9,8,0,0,0,,
1988,9,9,0,0,0,,
1988,9,10,0,0,0,,
1988,9,11,0,0,0,,
1988,9,12,0.4,0,0.4,,
1988,9,13,0,0,0,,
1988,9,14,0,0,0,,
1988,9,15,0,0,0,,
1988,9,16,1.9,0,1.9,,
1988,9,17,2,0,2,,
1988,9,18,0,0,0,,
1988,9,19,0.8,0,0.8,,
1988,9,20,0.4,0,0.4,,
1988,9,21,0.8,0,0.8,,
1988,9,22,16.4,0,16.4,,
1988,9,23,0,0,0,,
1988,9,24,0,0,0,,
1988,9,25,0,0,0,,
1988,9,26,0,0,0,,
1988,9,27,0.6,0,0.6,,
1988,9,28,0,0,0,,
1988,9,29,0,0,0,,
1988,9,30,0,0,0,,
1988,10,1,1.6,0,1.6,,
1988,10,2,11.2,0,11.2,,
1988,10,3,0,0,0,,
1988,10,4,1.4,0,1.4,,
1988,10,5,0.2,0,0.2,,
1988,10,6,4.8,0,4.8,,
1988,10,7,3,0,3,,
1988,10,8,2,0,2,,
1988,10,9,4.8,0,4.8,,
1988,10,10,22.6,0,22.6,,
1988,10,11,0.4,0,0.4,,
1988,10,12,0,0,0,,
1988,10,13,0,0,0,,
1988,10,14,0,0,0,,
1988,10,15,0,0,0,,
1988,10,16,0.2,0,0.2,,
1988,10,17,15.8,0,15.8,,
1988,10,18,2,0,2,,
1988,10,19,1.2,0,1.2,,
1988,10,20,0.8,0,0.8,,
1988,10,21,4.8,0,4.8,,
1988,10,22,5,0,5,,
1988,10,23,2,0,2,,
1988,10,24,16.4,0,16.4,,
1988,10,25,0.2,0,0.2,,
1988,10,26,0,0,0,,
1988,10,27,7.2,0,7.2,,
1988,10,28,0,0,0,,
1988,10,29,0,0,0,,
1988,10,30,0,0,0,,
1988,10,31,0,0,0,,
1988,11,1,0,0,0,,
1988,11,2,0,0,0,,
1988,11,3,2.8,0,2.8,,
1988,11,4,0.2,0,0.2,,
1988,11,5,17.6,0,17.6,,
1988,11,6,3.4,0,3.4,,
1988,11,7,2.8,0,2.8,,
1988,11,8,2.2,0,2.2,,
1988,11,9,5,0,5,,
1988,11,10,7.6,0,7.6,,
1988,11,11,0.4,0,0.4,,
1988,11,12,12.4,0,12.4,,
1988,11,13,2.8,0,2.8,,
1988,11,14,0,0,0,,
1988,11,15,0,0,0,,
1988,11,16,2.8,0,2.8,,
1988,11,17,0.6,0,0.6,,
1988,11,18,0,0,0,,
1988,11,19,12.4,0,12.4,,
1988,11,20,11.6,0,11.6,,
1988,11,21,0,0,0,,
1988,11,22,0,0,0,,
1988,11,23,0,0,0,,
1988,11,24,0,0,0,,
1988,11,25,0,0,0,,
1988,11,26,2.4,0,2.4,,
1988,11,27,7,0,7,,
1988,11,28,1,0,1,,
1988,11,29,0,0,0,,
1988,11,30,0,0,0,,
1988,12,1,0,0,0,,
1988,12,2,0,0,0,,
1988,12,3,0,0,0,,
1988,12,4,0,0,0,,
1988,12,5,0,0,0,,
1988,12,6,0,0,0,,
1988,12,7,0,0,0,,
1988,12,8,0,0,0,,
1988,12,9,0,0,0,,
1988,12,10,0,4,4,,
1988,12,11,0,0,0,,
1988,12,12,0,0,0,,
1988,12,13,0,12,12,,
1988,12,14,0.8,0,0.8,,
1988,12,15,0,0,0,,
1988,12,16,0,2.2,2.2,,
1988,12,17,0,4,4,,
1988,12,18,0,8.2,8.2,,
1988,12,19,0,0,0,,
1988,12,20,2,0,2,,
1988,12,21,0.4,0,0.4,,
1988,12,22,7.2,0,7.2,,
1988,12,23,0.4,0,0.4,,
1988,12,24,5.6,0,5.6,,
1988,12,25,0,0,0,,
1988,12,26,0,1,1,,
1988,12,27,24.4,0.4,24.8,,
1988,12,28,0,6,6,,
1988,12,29,0,6,6,,
1988,12,30,0,0,0,,
1988,12,31,0,0,0,,
1989,1,1,0,0,0,,
1989,1,2,0,0,0,,
1989,1,3,0,2.6,2.6,,
1989,1,4,0,1,1,,
1989,1,5,0,4,4,,
1989,1,6,0,0,0,,
1989,1,7,4,0,4,,
1989,1,8,0,0,0,,
1989,1,9,0,0,0,,
1989,1,10,0,0,0,,
1989,1,11,0.6,0,0.6,,
1989,1,12,1,0,1,,
1989,1,13,0,0,0,,
1989,1,14,1.8,0,1.8,,
1989,1,15,0,0,0,,
1989,1,16,0,0,0,,
1989,1,17,0,0,0,,
1989,1,18,0.2,0,0.2,,
1989,1,19,3.8,0,3.8,,
1989,1,20,0,2,2,,
1989,1,21,0,0,0,,
1989,1,22,0,0,0,,
1989,1,23,0,0,0,,
1989,1,24,0,0,0,,
1989,1,25,1.2,0,1.2,,
1989,1,26,2.2,0,2.2,,
1989,1,27,0,0,0,,
1989,1,28,0,0,0,,
1989,1,29,3,0,3,,
1989,1,30,0,0,0,,
1989,1,31,0,0,0,,
1989,2,1,0.2,0,0.2,,
1989,2,2,0,0,0,,
1989,2,3,0,0,0,,
1989,2,4,0,2,2,,
1989,2,5,0,8,8,,
1989,2,6,0,7,7,,
1989,2,7,0,6,6,,
1989,2,8,0,2,2,,
1989,2,9,0,0,0,,
1989,2,10,0,0,0,,
1989,2,11,0,0,0,,
1989,2,12,0,0,0,,
1989,2,13,2,0,2,,
1989,2,14,0,0,0,,
1989,2,15,0,0,0,,
1989,2,16,0,0,0,,
1989,2,17,0,0,0,,
1989,2,18,0,0,0,,
1989,2,19,0,0,0,,
1989,2,20,7.2,0,7.2,,
1989,2,21,6.6,0,6.6,,
1989,2,22,2,4.2,6.2,,
1989,2,23,0,0,0,,
1989,2,24,0,0,0,,
1989,2,25,0,2,2,,
1989,2,26,0,7.4,7.4,,
1989,2,27,0,0,0,,
1989,2,28,0,0,0,,
1989,3,1,0,0,0,,
1989,3,2,0,0,0,,
1989,3,3,2.2,0,2.2,,
1989,3,4,9.8,0,9.8,,
1989,3,5,0,0,0,,
1989,3,6,0,0,0,,
1989,3,7,0,0,0,,
1989,3,8,0,0,0,,
1989,3,9,0,0,0,,
1989,3,10,0,0,0,,
1989,3,11,0,0,0,,
1989,3,12,0,0,0,,
1989,3,13,0,0,0,,
1989,3,14,6,0,6,,
1989,3,15,3,0,3,,
1989,3,16,0,0,0,,
1989,3,17,17.8,0,17.8,,
1989,3,18,0,1,1,,
1989,3,19,0,0,0,,
1989,3,20,0,2.2,2.2,,
1989,3,21,0,0,0,,
1989,3,22,0,0,0,,
1989,3,23,0,0,0,,
1989,3,24,1,0,1,,
1989,3,25,0,0,0,,
1989,3,26,0,0,0,,
1989,3,27,0.6,0,0.6,,
1989,3,28,4,0,4,,
1989,3,29,5.5,0,5.5,,
1989,3,30,6.4,0,6.4,,
1989,3,31,0,6,6,,
1989,4,1,0,0,0,,
1989,4,2,3.6,0,3.6,,
1989,4,3,16.4,0,16.4,,
1989,4,4,2.2,0,2.2,,
1989,4,5,0,0,0,,
1989,4,6,1.6,0,1.6,,
1989,4,7,0,0,0,,
1989,4,8,0,0,0,,
1989,4,9,0.8,5,5.8,,
1989,4,10,0,1.6,1.6,,
1989,4,11,0,0,0,,
1989,4,12,2.8,0,2.8,,
1989,4,13,0.4,0,0.4,,
1989,4,14,4.4,0,4.4,,
1989,4,15,2.8,0,2.8,,
1989,4,16,0.4,0,0.4,,
1989,4,17,8.8,0,8.8,,
1989,4,18,0.4,0,0.4,,
1989,4,19,0,0,0,,
1989,4,20,0,0,0,,
1989,4,21,0,0,0,,
1989,4,22,0,0,0,,
1989,4,23,0,0,0,,
1989,4,24,1.4,0,1.4,,
1989,4,25,2.4,0,2.4,,
1989,4,26,0,0,0,,
1989,4,27,0,0,0,,
1989,4,28,0,0,0,,
1989,4,29,1,0,1,,
1989,4,30,0,0,0,,
1989,5,1,13.1,0,13.1,,
1989,5,2,7.4,0,7.4,,
1989,5,3,0.4,0,0.4,,
1989,5,4,4.6,0,4.6,,
1989,5,5,9.8,0,9.8,,
1989,5,6,5.2,10.2,15.4,,
1989,5,7,18,5,23,,
1989,5,8,0,0,0,,
1989,5,9,5.4,0,5.4,,
1989,5,10,7.2,0,7.2,,
1989,5,11,17.6,0,17.6,,
1989,5,12,0.4,0,0.4,,
1989,5,13,0.6,0,0.6,,
1989,5,14,0.4,0,0.4,,
1989,5,15,8,0,8,,
1989,5,16,0,0,0,,
1989,5,17,0,0,0,,
1989,5,18,0,0,0,,
1989,5,19,0,0,0,,
1989,5,20,5.6,0,5.6,,
1989,5,21,0,0,0,,
1989,5,22,0,0,0,,
1989,5,23,15.6,0,15.6,,
1989,5,24,0,0,0,,
1989,5,25,10.4,0,10.4,,
1989,5,26,1.6,0,1.6,,
1989,5,27,0,0,0,,
1989,5,28,0,0,0,,
1989,5,29,5.9,0,5.9,,
1989,5,30,14,0,14,,
1989,5,31,5.2,0,5.2,,
1989,6,1,10.2,0,10.2,,
1989,6,2,0,0,0,,
1989,6,3,11.8,0,11.8,,
1989,6,4,0,0,0,,
1989,6,5,0.6,0,0.6,,
1989,6,6,0,0,0,,
1989,6,7,0,0,0,,
1989,6,8,0,0,0,,
1989,6,9,27.6,0,27.6,,
1989,6,10,0,0,0,,
1989,6,11,0,0,0,,
1989,6,12,5.8,0,5.8,,
1989,6,13,0.6,0,0.6,,
1989,6,14,2.4,0,2.4,,
1989,6,15,1.9,0,1.9,,
1989,6,16,10.6,0,10.6,,
1989,6,17,11,0,11,,
1989,6,18,0,0,0,,
1989,6,19,10.6,0,10.6,,
1989,6,20,12.8,0,12.8,,
1989,6,21,1.2,0,1.2,,
1989,6,22,0.2,0,0.2,,
1989,6,23,0,0,0,,
1989,6,24,0,0,0,,
1989,6,25,0,0,0,,
1989,6,26,0,0,0,,
1989,6,27,0,0,0,,
1989,6,28,0,0,0,,
1989,6,29,0,0,0,,
1989,6,30,0,0,0,,
1989,7,1,0,0,0,,
1989,7,2,0,0,0,,
1989,7,3,1,0,1,,
1989,7,4,4.4,0,4.4,,
1989,7,5,0,0,0,,
1989,7,6,0,0,0,,
1989,7,7,0,0,0,,
1989,7,8,0,0,0,,
1989,7,9,0,0,0,,
1989,7,10,0,0,0,,
1989,7,11,0,0,0,,
1989,7,12,0.3,0,0.3,,
1989,7,13,0.4,0,0.4,,
1989,7,14,0,0,0,,
1989,7,15,0,0,0,,
1989,7,16,0,0,0,,
1989,7,17,0,0,0,,
1989,7,18,0,0,0,,
1989,7,19,10,0,10,,
1989,7,20,14.2,0,14.2,,
1989,7,21,0,0,0,,
1989,7,22,0,0,0,,
1989,7,23,0,0,0,,
1989,7,24,0,0,0,,
1989,7,25,0,0,0,,
1989,7,26,0,0,0,,
1989,7,27,6.6,0,6.6,,
1989,7,28,0,0,0,,
1989,7,29,0.4,0,0.4,,
1989,7,30,0,0,0,,
1989,7,31,0,0,0,,
1989,8,1,0,0,0,,
1989,8,2,0,0,0,,
1989,8,3,0,0,0,,
1989,8,4,4.8,0,4.8,,
1989,8,5,0,0,0,,
1989,8,6,0,0,0,,
1989,8,7,0,0,0,,
1989,8,8,0,0,0,,
1989,8,9,0,0,0,,
1989,8,10,0,0,0,,
1989,8,11,0,0,0,,
1989,8,12,0,0,0,,
1989,8,13,0,0,0,,
1989,8,14,0,0,0,,
1989,8,15,20.6,0,20.6,,
1989,8,16,0,0,0,,
1989,8,17,0,0,0,,
1989,8,18,0,0,0,,
1989,8,19,0.2,0,0.2,,
1989,8,20,12.3,0,12.3,,
1989,8,21,0.4,0,0.4,,
1989,8,22,1,0,1,,
1989,8,23,0,0,0,,
1989,8,24,0,0,0,,
1989,8,25,0,0,0,,
1989,8,26,0,0,0,,
1989,8,27,0,0,0,,
1989,8,28,1.6,0,1.6,,
1989,8,29,1.6,0,1.6,,
1989,8,30,0,0,0,,
1989,8,31,0.8,0,0.8,,
1989,9,1,26.2,0,26.2,,
1989,9,2,0,0,0,,
1989,9,3,0,0,0,,
1989,9,4,0,0,0,,
1989,9,5,0,0,0,,
1989,9,6,1,0,1,,
1989,9,7,0,0,0,,
1989,9,8,2.6,0,2.6,,
1989,9,9,0,0,0,,
1989,9,10,0,0,0,,
1989,9,11,0,0,0,,
1989,9,12,0,0,0,,
1989,9,13,1.4,0,1.4,,
1989,9,14,16.1,0,16.1,,
1989,9,15,0,0,0,,
1989,9,16,17.2,0,17.2,,
1989,9,17,19.8,0,19.8,,
1989,9,18,0,0,0,,
1989,9,19,0,0,0,,
1989,9,20,0,0,0,,
1989,9,21,0,0,0,,
1989,9,22,21.4,0,21.4,,
1989,9,23,0.8,0,0.8,,
1989,9,24,0,0,0,,
1989,9,25,0,0,0,,
1989,9,26,0,0,0,,
1989,9,27,0,0,0,,
1989,9,28,0,0,0,,
1989,9,29,0,0,0,,
1989,9,30,0,0,0,,
1989,10,1,8.2,0,8.2,,
1989,10,2,1,0,1,,
1989,10,3,0,0,0,,
1989,10,4,0,0,0,,
1989,10,5,1.2,0,1.2,,
1989,10,6,0.4,0,0.4,,
1989,10,7,0,0,0,,
1989,10,8,0,0,0,,
1989,10,9,0,0,0,,
1989,10,10,10,0,10,,
1989,10,11,0,0,0,,
1989,10,12,0,0,0,,
1989,10,13,0,0,0,,
1989,10,14,0,0,0,,
1989,10,15,0,0,0,,
1989,10,16,4.4,0,4.4,,
1989,10,17,13.9,0,13.9,,
1989,10,18,3.8,0,3.8,,
1989,10,19,10.8,0,10.8,,
1989,10,20,2.2,0,2.2,,
1989,10,21,8.8,0,8.8,,
1989,10,22,0,0,0,,
1989,10,23,0,0,0,,
1989,10,24,0,0,0,,
1989,10,25,0,0,0,,
1989,10,26,0,0,0,,
1989,10,27,0,0,0,,
1989,10,28,0,0,0,,
1989,10,29,0,0,0,,
