Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]"," *Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3], Inflow concentration of O2 [mg m-3], Inflow concentration of NO3 [mg m-3], Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3], Inflow pH,Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
2001,11,23,107649.324,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,24,105202.7485,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,25,203065.7703,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,26,225084.9502,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,27,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,28,151687.6839,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,29,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
2001,11,30,1350509.701,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,1,1685690.551,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,2,643449.3686,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,3,384112.3607,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,4,313161.6699,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,5,281356.1878,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,6,256890.4323,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,7,232424.6769,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,8,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,9,190832.8926,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,10,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,11,168813.7127,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,12,159027.4105,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,13,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,14,327841.1232,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,15,584731.5555,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,16,340074.0009,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,17,562712.3756,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,18,709506.9083,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,19,423257.5695,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,20,354753.4542,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,21,276463.0367,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,22,229978.1013,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,23,222638.3747,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,24,210405.497,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,25,188386.317,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,26,178600.0149,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,27,171260.2882,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,28,154134.2594,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,29,146794.5328,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,30,141901.3817,,,,,,,,,,,,,,,,,,,,,,,,
2001,12,31,134561.655,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,1,124775.3528,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,2,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,3,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,4,112542.4751,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,5,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,6,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,7,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,8,114989.0507,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,9,110095.8996,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,10,119882.2018,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,11,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,12,141901.3817,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,13,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,14,137008.2306,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,15,163920.5616,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,16,185939.7415,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,17,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,18,173706.8638,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,19,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,20,124775.3528,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,21,132115.0795,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,22,117435.6262,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,23,124775.3528,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,24,168813.7127,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,25,183493.166,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,26,151687.6839,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,27,134561.655,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,28,127221.9284,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,29,134561.655,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,30,332734.2743,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,31,406131.5406,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,1,878320.621,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,2,731526.0883,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,3,418364.4184,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,4,330287.6987,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,5,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,6,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,7,225084.9502,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,8,239764.4035,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,9,281356.1878,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,10,359646.6053,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,11,645895.9441,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,12,455063.0516,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,13,347413.7275,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,14,276463.0367,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,15,242210.9791,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,16,256890.4323,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,17,337627.4253,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,18,271569.8856,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,19,234871.2524,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,20,521120.5913,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,21,1047134.334,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,22,897893.2254,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,23,528460.3179,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,24,366986.3319,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,25,308268.5188,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,26,506441.138,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,27,570052.1022,,,,,,,,,,,,,,,,,,,,,,,,
2002,2,28,379219.2096,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,1,293589.0655,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,2,291142.49,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,3,1091172.694,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,4,1010435.7,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,5,457509.6271,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,6,337627.4253,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,7,310715.0943,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,8,296035.6411,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,9,415917.8428,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,10,1071600.089,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,11,594517.8577,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,12,403684.9651,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,13,344967.152,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,14,303375.3677,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,15,276463.0367,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,16,274016.4612,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,17,237317.828,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,18,220191.7991,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,19,205512.3459,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,20,200619.1948,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,21,193279.4681,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,22,181046.5904,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,23,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,24,159027.4105,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,25,156580.8349,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,26,149241.1083,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,27,146794.5328,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,28,141901.3817,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,29,166367.1371,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,30,384112.3607,,,,,,,,,,,,,,,,,,,,,,,,
2002,3,31,254443.8568,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,1,227531.5258,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,2,425704.145,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,3,802476.7791,,,,,,,,,,,,,,,,,,,,,,,,
2002,4,4,408578.1162,6,,,,,,,,,12700,,,,,,,,,,,,,,
2002,4,5,281356.1878,6,,,,,,,,,12800,,,,,,,,,,,,,,
2002,4,6,237317.828,6,,,,,,,,,13100,,,,,,,,,,,,,,
2002,4,7,212852.0725,6.5,,,,,,,,,13000,,,,,,,,,,,,,,
2002,4,8,403684.9651,8,,,,,,,,,11700,,,,,,,,,,,,,,
2002,4,9,1648991.918,9,,,,,,,,,10700,,,,,,,,,,,,,,
2002,4,10,1096065.845,9,,,,,,,,,11200,,,,,,,,,,,,,,
2002,4,11,484421.9581,10,,,,,,,,,11000,,,,,,,,,,,,,,
2002,4,12,474635.6559,12,,,,,,,,,10000,,,,,,,,,,,,,,
2002,4,13,1705263.156,13,,,,,,,,,9300,,,,,,,,,,,,,,
2002,4,14,1416567.241,13,,,,,,,,,9100,,,,,,,,,,,,,,
2002,4,15,555372.6489,14.5,,,,,,,,,9100,,,,,,,,,,,,,,
2002,4,16,408578.1162,17.5,,,,,,,,,8800,,,,,,,,,,,,,,
2002,4,17,337627.4253,19,,,,,,,,,8400,,,,,,,,,,,,,,
2002,4,18,296035.6411,19.5,,,,,,,,,8400,,,,,,,,,,,,,,
2002,4,19,271569.8856,20,,,,,,,,,8100,,,,,,,,,,,,,,
2002,4,20,327841.1232,17.5,,,,,,,,,7800,,,,,,,,,,,,,,
2002,4,21,276463.0367,14,,,,,,,,,8400,,,,,,,,,,,,,,
2002,4,22,313161.6699,11,,,,,,,,,9200,,,,,,,,,,,,,,
2002,4,23,254443.8568,11.5,,,,,,,,,10000,,,,,,,,,,,,,,
2002,4,24,222638.3747,13.5,,,,,,,,,9900,,,,,,,,,,,,,,
2002,4,25,210405.497,13,,,,,,,,,9500,,,,,,,,,,,,,,
2002,4,26,195726.0437,12,,,,,,,,,10000,,,,,,,,,,,,,,
2002,4,27,188386.317,11.5,,,,,,,,,9900,,,,,,,,,,,,,,
2002,4,28,357200.0297,11,,,,,,,,,8700,,,,,,,,,,,,,,
2002,4,29,315608.2454,10.5,,,,,,,,,9500,,,,,,,,,,,,,,
2002,4,30,234871.2524,11.5,,,,,,,,,10300,,,,,,,,,,,,,,
2002,5,1,205512.3459,12,,,,,,,,,9900,,,,,,,,,,,,,,
2002,5,2,587178.131,11,,,,,,,,,9000,,,,,,,,,,,,,,
2002,5,3,494208.2603,11,,,,,,,,,10100,,,,,,,,,,,,,,
2002,5,4,291142.49,12.5,,,,,,,,,10100,,,,,,,,,,,,,,
2002,5,5,229978.1013,14,,,,,,,,,9700,,,,,,,,,,,,,,
2002,5,6,222638.3747,15,,,,,,,,,8500,,,,,,,,,,,,,,
2002,5,7,259337.0079,15,,,,,,,,,7800,,,,,,,,,,,,,,
2002,5,8,234871.2524,13.5,,,,,,,,,8600,,,,,,,,,,,,,,
2002,5,9,313161.6699,13,,,,,,,,,8500,,,,,,,,,,,,,,
2002,5,10,320501.3965,13.5,,,,,,,,,8900,,,,,,,,,,,,,,
2002,5,11,222638.3747,13,,,,,,,,,9300,,,,,,,,,,,,,,
2002,5,12,929698.7075,11,,,,,,,,,9300,,,,,,,,,,,,,,
2002,5,13,1076493.24,12,,,,,,,,,9100,,,,,,,,,,,,,,
2002,5,14,501547.9869,12,,,,,,,,,9300,,,,,,,,,,,,,,
2002,5,15,342520.5764,13,,,,,,,,,9100,,,,,,,,,,,,,,
2002,5,16,303375.3677,15,,,,,,,,,8500,,,,,,,,,,,,,,
2002,5,17,469742.5048,14,,,,,,,,,8300,,,,,,,,,,,,,,
2002,5,18,337627.4253,12,,,,,,,,,9200,,,,,,,,,,,,,,
2002,5,19,264230.159,12,,,,,,,,,9500,,,,,,,,,,,,,,
2002,5,20,227531.5258,12,,,,,,,,,9500,,,,,,,,,,,,,,
2002,5,21,210405.497,11.5,,,,,,,,,9800,,,,,,,,,,,,,,
2002,5,22,198172.6192,13,,,,,,,,,9700,,,,,,,,,,,,,,
2002,5,23,188386.317,15,,,,,,,,,9100,,,,,,,,,,,,,,
2002,5,24,198172.6192,16,,,,,,,,,8100,,,,,,,,,,,,,,
2002,5,25,200619.1948,14,,,,,,,,,8200,,,,,,,,,,,,,,
2002,5,26,237317.828,14,,,,,,,,,8500,,,,,,,,,,,,,,
2002,5,27,181046.5904,16,,,,,,,,,8600,,,,,,,,,,,,,,
2002,5,28,163920.5616,17.5,,,,,,,,,8400,,,,,,,,,,,,,,
2002,5,29,154134.2594,18.5,,,,,,,,,7900,,,,,,,,,,,,,,
2002,5,30,154134.2594,19.5,,,,,,,,,7200,,,,,,,,,,,,,,
2002,5,31,203065.7703,20.5,,,,,,,,,6700,,,,,,,,,,,,,,
2002,6,1,183493.166,21,,,,,,,,,6700,,,,,,,,,,,,,,
2002,6,2,137008.2306,20.5,,,,,,,,,7100,,,,,,,,,,,,,,
2002,6,3,173706.8638,17.5,,,,,,,,,7300,,,,,,,,,,,,,,
2002,6,4,266676.7345,17,,,,,,,,,6800,,,,,,,,,,,,,,
2002,6,5,239764.4035,18.5,,,,,,,,,7300,,,,,,,,,,,,,,
2002,6,6,190832.8926,17.5,,,,,,,,,7600,,,,,,,,,,,,,,
2002,6,7,141901.3817,18,,,,,,,,,7900,,,,,,,,,,,,,,
2002,6,8,117435.6262,19,,,,,,,,,7700,,,,,,,,,,,,,,
2002,6,9,105202.7485,20.5,,,,,,,,,7400,,,,,,,,,,,,,,
2002,6,10,95416.44629,22,,,,,,,,,6900,,,,,,,,,,,,,,
2002,6,11,90523.2952,23,,,,,,,,,6600,,,,,,,,,,,,,,
2002,6,12,88076.71966,23,,,,,,,,,6300,,,,,,,,,,,,,,
2002,6,13,83183.56856,21.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,6,14,83183.56856,20.5,,,,,,,,,6900,,,,,,,,,,,,,,
2002,6,15,119882.2018,19,,,,,,,,,6700,,,,,,,,,,,,,,
2002,6,16,127221.9284,18.5,,,,,,,,,6900,,,,,,,,,,,,,,
2002,6,17,117435.6262,18.5,,,,,,,,,7100,,,,,,,,,,,,,,
2002,6,18,132115.0795,18.5,,,,,,,,,6800,,,,,,,,,,,,,,
2002,6,19,100309.5974,20,,,,,,,,,7000,,,,,,,,,,,,,,
2002,6,20,85630.14411,21.5,,,,,,,,,7000,,,,,,,,,,,,,,
2002,6,21,85630.14411,22.5,,,,,,,,,6700,,,,,,,,,,,,,,
2002,6,22,78290.41747,23,,,,,,,,,6800,,,,,,,,,,,,,,
2002,6,23,78290.41747,24,,,,,,,,,6700,,,,,,,,,,,,,,
2002,6,24,73397.26638,25,,,,,,,,,6500,,,,,,,,,,,,,,
2002,6,25,129668.5039,25,,,,,,,,,5700,,,,,,,,,,,,,,
2002,6,26,220191.7991,25,,,,,,,,,3900,,,,,,,,,,,,,,
2002,6,27,139454.8061,25,,,,,,,,,5000,,,,,,,,,,,,,,
2002,6,28,90523.2952,24.5,,,,,,,,,5700,,,,,,,,,,,,,,
2002,6,29,78290.41747,24,,,,,,,,,6200,,,,,,,,,,,,,,
2002,6,30,70950.69083,24.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,1,68504.11529,25.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,2,63610.9642,26.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,3,58717.8131,27,,,,,,,,,6600,,,,,,,,,,,,,,
2002,7,4,58717.8131,26.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,5,53824.66201,24.5,,,,,,,,,7000,,,,,,,,,,,,,,
2002,7,6,51378.08647,23,,,,,,,,,7400,,,,,,,,,,,,,,
2002,7,7,51378.08647,23,,,,,,,,,7400,,,,,,,,,,,,,,
2002,7,8,51378.08647,24,,,,,,,,,7300,,,,,,,,,,,,,,
2002,7,9,66057.53974,24,,,,,,,,,6300,,,,,,,,,,,,,,
2002,7,10,73397.26638,22.5,,,,,,,,,,,,,,,,,,,,,,,
2002,7,11,61164.38865,21.5,,,,,,,,,,,,,,,,,,,,,,,
2002,7,12,53824.66201,21,,,,,,,,,,,,,,,,,,,,,,,
2002,7,13,51378.08647,21.5,,,,,,,,,,,,,,,,,,,,,,,
2002,7,14,48931.51092,22.5,,,,,,,,,,,,,,,,,,,,,,,
2002,7,15,46484.93537,23.5,,,,,,,,,,,,,,,,,,,,,,,
2002,7,16,51378.08647,24.5,,,,,,,,,6700,,,,,,,,,,,,,,
2002,7,17,51378.08647,25,,,,,,,,,7200,,,,,,,,,,,,,,
2002,7,18,112542.4751,25,,,,,,,,,6800,,,,,,,,,,,,,,
2002,7,19,205512.3459,24.5,,,,,,,,,5500,,,,,,,,,,,,,,
2002,7,20,80736.99302,24,,,,,,,,,7100,,,,,,,,,,,,,,
2002,7,21,327841.1232,24,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,22,709506.9083,,,,,,,,,,,,,,,,,,,,,,,,
2002,7,23,1223287.773,,,,,,,,,,,,,,,,,,,,,,,,
2002,7,24,357200.0297,23,,,,,,,,,7200,,,,,,,,,,,,,,
2002,7,25,154134.2594,22.5,,,,,,,,,7500,,,,,,,,,,,,,,
2002,7,26,134561.655,22.5,,,,,,,,,7300,,,,,,,,,,,,,,
2002,7,27,215298.648,23.5,,,,,,,,,6900,,,,,,,,,,,,,,
2002,7,28,518674.0158,24.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,7,29,337627.4253,25.5,,,,,,,,,7000,,,,,,,,,,,,,,
2002,7,30,300928.7922,25,,,,,,,,,6800,,,,,,,,,,,,,,
2002,7,31,190832.8926,26,,,,,,,,,7200,,,,,,,,,,,,,,
2002,8,1,119882.2018,26.5,,,,,,,,,7200,,,,,,,,,,,,,,
2002,8,2,92969.87075,26.5,,,,,,,,,7100,,,,,,,,,,,,,,
2002,8,3,75843.84193,25,,,,,,,,,7300,,,,,,,,,,,,,,
2002,8,4,68504.11529,24.5,,,,,,,,,7600,,,,,,,,,,,,,,
2002,8,5,92969.87075,24.5,,,,,,,,,6800,,,,,,,,,,,,,,
2002,8,6,70950.69083,22.5,,,,,,,,,7400,,,,,,,,,,,,,,
2002,8,7,61164.38865,21,,,,,,,,,8300,,,,,,,,,,,,,,
2002,8,8,58717.8131,20.5,,,,,,,,,8600,,,,,,,,,,,,,,
2002,8,9,58717.8131,21,,,,,,,,,8700,,,,,,,,,,,,,,
2002,8,10,56271.23756,21.5,,,,,,,,,8600,,,,,,,,,,,,,,
2002,8,11,53824.66201,23,,,,,,,,,8400,,,,,,,,,,,,,,
2002,8,12,51378.08647,24,,,,,,,,,8100,,,,,,,,,,,,,,
2002,8,13,51378.08647,24.5,,,,,,,,,8000,,,,,,,,,,,,,,
2002,8,14,58717.8131,24,,,,,,,,,7700,,,,,,,,,,,,,,
2002,8,15,112542.4751,23.5,,,,,,,,,6500,,,,,,,,,,,,,,
2002,8,16,63610.9642,23.5,,,,,,,,,7000,,,,,,,,,,,,,,
2002,8,17,105202.7485,24,,,,,,,,,5800,,,,,,,,,,,,,,
2002,8,18,66057.53974,23.5,,,,,,,,,6100,,,,,,,,,,,,,,
2002,8,19,73397.26638,21.5,,,,,,,,,6200,,,,,,,,,,,,,,
2002,8,20,83183.56856,20.5,,,,,,,,,6300,,,,,,,,,,,,,,
2002,8,21,66057.53974,21,,,,,,,,,7600,,,,,,,,,,,,,,
2002,8,22,56271.23756,22.5,,,,,,,,,7500,,,,,,,,,,,,,,
2002,8,23,70950.69083,22,,,,,,,,,7200,,,,,,,,,,,,,,
2002,8,24,193279.4681,22,,,,,,,,,6500,,,,,,,,,,,,,,
2002,8,25,100309.5974,22,,,,,,,,,6800,,,,,,,,,,,,,,
2002,8,26,73397.26638,22,,,,,,,,,7400,,,,,,,,,,,,,,
2002,8,27,61164.38865,22,,,,,,,,,7200,,,,,,,,,,,,,,
2002,8,28,53824.66201,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,29,51378.08647,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,30,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
2002,8,31,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,1,46484.93537,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,2,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,3,48931.51092,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,4,46484.93537,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,5,46484.93537,,,,,,,,,,,,,,,,,,,,,,,,
2002,9,6,44038.35983,20.5,,,,,,,,,8100,,,,,,,,,,,,,,
2002,9,7,41591.78428,21,,,,,,,,,7900,,,,,,,,,,,,,,
2002,9,8,39145.20874,22,,,,,,,,,7800,,,,,,,,,,,,,,
2002,9,9,36698.63319,22.5,,,,,,,,,7600,,,,,,,,,,,,,,
2002,9,10,36698.63319,22.5,,,,,,,,,7500,,,,,,,,,,,,,,
2002,9,11,36698.63319,20.5,,,,,,,,,7600,,,,,,,,,,,,,,
2002,9,12,34252.05764,19,,,,,,,,,8100,,,,,,,,,,,,,,
2002,9,13,34252.05764,19,,,,,,,,,8400,,,,,,,,,,,,,,
2002,9,14,31805.4821,20,,,,,,,,,8300,,,,,,,,,,,,,,
2002,9,15,34252.05764,20.5,,,,,,,,,7600,,,,,,,,,,,,,,
2002,9,16,48931.51092,19,,,,,,,,,7800,,,,,,,,,,,,,,
2002,9,17,39145.20874,18.5,,,,,,,,,8100,,,,,,,,,,,,,,
2002,9,18,44038.35983,19,,,,,,,,,8000,,,,,,,,,,,,,,
2002,9,19,92969.87075,21,,,,,,,,,5800,,,,,,,,,,,,,,
2002,9,20,579838.4044,22.5,,,,,,,,,5000,,,,,,,,,,,,,,
2002,9,21,1176802.838,21.5,,,,,,,,,5900,,,,,,,,,,,,,,
2002,9,22,259337.0079,20,,,,,,,,,6400,,,,,,,,,,,,,,
2002,9,23,110095.8996,17.5,,,,,,,,,7400,,,,,,,,,,,,,,
2002,9,24,73397.26638,16,,,,,,,,,8000,,,,,,,,,,,,,,
2002,9,25,61164.38865,15.5,,,,,,,,,8500,,,,,,,,,,,,,,
2002,9,26,56271.23756,16.5,,,,,,,,,8200,,,,,,,,,,,,,,
2002,9,27,178600.0149,17.5,,,,,,,,,7300,,,,,,,,,,,,,,
2002,9,28,200619.1948,17.5,,,,,,,,,7500,,,,,,,,,,,,,,
2002,9,29,92969.87075,17,,,,,,,,,8200,,,,,,,,,,,,,,
2002,9,30,63610.9642,18,,,,,,,,,7900,,,,,,,,,,,,,,
2002,10,1,58717.8131,19.5,,,,,,,,,7350,,,,,,,,,,,,,,
2002,10,2,70950.69083,21,,,,,,,,,6750,,,,,,,,,,,,,,
2002,10,3,181046.5904,20,,,,,,,,,5960,,,,,,,,,,,,,,
2002,10,4,112542.4751,19.5,,,,,,,,,6450,,,,,,,,,,,,,,
2002,10,5,293589.0655,18.5,,,,,,,,,6610,,,,,,,,,,,,,,
2002,10,6,159027.4105,16.5,,,,,,,,,7910,,,,,,,,,,,,,,
2002,10,7,95416.44629,15,,,,,,,,,8320,,,,,,,,,,,,,,
2002,10,8,78290.41747,13.5,,,,,,,,,8760,,,,,,,,,,,,,,
2002,10,9,70950.69083,13,,,,,,,,,8890,,,,,,,,,,,,,,
2002,10,10,68504.11529,13.5,,,,,,,,,8670,,,,,,,,,,,,,,
2002,10,11,66057.53974,14,,,,,,,,,8270,,,,,,,,,,,,,,
2002,10,12,61164.38865,15,,,,,,,,,7840,,,,,,,,,,,,,,
2002,10,13,73397.26638,14.5,,,,,,,,,7460,,,,,,,,,,,,,,
2002,10,14,75843.84193,11.5,,,,,,,,,8190,,,,,,,,,,,,,,
2002,10,15,66057.53974,10.5,,,,,,,,,9160,,,,,,,,,,,,,,
2002,10,16,66057.53974,10.5,,,,,,,,,9590,,,,,,,,,,,,,,
2002,10,17,63610.9642,9,,,,,,,,,9960,,,,,,,,,,,,,,
2002,10,18,63610.9642,9,,,,,,,,,10160,,,,,,,,,,,,,,
2002,10,19,171260.2882,11,,,,,,,,,9160,,,,,,,,,,,,,,
2002,10,20,88076.71966,10,,,,,,,,,9010,,,,,,,,,,,,,,
2002,10,21,56271.23756,8.5,,,,,,,,,9910,,,,,,,,,,,,,,
2002,10,22,51378.08647,9.5,,,,,,,,,9740,,,,,,,,,,,,,,
2002,10,23,51378.08647,9,,,,,,,,,10380,,,,,,,,,,,,,,
2002,10,24,48931.51092,8,,,,,,,,,10740,,,,,,,,,,,,,,
2002,10,25,58717.8131,8,,,,,,,,,10390,,,,,,,,,,,,,,
2002,10,26,183493.166,9.5,,,,,,,,,9220,,,,,,,,,,,,,,
2002,10,27,117435.6262,9,,,,,,,,,9470,,,,,,,,,,,,,,
2002,10,28,75843.84193,8.5,,,,,,,,,10350,,,,,,,,,,,,,,
2002,10,29,48931.51092,7.5,,,,,,,,,10720,,,,,,,,,,,,,,
2002,10,30,48931.51092,6.5,,,,,,,,,11230,,,,,,,,,,,,,,
